Orthogroup	Chordata_Vertebrata_Danio_rerio	Chordata_Amphioxiformes_Branchiostoma_lanceolatum
OG0000001	Danio_rerio_sp_Q8JHV6_LAMB4_DANRE sp|Q8JHV6|LAMB4_DANRE Laminin subunit beta-4 OS=Danio rerio OX=7955 GN=lamb4 PE=2 SV=1, Danio_rerio_tr_A0A8M9PDX2_A0A8M9PDX2_DANRE tr|A0A8M9PDX2|A0A8M9PDX2_DANRE Laminin subunit beta-1 isoform X1 OS=Danio rerio OX=7955 GN=lamb2l PE=1 SV=1, Danio_rerio_tr_B7ZDA6_B7ZDA6_DANRE tr|B7ZDA6|B7ZDA6_DANRE Laminin subunit beta-2 precursor OS=Danio rerio OX=7955 GN=si_dkey-32e6.2 PE=1 SV=1, Danio_rerio_tr_F1REL9_F1REL9_DANRE tr|F1REL9|F1REL9_DANRE Laminin_ beta 1b OS=Danio rerio OX=7955 GN=si_dkey-183c16.5 PE=4 SV=1, Danio_rerio_tr_Q8JHV7_Q8JHV7_DANRE tr|Q8JHV7|Q8JHV7_DANRE Laminin beta 1 OS=Danio rerio OX=7955 GN=lamb1 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0A481_A0A8K0A481_BRALA tr|A0A8K0A481|A0A8K0A481_BRALA LAMB1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMB1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A1W6_A0A8K0A1W6_BRALA tr|A0A8K0A1W6|A0A8K0A1W6_BRALA LAMB1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMB1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A1K9_A0A8K0A1K9_BRALA tr|A0A8K0A1K9|A0A8K0A1K9_BRALA LAMB1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMB1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZZ56_A0A8J9ZZ56_BRALA tr|A0A8J9ZZ56|A0A8J9ZZ56_BRALA LAMB1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMB1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A0G1_A0A8K0A0G1_BRALA tr|A0A8K0A0G1|A0A8K0A0G1_BRALA LAMB1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMB1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZZ61_A0A8J9ZZ61_BRALA tr|A0A8J9ZZ61|A0A8J9ZZ61_BRALA LAMB1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMB1 PE=4 SV=1
OG0000001	Danio_rerio_tr_Q6JAN2_Q6JAN2_DANRE tr|Q6JAN2|Q6JAN2_DANRE Fibronectin OS=Danio rerio OX=7955 GN=wu_fb03c02 PE=1 SV=1, Danio_rerio_tr_A2CEW3_A2CEW3_DANRE tr|A2CEW3|A2CEW3_DANRE Fibronectin OS=Danio rerio OX=7955 GN=cb1057 PE=1 SV=2, Danio_rerio_tr_B0S602_B0S602_DANRE tr|B0S602|B0S602_DANRE Fibronectin OS=Danio rerio OX=7955 GN=Fn PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0AFB4_A0A8K0AFB4_BRALA tr|A0A8K0AFB4|A0A8K0AFB4_BRALA TNN protein OS=Branchiostoma lanceolatum OX=7740 GN=TNN PE=4 SV=1
OG0000001	Danio_rerio_tr_I3IT80_I3IT80_DANRE tr|I3IT80|I3IT80_DANRE Netrin g2b OS=Danio rerio OX=7955 GN=ntng2b PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0AAI7_A0A8K0AAI7_BRALA tr|A0A8K0AAI7|A0A8K0AAI7_BRALA NTNG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NTNG2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABQ5_A0A8K0ABQ5_BRALA tr|A0A8K0ABQ5|A0A8K0ABQ5_BRALA NTNG2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NTNG2 PE=4 SV=1
OG0000001	Danio_rerio_tr_F1QUK5_F1QUK5_DANRE tr|F1QUK5|F1QUK5_DANRE Netrin-1 OS=Danio rerio OX=7955 GN=net1 PE=4 SV=1, Danio_rerio_tr_O42203_O42203_DANRE tr|O42203|O42203_DANRE Netrin-1 OS=Danio rerio OX=7955 GN=net1 PE=2 SV=1, Danio_rerio_tr_O42140_O42140_DANRE tr|O42140|O42140_DANRE Netrin-1 OS=Danio rerio OX=7955 GN=ntn2 PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0AEM3_A0A8K0AEM3_BRALA tr|A0A8K0AEM3|A0A8K0AEM3_BRALA Netrin-1 OS=Branchiostoma lanceolatum OX=7740 GN=NTN1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AER8_A0A8K0AER8_BRALA tr|A0A8K0AER8|A0A8K0AER8_BRALA NTN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NTN1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ADI9_A0A8K0ADI9_BRALA tr|A0A8K0ADI9|A0A8K0ADI9_BRALA NTN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NTN1 PE=4 SV=1
OG0000001	Danio_rerio_tr_F1QPJ1_F1QPJ1_DANRE tr|F1QPJ1|F1QPJ1_DANRE Laminin subunit gamma-3 OS=Danio rerio OX=7955 GN=lamc3 PE=4 SV=1, Danio_rerio_sp_Q1LVF0_LAMC1_DANRE sp|Q1LVF0|LAMC1_DANRE Laminin subunit gamma-1 OS=Danio rerio OX=7955 GN=lamc1 PE=2 SV=2	Branchiostoma_lanceolatum_tr_A0A8K0AD48_A0A8K0AD48_BRALA tr|A0A8K0AD48|A0A8K0AD48_BRALA LAMC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABF1_A0A8K0ABF1_BRALA tr|A0A8K0ABF1|A0A8K0ABF1_BRALA LAMC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A9E9_A0A8K0A9E9_BRALA tr|A0A8K0A9E9|A0A8K0A9E9_BRALA LAMC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AAF3_A0A8K0AAF3_BRALA tr|A0A8K0AAF3|A0A8K0AAF3_BRALA LAMC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A9E1_A0A8K0A9E1_BRALA tr|A0A8K0A9E1|A0A8K0A9E1_BRALA LAMC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LAMC1 PE=4 SV=1
OG0000002	Danio_rerio_tr_A0A8M3B7K3_A0A8M3B7K3_DANRE tr|A0A8M3B7K3|A0A8M3B7K3_DANRE Thrombospondin 2b OS=Danio rerio OX=7955 GN=thbs2b PE=3 SV=1, Danio_rerio_tr_F8W5Z7_F8W5Z7_DANRE tr|F8W5Z7|F8W5Z7_DANRE Thrombospondin 2a OS=Danio rerio OX=7955 GN=thbs2a PE=3 SV=1, Danio_rerio_tr_F1QL35_F1QL35_DANRE tr|F1QL35|F1QL35_DANRE Thrombospondin 1b OS=Danio rerio OX=7955 GN=thbs1b PE=3 SV=2, Danio_rerio_tr_F1QEE7_F1QEE7_DANRE tr|F1QEE7|F1QEE7_DANRE Thrombospondin 1b OS=Danio rerio OX=7955 GN=thbs1b PE=3 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9ZVB2_A0A8J9ZVB2_BRALA tr|A0A8J9ZVB2|A0A8J9ZVB2_BRALA THBS1 protein OS=Branchiostoma lanceolatum OX=7740 GN=THBS1 PE=3 SV=1
OG0000002	Danio_rerio_tr_A0A0G2KDJ5_A0A0G2KDJ5_DANRE tr|A0A0G2KDJ5|A0A0G2KDJ5_DANRE Cartilage oligomeric matrix protein OS=Danio rerio OX=7955 GN=Tsp-4b PE=1 SV=1, Danio_rerio_sp_Q1L8P7_TSP3B_DANRE sp|Q1L8P7|TSP3B_DANRE Thrombospondin-3b OS=Danio rerio OX=7955 GN=thbs3b PE=3 SV=1, Danio_rerio_sp_Q8JHW2_TSP3A_DANRE sp|Q8JHW2|TSP3A_DANRE Thrombospondin-3a OS=Danio rerio OX=7955 GN=thbs3a PE=2 SV=2, Danio_rerio_tr_A0A0R4I9N1_A0A0R4I9N1_DANRE tr|A0A0R4I9N1|A0A0R4I9N1_DANRE Thrombospondin 4a OS=Danio rerio OX=7955 GN=zgc_175276 PE=3 SV=1, Danio_rerio_sp_Q8JGW0_TSP4B_DANRE sp|Q8JGW0|TSP4B_DANRE Thrombospondin-4-B OS=Danio rerio OX=7955 GN=thbs4b PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EJ68_A0A8K0EJ68_BRALA tr|A0A8K0EJ68|A0A8K0EJ68_BRALA THBS3 protein OS=Branchiostoma lanceolatum OX=7740 GN=THBS3 PE=3 SV=1
OG0000002	Danio_rerio_tr_A0A0R4IMM9_A0A0R4IMM9_DANRE tr|A0A0R4IMM9|A0A0R4IMM9_DANRE Sema domain_ seven thrombospondin repeats _type 1 and type 1-like__ transmembrane domain _TM_ and short cytoplasmic domain_ _semaphorin_ 5A OS=Danio rerio OX=7955 GN=wu_fa95e03 PE=4 SV=1, Danio_rerio_tr_F1R9L1_F1R9L1_DANRE tr|F1R9L1|F1R9L1_DANRE Sema domain_ seven thrombospondin repeats _type 1 and type 1-like__ transmembrane domain _TM_ and short cytoplasmic domain_ _semaphorin_ 5A OS=Danio rerio OX=7955 GN=wu_fa95e03 PE=4 SV=3, Danio_rerio_tr_F1QPQ6_F1QPQ6_DANRE tr|F1QPQ6|F1QPQ6_DANRE Sema domain_ seven thrombospondin repeats _type 1 and type 1-like__ transmembrane domain _TM_ and short cytoplasmic domain_ _semaphorin_ 5Ba OS=Danio rerio OX=7955 GN=sema5ba PE=4 SV=1, Danio_rerio_tr_A0A8M1Q1V7_A0A8M1Q1V7_DANRE tr|A0A8M1Q1V7|A0A8M1Q1V7_DANRE Sema domain_ seven thrombospondin repeats _type 1 and type 1-like__ transmembrane domain _TM_ and short cytoplasmic domain_ _semaphorin_ 5Bb OS=Danio rerio OX=7955 GN=sema5bb PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0E9X6_A0A8K0E9X6_BRALA tr|A0A8K0E9X6|A0A8K0E9X6_BRALA SEMA5A protein OS=Branchiostoma lanceolatum OX=7740 GN=SEMA5A PE=4 SV=1
OG0000002	Danio_rerio_tr_A3KPS4_A3KPS4_DANRE tr|A3KPS4|A3KPS4_DANRE Sema domain_ transmembrane domain _TM__ and cytoplasmic domain_ _semaphorin_ 6D_-like OS=Danio rerio OX=7955 GN=si_ch211-278n20.1 PE=2 SV=1, Danio_rerio_tr_A3KPS3_A3KPS3_DANRE tr|A3KPS3|A3KPS3_DANRE Sema domain_ transmembrane domain _TM__ and cytoplasmic domain_ _semaphorin_ 6D_-like OS=Danio rerio OX=7955 GN=si_ch211-278n20.1 PE=2 SV=1, Danio_rerio_tr_Q6P7E1_Q6P7E1_DANRE tr|Q6P7E1|Q6P7E1_DANRE Semaphorin-6A precursor OS=Danio rerio OX=7955 GN=zgc_66106 PE=2 SV=1, Danio_rerio_tr_B8JMB1_B8JMB1_DANRE tr|B8JMB1|B8JMB1_DANRE Sema domain_ transmembrane domain _TM__ and cytoplasmic domain_ _semaphorin_ 6D OS=Danio rerio OX=7955 GN=wu_fi06a12 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EIC4_A0A8K0EIC4_BRALA tr|A0A8K0EIC4|A0A8K0EIC4_BRALA SEMA6A protein OS=Branchiostoma lanceolatum OX=7740 GN=SEMA6A PE=4 SV=1
OG0000002	Danio_rerio_tr_D7PS96_D7PS96_DANRE tr|D7PS96|D7PS96_DANRE Hemicentin-1 precursor OS=Danio rerio OX=7955 GN=hmcn1 PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0F1B4_A0A8K0F1B4_BRALA tr|A0A8K0F1B4|A0A8K0F1B4_BRALA HMCN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HMCN1 PE=4 SV=1
OG0000003	Danio_rerio_tr_A4JYN2_A4JYN2_DANRE tr|A4JYN2|A4JYN2_DANRE Bcan OS=Danio rerio OX=7955 GN=fi32a12 PE=2 SV=1, Danio_rerio_tr_F1QEZ8_F1QEZ8_DANRE tr|F1QEZ8|F1QEZ8_DANRE Neurocan b OS=Danio rerio OX=7955 GN=ncanb PE=4 SV=3, Danio_rerio_tr_Q75ZI3_Q75ZI3_DANRE tr|Q75ZI3|Q75ZI3_DANRE Dermacan OS=Danio rerio OX=7955 GN=dcan PE=1 SV=1, Danio_rerio_tr_E7F537_E7F537_DANRE tr|E7F537|E7F537_DANRE Aggrecan a OS=Danio rerio OX=7955 GN=acana PE=4 SV=3, Danio_rerio_tr_F1QDA1_F1QDA1_DANRE tr|F1QDA1|F1QDA1_DANRE Aggrecan a OS=Danio rerio OX=7955 GN=acana PE=4 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9VL93_A0A8J9VL93_BRALA tr|A0A8J9VL93|A0A8J9VL93_BRALA BCAN protein OS=Branchiostoma lanceolatum OX=7740 GN=BCAN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VHM3_A0A8J9VHM3_BRALA tr|A0A8J9VHM3|A0A8J9VHM3_BRALA VCAN protein OS=Branchiostoma lanceolatum OX=7740 GN=VCAN PE=4 SV=1
OG0000003	Danio_rerio_sp_Q5U3G1_COL11_DANRE sp|Q5U3G1|COL11_DANRE Collectin-11 OS=Danio rerio OX=7955 GN=colec11 PE=2 SV=1, Danio_rerio_tr_Q504I3_Q504I3_DANRE tr|Q504I3|Q504I3_DANRE Hbl3 protein OS=Danio rerio OX=7955 GN=hbl3 PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z1N5_A0A8J9Z1N5_BRALA tr|A0A8J9Z1N5|A0A8J9Z1N5_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MP38_A0A8S4MP38_BRALA tr|A0A8S4MP38|A0A8S4MP38_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ECH3_A0A8K0ECH3_BRALA tr|A0A8K0ECH3|A0A8K0ECH3_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EEG4_A0A8K0EEG4_BRALA tr|A0A8K0EEG4|A0A8K0EEG4_BRALA MRC1 protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z287_A0A8J9Z287_BRALA tr|A0A8J9Z287|A0A8J9Z287_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z2L8_A0A8J9Z2L8_BRALA tr|A0A8J9Z2L8|A0A8J9Z2L8_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z236_A0A8J9Z236_BRALA tr|A0A8J9Z236|A0A8J9Z236_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1L7_A0A8J9Z1L7_BRALA tr|A0A8J9Z1L7|A0A8J9Z1L7_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z2G6_A0A8J9Z2G6_BRALA tr|A0A8J9Z2G6|A0A8J9Z2G6_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1M2_A0A8J9Z1M2_BRALA tr|A0A8J9Z1M2|A0A8J9Z1M2_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z2J1_A0A8J9Z2J1_BRALA tr|A0A8J9Z2J1|A0A8J9Z2J1_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1Q6_A0A8J9Z1Q6_BRALA tr|A0A8J9Z1Q6|A0A8J9Z1Q6_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YZJ2_A0A8J9YZJ2_BRALA tr|A0A8J9YZJ2|A0A8J9YZJ2_BRALA COLEC11 protein OS=Branchiostoma lanceolatum OX=7740 GN=COLEC11 PE=4 SV=1
OG0000004	Danio_rerio_tr_Q8AW56_Q8AW56_DANRE tr|Q8AW56|Q8AW56_DANRE Cochlin precursor OS=Danio rerio OX=7955 GN=OTTDARP00000001491 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YT76_A0A8J9YT76_BRALA tr|A0A8J9YT76|A0A8J9YT76_BRALA COL6A3 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL6A3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YT82_A0A8J9YT82_BRALA tr|A0A8J9YT82|A0A8J9YT82_BRALA COL6A3 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL6A3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F1S5_A0A8K0F1S5_BRALA tr|A0A8K0F1S5|A0A8K0F1S5_BRALA MATN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN1 PE=4 SV=1
OG0000004	Danio_rerio_tr_F1QH94_F1QH94_DANRE tr|F1QH94|F1QH94_DANRE Matrilin 3a OS=Danio rerio OX=7955 GN=ns_zf-e359 PE=1 SV=1, Danio_rerio_tr_Q68EK6_Q68EK6_DANRE tr|Q68EK6|Q68EK6_DANRE Matn3a protein OS=Danio rerio OX=7955 GN=ns_zf-e359 PE=1 SV=1, Danio_rerio_tr_B7ZD91_B7ZD91_DANRE tr|B7ZD91|B7ZD91_DANRE Matrilin 3b OS=Danio rerio OX=7955 GN=zgc_123028 PE=4 SV=1, Danio_rerio_tr_Q5NIW0_Q5NIW0_DANRE tr|Q5NIW0|Q5NIW0_DANRE Matrilin-3 precursor OS=Danio rerio OX=7955 GN=zgc_123028 PE=2 SV=1, Danio_rerio_tr_Q5NJJ7_Q5NJJ7_DANRE tr|Q5NJJ7|Q5NJJ7_DANRE Matrilin-3 isoform X3 OS=Danio rerio OX=7955 GN=zgc_123028 PE=2 SV=1, Danio_rerio_tr_Q5NJJ6_Q5NJJ6_DANRE tr|Q5NJJ6|Q5NJJ6_DANRE Matrilin-3 isoform X2 OS=Danio rerio OX=7955 GN=zgc_123028 PE=2 SV=1, Danio_rerio_tr_A5WWJ4_A5WWJ4_DANRE tr|A5WWJ4|A5WWJ4_DANRE Cartilage matrix protein precursor OS=Danio rerio OX=7955 GN=matn1 PE=1 SV=1, Danio_rerio_tr_Q6PYX2_Q6PYX2_DANRE tr|Q6PYX2|Q6PYX2_DANRE Matrilin 4 OS=Danio rerio OX=7955 GN=im_7137546 PE=1 SV=1, Danio_rerio_tr_Q5NJJ5_Q5NJJ5_DANRE tr|Q5NJJ5|Q5NJJ5_DANRE Matrilin-4 OS=Danio rerio OX=7955 GN=im_7137546 PE=1 SV=1, Danio_rerio_tr_M5BFV8_M5BFV8_DANRE tr|M5BFV8|M5BFV8_DANRE Collagen alpha-1_XXII_ chain precursor OS=Danio rerio OX=7955 GN=prp PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZF38_A0A8J9ZF38_BRALA tr|A0A8J9ZF38|A0A8J9ZF38_BRALA COL12A1 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL12A1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZAA6_A0A8J9ZAA6_BRALA tr|A0A8J9ZAA6|A0A8J9ZAA6_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z9Z4_A0A8J9Z9Z4_BRALA tr|A0A8J9Z9Z4|A0A8J9Z9Z4_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZFY2_A0A8J9ZFY2_BRALA tr|A0A8J9ZFY2|A0A8J9ZFY2_BRALA MATN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZE69_A0A8J9ZE69_BRALA tr|A0A8J9ZE69|A0A8J9ZE69_BRALA MATN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZJA7_A0A8J9ZJA7_BRALA tr|A0A8J9ZJA7|A0A8J9ZJA7_BRALA COL6A3 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL6A3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AAB0_A0A8K0AAB0_BRALA tr|A0A8K0AAB0|A0A8K0AAB0_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1
OG0000004	Danio_rerio_tr_F1QAB3_F1QAB3_DANRE tr|F1QAB3|F1QAB3_DANRE Collagen type XXVIII alpha 1 a precursor OS=Danio rerio OX=7955 GN=si_dkey-211m23.2 PE=1 SV=1, Danio_rerio_tr_C0H5W1_C0H5W1_DANRE tr|C0H5W1|C0H5W1_DANRE Collagen alpha-1_XXVIII_ chain isoform X1 _Fragment_ OS=Danio rerio OX=7955 GN=col28a1 PE=1 SV=1, Danio_rerio_tr_A0A060Q6E4_A0A060Q6E4_DANRE tr|A0A060Q6E4|A0A060Q6E4_DANRE Collagen type XXVIII alpha 1 b OS=Danio rerio OX=7955 GN=col28a1d PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9W6W7_A0A8J9W6W7_BRALA tr|A0A8J9W6W7|A0A8J9W6W7_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YND4_A0A8J9YND4_BRALA tr|A0A8J9YND4|A0A8J9YND4_BRALA COL22A1 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL22A1 PE=4 SV=1
OG0000006	Danio_rerio_tr_E7F8X0_E7F8X0_DANRE tr|E7F8X0|E7F8X0_DANRE Sushi repeat-containing protein SRPX2 isoform X1 OS=Danio rerio OX=7955 GN=srpx2 PE=4 SV=1, Danio_rerio_tr_Q58ED3_Q58ED3_DANRE tr|Q58ED3|Q58ED3_DANRE Sushi repeat-containing protein SRPX precursor OS=Danio rerio OX=7955 GN=sprx PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0A4G5_A0A8K0A4G5_BRALA tr|A0A8K0A4G5|A0A8K0A4G5_BRALA NOTCH1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EWG8_A0A8K0EWG8_BRALA tr|A0A8K0EWG8|A0A8K0EWG8_BRALA NOTCH1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EZM1_A0A8K0EZM1_BRALA tr|A0A8K0EZM1|A0A8K0EZM1_BRALA NOTCH1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AA71_A0A8K0AA71_BRALA tr|A0A8K0AA71|A0A8K0AA71_BRALA SVEP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SVEP1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F053_A0A8K0F053_BRALA tr|A0A8K0F053|A0A8K0F053_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A790_A0A8K0A790_BRALA tr|A0A8K0A790|A0A8K0A790_BRALA SELP protein OS=Branchiostoma lanceolatum OX=7740 GN=SELP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A6T7_A0A8K0A6T7_BRALA tr|A0A8K0A6T7|A0A8K0A6T7_BRALA SVEP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SVEP1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A5Q2_A0A8K0A5Q2_BRALA tr|A0A8K0A5Q2|A0A8K0A5Q2_BRALA SVEP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SVEP1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EWT9_A0A8K0EWT9_BRALA tr|A0A8K0EWT9|A0A8K0EWT9_BRALA SELP protein OS=Branchiostoma lanceolatum OX=7740 GN=SELP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AFE0_A0A8K0AFE0_BRALA tr|A0A8K0AFE0|A0A8K0AFE0_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AFJ8_A0A8K0AFJ8_BRALA tr|A0A8K0AFJ8|A0A8K0AFJ8_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1
OG0000007	Danio_rerio_tr_Q7T3H4_Q7T3H4_DANRE tr|Q7T3H4|Q7T3H4_DANRE Growth arrest-specific 6 OS=Danio rerio OX=7955 GN=fj34a12 PE=2 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZJZ3_A0A8J9ZJZ3_BRALA tr|A0A8J9ZJZ3|A0A8J9ZJZ3_BRALA MEGF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=MEGF10 PE=4 SV=1
OG0000007	Danio_rerio_tr_E7F2S5_E7F2S5_DANRE tr|E7F2S5|E7F2S5_DANRE Sushi_ nidogen and EGF-like domain-containing protein 1 isoform X1 OS=Danio rerio OX=7955 GN=sned1 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZF89_A0A8J9ZF89_BRALA tr|A0A8J9ZF89|A0A8J9ZF89_BRALA chitinase OS=Branchiostoma lanceolatum OX=7740 GN=SNED1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZGZ8_A0A8J9ZGZ8_BRALA tr|A0A8J9ZGZ8|A0A8J9ZGZ8_BRALA chitinase OS=Branchiostoma lanceolatum OX=7740 GN=SNED1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZH11_A0A8J9ZH11_BRALA tr|A0A8J9ZH11|A0A8J9ZH11_BRALA chitinase OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH1 PE=4 SV=1
