Orthogroup	Insecta_Diptera_Drosophila_melanogaster	Platyhelminthes_Tricladida_Schmidtea_mediterranea
OG0000013	Drosophila_melanogaster_sp_P28466_WNT5_DROME sp|P28466|WNT5_DROME Protein Wnt-5 OS=Drosophila melanogaster OX=7227 GN=Wnt5 PE=1 SV=2, Drosophila_melanogaster_tr_X2JL29_X2JL29_DROME tr|X2JL29|X2JL29_DROME Protein Wnt OS=Drosophila melanogaster OX=7227 GN=Wnt5 PE=3 SV=1, Drosophila_melanogaster_tr_Q2XY20_Q2XY20_DROME tr|Q2XY20|Q2XY20_DROME Protein Wnt _Fragment_ OS=Drosophila melanogaster OX=7227 GN=Wnt5 PE=3 SV=1	Schmidtea_mediterranea_maker-scaffold19449-augustus-gene-0.32-mRNA-1 maker-scaffold19449-augustus-gene-0.32-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0|0|0.5|0|0|2|0|137
OG0000013	Drosophila_melanogaster_sp_P28465_WNT2_DROME sp|P28465|WNT2_DROME Protein Wnt-2 OS=Drosophila melanogaster OX=7227 GN=Wnt2 PE=2 SV=2, Drosophila_melanogaster_tr_A0A0B4LFY4_A0A0B4LFY4_DROME tr|A0A0B4LFY4|A0A0B4LFY4_DROME Protein Wnt OS=Drosophila melanogaster OX=7227 GN=Wnt2 PE=3 SV=1	Schmidtea_mediterranea_maker-scaffold5858-augustus-gene-1.57-mRNA-1 maker-scaffold5858-augustus-gene-1.57-mRNA-1 protein AED_0.19 eAED_0.19 QI_722|0.83|0.85|0.85|0.16|0.71|7|0|346
OG0000014	Drosophila_melanogaster_tr_A0A0B4KHK4_A0A0B4KHK4_DROME tr|A0A0B4KHK4|A0A0B4KHK4_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform C OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=4 SV=1, Drosophila_melanogaster_tr_Q7KSH7_Q7KSH7_DROME tr|Q7KSH7|Q7KSH7_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform E OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=4 SV=1, Drosophila_melanogaster_tr_Q8SXB0_Q8SXB0_DROME tr|Q8SXB0|Q8SXB0_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform B OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=2 SV=1	Schmidtea_mediterranea_maker-scaffold35401-snap-gene-0.54-mRNA-1 maker-scaffold35401-snap-gene-0.54-mRNA-1 protein AED_0.10 eAED_0.10 QI_27|0.84|0.84|1|0.36|0.65|26|101|1154
OG0000019	Drosophila_melanogaster_tr_Q9XZ62_Q9XZ62_DROME tr|Q9XZ62|Q9XZ62_DROME Myoglianin OS=Drosophila melanogaster OX=7227 GN=myo PE=2 SV=1, Drosophila_melanogaster_tr_Q9V4F4_Q9V4F4_DROME tr|Q9V4F4|Q9V4F4_DROME LD29161p OS=Drosophila melanogaster OX=7227 GN=myo PE=2 SV=1, Drosophila_melanogaster_sp_O61643_INHB_DROME sp|O61643|INHB_DROME Inhibin beta chain OS=Drosophila melanogaster OX=7227 GN=Actbeta PE=1 SV=2, Drosophila_melanogaster_tr_Q9VQG9_Q9VQG9_DROME tr|Q9VQG9|Q9VQG9_DROME Dawdle_ isoform A OS=Drosophila melanogaster OX=7227 GN=daw PE=2 SV=1	Schmidtea_mediterranea_maker-scaffold6043-augustus-gene-0.26-mRNA-1 maker-scaffold6043-augustus-gene-0.26-mRNA-1 protein AED_0.00 eAED_0.00 QI_219|1|1|1|0.33|0.75|4|544|374, Schmidtea_mediterranea_maker-scaffold8614-snap-gene-1.51-mRNA-1 maker-scaffold8614-snap-gene-1.51-mRNA-1 protein AED_0.33 eAED_0.34 QI_0|0.66|0.75|1|0|0.25|4|201|247
OG0000019	Drosophila_melanogaster_tr_X2JB15_X2JB15_DROME tr|X2JB15|X2JB15_DROME Screw_ isoform B OS=Drosophila melanogaster OX=7227 GN=scw PE=3 SV=1, Drosophila_melanogaster_sp_P54631_SCW_DROME sp|P54631|SCW_DROME Protein screw OS=Drosophila melanogaster OX=7227 GN=scw PE=2 SV=2, Drosophila_melanogaster_sp_P27091_60A_DROME sp|P27091|60A_DROME Protein 60A OS=Drosophila melanogaster OX=7227 GN=gbb PE=1 SV=1, Drosophila_melanogaster_tr_A0A0B4LGA7_A0A0B4LGA7_DROME tr|A0A0B4LGA7|A0A0B4LGA7_DROME Glass bottom boat_ isoform B OS=Drosophila melanogaster OX=7227 GN=gbb PE=3 SV=1, Drosophila_melanogaster_sp_P07713_DECA_DROME sp|P07713|DECA_DROME Protein decapentaplegic OS=Drosophila melanogaster OX=7227 GN=dpp PE=1 SV=2	Schmidtea_mediterranea_maker-scaffold34701-augustus-gene-0.6-mRNA-1 maker-scaffold34701-augustus-gene-0.6-mRNA-1 protein AED_0.00 eAED_0.00 QI_51|1|1|1|1|1|2|116|143, Schmidtea_mediterranea_maker-scaffold4731-augustus-gene-0.23-mRNA-1 maker-scaffold4731-augustus-gene-0.23-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0.14|0.12|0.25|1|1|8|64|556, Schmidtea_mediterranea_maker-scaffold34701-augustus-gene-0.5-mRNA-1 maker-scaffold34701-augustus-gene-0.5-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.5|0.33|0.66|1|0.66|3|116|165, Schmidtea_mediterranea_maker-scaffold2542-augustus-gene-0.6-mRNA-1 maker-scaffold2542-augustus-gene-0.6-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.5|0.33|0.66|1|1|3|116|310
OG0000023	Drosophila_melanogaster_tr_Q8T3I9_Q8T3I9_DROME tr|Q8T3I9|Q8T3I9_DROME SD03917p OS=Drosophila melanogaster OX=7227 GN=Meltrin PE=2 SV=1, Drosophila_melanogaster_tr_Q86P79_Q86P79_DROME tr|Q86P79|Q86P79_DROME SD04095p _Fragment_ OS=Drosophila melanogaster OX=7227 GN=Meltrin PE=2 SV=1, Drosophila_melanogaster_tr_Q400M8_Q400M8_DROME tr|Q400M8|Q400M8_DROME Meltrin_ isoform D OS=Drosophila melanogaster OX=7227 GN=Meltrin PE=1 SV=2, Drosophila_melanogaster_tr_Q6QU65_Q6QU65_DROME tr|Q6QU65|Q6QU65_DROME ADAM metalloprotease OS=Drosophila melanogaster OX=7227 GN=Meltrin PE=1 SV=1	Schmidtea_mediterranea_augustus_masked-scaffold759-processed-gene-0.9-mRNA-1 augustus_masked-scaffold759-processed-gene-0.9-mRNA-1 protein AED_0.05 eAED_0.05 QI_283|0.94|0.95|1|0.47|0.65|20|2100|689, Schmidtea_mediterranea_maker-scaffold2177-snap-gene-0.34-mRNA-1 maker-scaffold2177-snap-gene-0.34-mRNA-1 protein AED_0.17 eAED_0.17 QI_75|0.63|0.66|1|0|0.33|12|42|450, Schmidtea_mediterranea_maker-scaffold46917-snap-gene-0.2-mRNA-1 maker-scaffold46917-snap-gene-0.2-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0|0|0.66|0|0|3|0|172
OG0000028	Drosophila_melanogaster_tr_O18407_O18407_DROME tr|O18407|O18407_DROME Collagen type IV alpha 2 OS=Drosophila melanogaster OX=7227 GN=vkg PE=2 SV=1, Drosophila_melanogaster_tr_Q9VMV5_Q9VMV5_DROME tr|Q9VMV5|Q9VMV5_DROME Viking_ isoform A OS=Drosophila melanogaster OX=7227 GN=vkg PE=1 SV=1, Drosophila_melanogaster_sp_P08120_CO4A1_DROME sp|P08120|CO4A1_DROME Collagen alpha-1_IV_ chain OS=Drosophila melanogaster OX=7227 GN=Col4a1 PE=1 SV=3	Schmidtea_mediterranea_maker-scaffold11455-augustus-gene-0.21-mRNA-1 maker-scaffold11455-augustus-gene-0.21-mRNA-1 protein AED_0.05 eAED_0.08 QI_0|0|0|1|1|1|2|0|135, Schmidtea_mediterranea_maker-scaffold17765-snap-gene-0.7-mRNA-1 maker-scaffold17765-snap-gene-0.7-mRNA-1 protein AED_0.08 eAED_0.08 QI_46|0.92|0.89|0.96|0.96|0.96|29|0|1699, Schmidtea_mediterranea_maker-scaffold7038-augustus-gene-0.53-mRNA-1 maker-scaffold7038-augustus-gene-0.53-mRNA-1 protein AED_0.08 eAED_0.08 QI_168|0.93|0.86|1|1|1|30|0|2199, Schmidtea_mediterranea_maker-scaffold1323-snap-gene-0.42-mRNA-1 maker-scaffold1323-snap-gene-0.42-mRNA-1 protein AED_0.11 eAED_0.13 QI_0|0.91|0.88|1|0.88|0.94|36|391|2129, Schmidtea_mediterranea_maker-scaffold32825-augustus-gene-0.19-mRNA-1 maker-scaffold32825-augustus-gene-0.19-mRNA-1 protein AED_0.05 eAED_0.05 QI_61|0.92|0.96|0.96|0.96|0.96|27|28|1813
OG0000030	Drosophila_melanogaster_sp_Q9VAC5_ADA17_DROME sp|Q9VAC5|ADA17_DROME ADAM 17-like protease OS=Drosophila melanogaster OX=7227 GN=Tace PE=2 SV=2	Schmidtea_mediterranea_maker-scaffold6061-augustus-gene-1.43-mRNA-1 maker-scaffold6061-augustus-gene-1.43-mRNA-1 protein AED_0.27 eAED_0.28 QI_0|0.64|0.61|0.94|0.58|0.88|18|137|784
OG0000030	Drosophila_melanogaster_tr_Q9VAI2_Q9VAI2_DROME tr|Q9VAI2|Q9VAI2_DROME Kuzbanian-like_ isoform A OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_A0A0B4LHU2_A0A0B4LHU2_DROME tr|A0A0B4LHU2|A0A0B4LHU2_DROME Kuzbanian-like_ isoform C OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_Q59DZ3_Q59DZ3_DROME tr|Q59DZ3|Q59DZ3_DROME FI21209p1 OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_A8DZ03_A8DZ03_DROME tr|A8DZ03|A8DZ03_DROME Kuzbanian_ isoform G OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_A8DZ02_A8DZ02_DROME tr|A8DZ02|A8DZ02_DROME Kuzbanian_ isoform F OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_Q9VJW9_Q9VJW9_DROME tr|Q9VJW9|Q9VJW9_DROME Kuzbanian_ isoform A OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_Q94902_Q94902_DROME tr|Q94902|Q94902_DROME Kuzbanian OS=Drosophila melanogaster OX=7227 GN=kuz PE=2 SV=1	Schmidtea_mediterranea_maker-scaffold4771-augustus-gene-0.17-mRNA-1 maker-scaffold4771-augustus-gene-0.17-mRNA-1 protein AED_0.15 eAED_0.19 QI_0|0|0|0.83|0.8|1|6|0|430
OG0000047	Drosophila_melanogaster_tr_X2J8E8_X2J8E8_DROME tr|X2J8E8|X2J8E8_DROME Lethal _2_ 34Fc_ isoform B OS=Drosophila melanogaster OX=7227 GN=l_2_34Fc PE=4 SV=1, Drosophila_melanogaster_sp_Q9V3Y3_DFP_DROME sp|Q9V3Y3|DFP_DROME Defense protein l_2_34Fc OS=Drosophila melanogaster OX=7227 GN=l_2_34Fc PE=2 SV=1	Schmidtea_mediterranea_maker-scaffold497-augustus-gene-0.36-mRNA-1 maker-scaffold497-augustus-gene-0.36-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.71|0.8|0.86|0.35|0.53|15|149|652
OG0000070	Drosophila_melanogaster_sp_Q9VZZ4_PXDN_DROME sp|Q9VZZ4|PXDN_DROME Peroxidasin OS=Drosophila melanogaster OX=7227 GN=Pxn PE=1 SV=1	Schmidtea_mediterranea_maker-scaffold5478-snap-gene-0.30-mRNA-1 maker-scaffold5478-snap-gene-0.30-mRNA-1 protein AED_0.23 eAED_0.24 QI_0|0.2|0|1|0.2|0.16|6|0|1775
OG0000074	Drosophila_melanogaster_sp_P24014_SLIT_DROME sp|P24014|SLIT_DROME Protein slit OS=Drosophila melanogaster OX=7227 GN=sli PE=1 SV=2, Drosophila_melanogaster_tr_A0A0B4KES0_A0A0B4KES0_DROME tr|A0A0B4KES0|A0A0B4KES0_DROME Slit_ isoform F OS=Drosophila melanogaster OX=7227 GN=sli PE=4 SV=1	Schmidtea_mediterranea_maker-scaffold388-augustus-gene-4.45-mRNA-1 maker-scaffold388-augustus-gene-4.45-mRNA-1 protein AED_0.03 eAED_0.03 QI_1337|1|1|1|0.30|0.40|27|353|1205
