Orthogroup	Insecta_Diptera_Drosophila_melanogaster	Placozoa_Trichoplacidae_Tricoplax_adhaerens
OG0000012	Drosophila_melanogaster_tr_Q9U5D0_Q9U5D0_DROME tr|Q9U5D0|Q9U5D0_DROME Hemolectin OS=Drosophila melanogaster OX=7227 GN=Hml PE=2 SV=1, Drosophila_melanogaster_tr_Q9VU94_Q9VU94_DROME tr|Q9VU94|Q9VU94_DROME Hemolectin_ isoform A OS=Drosophila melanogaster OX=7227 GN=Hml PE=1 SV=2, Drosophila_melanogaster_tr_M9PCE5_M9PCE5_DROME tr|M9PCE5|M9PCE5_DROME Hemolectin_ isoform B OS=Drosophila melanogaster OX=7227 GN=Hml PE=1 SV=1, Drosophila_melanogaster_tr_Q8MS79_Q8MS79_DROME tr|Q8MS79|Q8MS79_DROME LP05709p OS=Drosophila melanogaster OX=7227 GN=Hml PE=2 SV=1	Tricoplax_adhaerens_tr_B3RQT5_B3RQT5_TRIAD tr_B3RQT5_B3RQT5_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_21952 PE=4 SV=1
OG0000012	Drosophila_melanogaster_tr_Q9W2H2_Q9W2H2_DROME tr|Q9W2H2|Q9W2H2_DROME Crossveinless 2 OS=Drosophila melanogaster OX=7227 GN=cv-2 PE=2 SV=2, Drosophila_melanogaster_tr_Q9GYX3_Q9GYX3_DROME tr|Q9GYX3|Q9GYX3_DROME Crossveinless 2 OS=Drosophila melanogaster OX=7227 GN=cv-2 PE=2 SV=2	Tricoplax_adhaerens_tr_B3RRG7_B3RRG7_TRIAD tr_B3RRG7_B3RRG7_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_54231 PE=4 SV=1
OG0000013	Drosophila_melanogaster_sp_Q9VFX1_WNT8_DROME sp|Q9VFX1|WNT8_DROME Wnt inhibitor of Dorsal protein OS=Drosophila melanogaster OX=7227 GN=wntD PE=1 SV=2	Tricoplax_adhaerens_tr_B3RIQ5_B3RIQ5_TRIAD tr_B3RIQ5_B3RIQ5_TRIAD Protein Wnt OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52489 PE=3 SV=1
OG0000014	Drosophila_melanogaster_tr_Q8T458_Q8T458_DROME tr|Q8T458|Q8T458_DROME AT15733p OS=Drosophila melanogaster OX=7227 GN=stl PE=2 SV=1, Drosophila_melanogaster_tr_Q9W1Z6_Q9W1Z6_DROME tr|Q9W1Z6|Q9W1Z6_DROME Stall_ isoform C OS=Drosophila melanogaster OX=7227 GN=stl PE=4 SV=2, Drosophila_melanogaster_tr_Q9VKV3_Q9VKV3_DROME tr|Q9VKV3|Q9VKV3_DROME Lonely heart_ isoform A OS=Drosophila melanogaster OX=7227 GN=loh PE=4 SV=3, Drosophila_melanogaster_tr_Q8MSF8_Q8MSF8_DROME tr|Q8MSF8|Q8MSF8_DROME GM15606p OS=Drosophila melanogaster OX=7227 GN=loh PE=2 SV=1, Drosophila_melanogaster_tr_E1JHE3_E1JHE3_DROME tr|E1JHE3|E1JHE3_DROME Lonely heart_ isoform D OS=Drosophila melanogaster OX=7227 GN=loh PE=4 SV=2, Drosophila_melanogaster_tr_M9MRI1_M9MRI1_DROME tr|M9MRI1|M9MRI1_DROME Lonely heart_ isoform C OS=Drosophila melanogaster OX=7227 GN=loh PE=4 SV=1, Drosophila_melanogaster_tr_E1JHP3_E1JHP3_DROME tr|E1JHP3|E1JHP3_DROME No long nerve cord_ isoform D OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_Q0E8N3_Q0E8N3_DROME tr|Q0E8N3|Q0E8N3_DROME No long nerve cord_ isoform C OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_X2JAM1_X2JAM1_DROME tr|X2JAM1|X2JAM1_DROME No long nerve cord_ isoform G OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_Q8MRW9_Q8MRW9_DROME tr|Q8MRW9|Q8MRW9_DROME SD16815p OS=Drosophila melanogaster OX=7227 GN=nolo PE=2 SV=1, Drosophila_melanogaster_tr_Q9V9Q7_Q9V9Q7_DROME tr|Q9V9Q7|Q9V9Q7_DROME No long nerve cord_ isoform A OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=2, Drosophila_melanogaster_tr_X2JEX4_X2JEX4_DROME tr|X2JEX4|X2JEX4_DROME No long nerve cord_ isoform F OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=1, Drosophila_melanogaster_tr_Q9V9Q9_Q9V9Q9_DROME tr|Q9V9Q9|Q9V9Q9_DROME GH19218p OS=Drosophila melanogaster OX=7227 GN=nolo PE=1 SV=2, Drosophila_melanogaster_sp_Q868Z9_PPN_DROME sp|Q868Z9|PPN_DROME Papilin OS=Drosophila melanogaster OX=7227 GN=Ppn PE=1 SV=2, Drosophila_melanogaster_tr_A0A0B4KHK4_A0A0B4KHK4_DROME tr|A0A0B4KHK4|A0A0B4KHK4_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform C OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=4 SV=1, Drosophila_melanogaster_tr_Q7KSH7_Q7KSH7_DROME tr|Q7KSH7|Q7KSH7_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform E OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=4 SV=1, Drosophila_melanogaster_tr_Q8SXB0_Q8SXB0_DROME tr|Q8SXB0|Q8SXB0_DROME ADAM metallopeptidase with thrombospondin type 1 motif A_ isoform B OS=Drosophila melanogaster OX=7227 GN=AdamTS-A PE=2 SV=1, Drosophila_melanogaster_tr_Q8MRL5_Q8MRL5_DROME tr|Q8MRL5|Q8MRL5_DROME ADAM metallopeptidase with thrombospondin type 1 motif B_ isoform C OS=Drosophila melanogaster OX=7227 GN=AdamTS-B PE=2 SV=1, Drosophila_melanogaster_tr_Q9W493_Q9W493_DROME tr|Q9W493|Q9W493_DROME ADAM metallopeptidase with thrombospondin type 1 motif B_ isoform B OS=Drosophila melanogaster OX=7227 GN=AdamTS-B PE=4 SV=3	Tricoplax_adhaerens_tr_B3RJG1_B3RJG1_TRIAD tr_B3RJG1_B3RJG1_TRIAD Peptidase M12B domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52613 PE=4 SV=1
OG0000017	Drosophila_melanogaster_tr_Q8MPN6_Q8MPN6_DROME tr|Q8MPN6|Q8MPN6_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN8_Q8MPN8_DROME tr|Q8MPN8|Q8MPN8_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN7_Q8MPN7_DROME tr|Q8MPN7|Q8MPN7_DROME GH08104p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MPN5_Q8MPN5_DROME tr|Q8MPN5|Q8MPN5_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q9U1I5_Q9U1I5_DROME tr|Q9U1I5|Q9U1I5_DROME Serine protease inhibitor _Serpin-4_ OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=2 SV=1, Drosophila_melanogaster_tr_Q7K8Y3_Q7K8Y3_DROME tr|Q7K8Y3|Q7K8Y3_DROME IP16419p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q7K8Y5_Q7K8Y5_DROME tr|Q7K8Y5|Q7K8Y5_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MM39_Q8MM39_DROME tr|Q8MM39|Q8MM39_DROME RE31022p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8MM49_Q8MM49_DROME tr|Q8MM49|Q8MM49_DROME Serpin 4 OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=1 SV=1, Drosophila_melanogaster_tr_Q8T0M5_Q8T0M5_DROME tr|Q8T0M5|Q8T0M5_DROME GH21896p OS=Drosophila melanogaster OX=7227 GN=Spn42Da PE=2 SV=1, Drosophila_melanogaster_tr_Q7JV69_Q7JV69_DROME tr|Q7JV69|Q7JV69_DROME SD11922p OS=Drosophila melanogaster OX=7227 GN=Spn55B PE=1 SV=1, Drosophila_melanogaster_tr_A1Z6R4_A1Z6R4_DROME tr|A1Z6R4|A1Z6R4_DROME Serpin 42Dc_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn42Dc PE=1 SV=1, Drosophila_melanogaster_tr_Q8T3Z2_Q8T3Z2_DROME tr|Q8T3Z2|Q8T3Z2_DROME AT24862p OS=Drosophila melanogaster OX=7227 GN=Spn42Dc PE=2 SV=1, Drosophila_melanogaster_tr_Q8SZF4_Q8SZF4_DROME tr|Q8SZF4|Q8SZF4_DROME RE02548p OS=Drosophila melanogaster OX=7227 GN=Spn42De PE=2 SV=1, Drosophila_melanogaster_tr_A0A0B4K6Q4_A0A0B4K6Q4_DROME tr|A0A0B4K6Q4|A0A0B4K6Q4_DROME Serpin 42De_ isoform B OS=Drosophila melanogaster OX=7227 GN=Spn42De PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U3_Q6V6U3_DROME tr|Q6V6U3|Q6V6U3_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U5_Q6V6U5_DROME tr|Q6V6U5|Q6V6U5_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U7_Q6V6U7_DROME tr|Q6V6U7|Q6V6U7_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6V0_Q6V6V0_DROME tr|Q6V6V0|Q6V6V0_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U8_Q6V6U8_DROME tr|Q6V6U8|Q6V6U8_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U4_Q6V6U4_DROME tr|Q6V6U4|Q6V6U4_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U2_Q6V6U2_DROME tr|Q6V6U2|Q6V6U2_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U1_Q6V6U1_DROME tr|Q6V6U1|Q6V6U1_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U9_Q6V6U9_DROME tr|Q6V6U9|Q6V6U9_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q6V6U6_Q6V6U6_DROME tr|Q6V6U6|Q6V6U6_DROME Spn43Ac _Fragment_ OS=Drosophila melanogaster OX=7227 GN=nec PE=3 SV=1, Drosophila_melanogaster_tr_Q7JWX3_Q7JWX3_DROME tr|Q7JWX3|Q7JWX3_DROME GH10112p OS=Drosophila melanogaster OX=7227 GN=nec PE=1 SV=1, Drosophila_melanogaster_tr_Q9U5W7_Q9U5W7_DROME tr|Q9U5W7|Q9U5W7_DROME Serpin_ putative OS=Drosophila melanogaster OX=7227 GN=nec PE=2 SV=1, Drosophila_melanogaster_tr_Q7KA66_Q7KA66_DROME tr|Q7KA66|Q7KA66_DROME Serpin 43Aa OS=Drosophila melanogaster OX=7227 GN=Spn43Aa PE=1 SV=1, Drosophila_melanogaster_tr_Q8MQZ7_Q8MQZ7_DROME tr|Q8MQZ7|Q8MQZ7_DROME LP08647p _Fragment_ OS=Drosophila melanogaster OX=7227 GN=Spn43Aa PE=2 SV=1, Drosophila_melanogaster_tr_Q0E8V6_Q0E8V6_DROME tr|Q0E8V6|Q0E8V6_DROME Serpin 28Da OS=Drosophila melanogaster OX=7227 GN=Spn28Da PE=3 SV=1, Drosophila_melanogaster_tr_X2JAJ8_X2JAJ8_DROME tr|X2JAJ8|X2JAJ8_DROME Serpin 38F_ isoform B OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=3 SV=1, Drosophila_melanogaster_tr_Q8MSJ3_Q8MSJ3_DROME tr|Q8MSJ3|Q8MSJ3_DROME GH09216p OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VII7_Q9VII7_DROME tr|Q9VII7|Q9VII7_DROME Serpin 38F_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=3 SV=3, Drosophila_melanogaster_tr_Q9U1I6_Q9U1I6_DROME tr|Q9U1I6|Q9U1I6_DROME Serine protease inhibitor _Serpin-3_ OS=Drosophila melanogaster OX=7227 GN=Spn38F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VLQ7_Q9VLQ7_DROME tr|Q9VLQ7|Q9VLQ7_DROME Serpin 28F OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=3 SV=2, Drosophila_melanogaster_tr_Q8MSJ4_Q8MSJ4_DROME tr|Q8MSJ4|Q8MSJ4_DROME GH08778p OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=2 SV=1, Drosophila_melanogaster_tr_Q9U1I7_Q9U1I7_DROME tr|Q9U1I7|Q9U1I7_DROME Serine protease inhibitor _Serpin-2_ OS=Drosophila melanogaster OX=7227 GN=Spn28F PE=2 SV=1, Drosophila_melanogaster_tr_Q9VLZ8_Q9VLZ8_DROME tr|Q9VLZ8|Q9VLZ8_DROME Serpin 28B_ isoform A OS=Drosophila melanogaster OX=7227 GN=Spn28B PE=3 SV=2, Drosophila_melanogaster_sp_Q7YTY6_SP42D_DROME sp|Q7YTY6|SP42D_DROME Serine protease inhibitor 42Dd OS=Drosophila melanogaster OX=7227 GN=Spn42Dd PE=2 SV=1	Tricoplax_adhaerens_tr_B3S0N6_B3S0N6_TRIAD tr_B3S0N6_B3S0N6_TRIAD SERPIN domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_50363 PE=3 SV=1, Tricoplax_adhaerens_tr_B3S279_B3S279_TRIAD tr_B3S279_B3S279_TRIAD SERPIN domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_63332 PE=3 SV=1
OG0000019	Drosophila_melanogaster_sp_O61643_INHB_DROME sp|O61643|INHB_DROME Inhibin beta chain OS=Drosophila melanogaster OX=7227 GN=Actbeta PE=1 SV=2, Drosophila_melanogaster_tr_Q9VQG9_Q9VQG9_DROME tr|Q9VQG9|Q9VQG9_DROME Dawdle_ isoform A OS=Drosophila melanogaster OX=7227 GN=daw PE=2 SV=1	Tricoplax_adhaerens_tr_B3S1T4_B3S1T4_TRIAD tr_B3S1T4_B3S1T4_TRIAD TGF_BETA_2 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57877 PE=3 SV=1
OG0000019	Drosophila_melanogaster_sp_P07713_DECA_DROME sp|P07713|DECA_DROME Protein decapentaplegic OS=Drosophila melanogaster OX=7227 GN=dpp PE=1 SV=2	Tricoplax_adhaerens_tr_B3S0I2_B3S0I2_TRIAD tr_B3S0I2_B3S0I2_TRIAD TGF_BETA_2 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57057 PE=3 SV=1
OG0000021	Drosophila_melanogaster_sp_A1Z877_NDG_DROME sp|A1Z877|NDG_DROME Nidogen OS=Drosophila melanogaster OX=7227 GN=Ndg PE=1 SV=1	Tricoplax_adhaerens_tr_B3S0C6_B3S0C6_TRIAD tr_B3S0C6_B3S0C6_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57765 PE=4 SV=1
OG0000022	Drosophila_melanogaster_sp_Q9VXG4_ANX11_DROME sp|Q9VXG4|ANX11_DROME Annexin B11 OS=Drosophila melanogaster OX=7227 GN=AnxB11 PE=2 SV=2, Drosophila_melanogaster_tr_A0A0B4KH34_A0A0B4KH34_DROME tr|A0A0B4KH34|A0A0B4KH34_DROME Annexin OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=1, Drosophila_melanogaster_sp_P22464_ANXB9_DROME sp|P22464|ANXB9_DROME Annexin B9 OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=2, Drosophila_melanogaster_sp_P22465_ANX10_DROME sp|P22465|ANX10_DROME Annexin B10 OS=Drosophila melanogaster OX=7227 GN=AnxB10 PE=2 SV=3	Tricoplax_adhaerens_tr_B3RPM7_B3RPM7_TRIAD tr_B3RPM7_B3RPM7_TRIAD Annexin OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53595 PE=3 SV=1
OG0000023	Drosophila_melanogaster_tr_B7Z0Y2_B7Z0Y2_DROME tr|B7Z0Y2|B7Z0Y2_DROME Mind-meld_ isoform D OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_Q9VXL1_Q9VXL1_DROME tr|Q9VXL1|Q9VXL1_DROME Mind-meld_ isoform F OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=6, Drosophila_melanogaster_tr_X2JE21_X2JE21_DROME tr|X2JE21|X2JE21_DROME Mind-meld_ isoform J OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9PER2_M9PER2_DROME tr|M9PER2|M9PER2_DROME Mind-meld_ isoform H OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9PH86_M9PH86_DROME tr|M9PH86|M9PH86_DROME Mind-meld_ isoform I OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9NDY9_M9NDY9_DROME tr|M9NDY9|M9NDY9_DROME Mind-meld_ isoform G OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9NH46_M9NH46_DROME tr|M9NH46|M9NH46_DROME Mind-meld_ isoform E OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_Q7KUY7_Q7KUY7_DROME tr|Q7KUY7|Q7KUY7_DROME Mind-meld_ isoform B OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=2, Drosophila_melanogaster_tr_Q9GZ15_Q9GZ15_DROME tr|Q9GZ15|Q9GZ15_DROME MIND-MELD _Fragment_ OS=Drosophila melanogaster OX=7227 GN=mmd PE=2 SV=1	Tricoplax_adhaerens_tr_B3SAV4_B3SAV4_TRIAD tr_B3SAV4_B3SAV4_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_64349 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAV3_B3SAV3_TRIAD tr_B3SAV3_B3SAV3_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_32380 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAV2_B3SAV2_TRIAD tr_B3SAV2_B3SAV2_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_32362 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAV6_B3SAV6_TRIAD tr_B3SAV6_B3SAV6_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_32445 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAV5_B3SAV5_TRIAD tr_B3SAV5_B3SAV5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61393 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SAW2_B3SAW2_TRIAD tr_B3SAW2_B3SAW2_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_32386 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RIV5_B3RIV5_TRIAD tr_B3RIV5_B3RIV5_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_1282 PE=4 SV=1
OG0000028	Drosophila_melanogaster_tr_O18407_O18407_DROME tr|O18407|O18407_DROME Collagen type IV alpha 2 OS=Drosophila melanogaster OX=7227 GN=vkg PE=2 SV=1, Drosophila_melanogaster_tr_Q9VMV5_Q9VMV5_DROME tr|Q9VMV5|Q9VMV5_DROME Viking_ isoform A OS=Drosophila melanogaster OX=7227 GN=vkg PE=1 SV=1, Drosophila_melanogaster_sp_P08120_CO4A1_DROME sp|P08120|CO4A1_DROME Collagen alpha-1_IV_ chain OS=Drosophila melanogaster OX=7227 GN=Col4a1 PE=1 SV=3	Tricoplax_adhaerens_tr_B3S7P7_B3S7P7_TRIAD tr_B3S7P7_B3S7P7_TRIAD Collagen IV NC1 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_30529 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S7P5_B3S7P5_TRIAD tr_B3S7P5_B3S7P5_TRIAD Collagen IV NC1 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_60245 PE=4 SV=1
OG0000030	Drosophila_melanogaster_sp_Q9VAC5_ADA17_DROME sp|Q9VAC5|ADA17_DROME ADAM 17-like protease OS=Drosophila melanogaster OX=7227 GN=Tace PE=2 SV=2	Tricoplax_adhaerens_tr_B3S467_B3S467_TRIAD tr_B3S467_B3S467_TRIAD Peptidase M12B domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_58971 PE=4 SV=1
OG0000030	Drosophila_melanogaster_tr_Q9VAI2_Q9VAI2_DROME tr|Q9VAI2|Q9VAI2_DROME Kuzbanian-like_ isoform A OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_A0A0B4LHU2_A0A0B4LHU2_DROME tr|A0A0B4LHU2|A0A0B4LHU2_DROME Kuzbanian-like_ isoform C OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_Q59DZ3_Q59DZ3_DROME tr|Q59DZ3|Q59DZ3_DROME FI21209p1 OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_A8DZ03_A8DZ03_DROME tr|A8DZ03|A8DZ03_DROME Kuzbanian_ isoform G OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_A8DZ02_A8DZ02_DROME tr|A8DZ02|A8DZ02_DROME Kuzbanian_ isoform F OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_Q9VJW9_Q9VJW9_DROME tr|Q9VJW9|Q9VJW9_DROME Kuzbanian_ isoform A OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_Q94902_Q94902_DROME tr|Q94902|Q94902_DROME Kuzbanian OS=Drosophila melanogaster OX=7227 GN=kuz PE=2 SV=1	Tricoplax_adhaerens_tr_B3RL71_B3RL71_TRIAD tr_B3RL71_B3RL71_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_19172 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RJM6_B3RJM6_TRIAD tr_B3RJM6_B3RJM6_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_19354 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RJQ4_B3RJQ4_TRIAD tr_B3RJQ4_B3RJQ4_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51548 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RMA9_B3RMA9_TRIAD tr_B3RMA9_B3RMA9_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52298 PE=4 SV=1
OG0000034	Drosophila_melanogaster_tr_Q9VLT6_Q9VLT6_DROME tr|Q9VLT6|Q9VLT6_DROME Multiple EGF like domains 8_ isoform B OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=4 SV=4, Drosophila_melanogaster_tr_X2J9V1_X2J9V1_DROME tr|X2J9V1|X2J9V1_DROME Multiple EGF like domains 8_ isoform C OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=4 SV=1, Drosophila_melanogaster_tr_Q8T0D8_Q8T0D8_DROME tr|Q8T0D8|Q8T0D8_DROME LD09511p OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=2 SV=1	Tricoplax_adhaerens_tr_B3RTL8_B3RTL8_TRIAD tr_B3RTL8_B3RTL8_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_55971 PE=4 SV=1
OG0000049	Drosophila_melanogaster_tr_Q9V491_Q9V491_DROME tr|Q9V491|Q9V491_DROME Plexin A_ isoform A OS=Drosophila melanogaster OX=7227 GN=PlexA PE=1 SV=1, Drosophila_melanogaster_tr_Q7YU07_Q7YU07_DROME tr|Q7YU07|Q7YU07_DROME LD15833p OS=Drosophila melanogaster OX=7227 GN=PlexA PE=2 SV=1, Drosophila_melanogaster_tr_Q0KIF1_Q0KIF1_DROME tr|Q0KIF1|Q0KIF1_DROME Plexin A_ isoform B OS=Drosophila melanogaster OX=7227 GN=PlexA PE=1 SV=1, Drosophila_melanogaster_tr_O96681_O96681_DROME tr|O96681|O96681_DROME Plexin A OS=Drosophila melanogaster OX=7227 GN=PlexA PE=2 SV=1, Drosophila_melanogaster_tr_H9XVP3_H9XVP3_DROME tr|H9XVP3|H9XVP3_DROME Plexin A_ isoform F OS=Drosophila melanogaster OX=7227 GN=PlexA PE=1 SV=1, Drosophila_melanogaster_sp_Q9V4A7_PLXB_DROME sp|Q9V4A7|PLXB_DROME Plexin-B OS=Drosophila melanogaster OX=7227 GN=PlexB PE=1 SV=2, Drosophila_melanogaster_tr_H9XVL5_H9XVL5_DROME tr|H9XVL5|H9XVL5_DROME Plexin B_ isoform B OS=Drosophila melanogaster OX=7227 GN=PlexB PE=3 SV=1	Tricoplax_adhaerens_tr_B3RWZ7_B3RWZ7_TRIAD tr_B3RWZ7_B3RWZ7_TRIAD Sema domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56941 PE=3 SV=1, Tricoplax_adhaerens_tr_B3RWZ9_B3RWZ9_TRIAD tr_B3RWZ9_B3RWZ9_TRIAD Sema domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56943 PE=3 SV=1
