HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N25.HOG0000010	OG0000000	n891								Danio_rerio_tr_Q5KQT8_Q5KQT8_DANRE tr|Q5KQT8|Q5KQT8_DANRE Angiopoietin-like 6 OS=Danio rerio OX=7955 GN=Angptl6 PE=2 SV=1, Danio_rerio_tr_F1R2V2_F1R2V2_DANRE tr|F1R2V2|F1R2V2_DANRE Angiopoietin-like 6 OS=Danio rerio OX=7955 GN=cb242 PE=4 SV=1																								
N25.HOG0000011	OG0000000	n902						XP_005208819.1 angiopoietin-related protein 6 isoform X1 [Bos taurus]			Homo_sapiens_sp_Q8NI99_ANGL6_HUMAN sp|Q8NI99|ANGL6_HUMAN Angiopoietin-related protein 6 OS=Homo sapiens OX=9606 GN=ANGPTL6 PE=1 SV=1	Mus_musculus_sp_Q8R0Z6_ANGL6_MOUSE sp_Q8R0Z6_ANGL6_MOUSE Angiopoietin-related protein 6 OS=Mus musculus OX=10090 GN=Angptl6 PE=2 SV=1																						
N25.HOG0000012	OG0000000	n904						sp|Q5EA66.1|ANGL7_BOVIN RecName_ Full=Angiopoietin-related protein 7; AltName_ Full=Angiopoietin-like protein 7; Flags_ Precursor	Coturnix_japonica_XP_015737920.1 angiopoietin-related protein 7 isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q5XJQ0_Q5XJQ0_DANRE tr|Q5XJQ0|Q5XJQ0_DANRE Angiopoietin-like 7 OS=Danio rerio OX=7955 GN=zgc_101687 PE=2 SV=1		Mus_musculus_sp_Q8R1Q3_ANGL7_MOUSE sp_Q8R1Q3_ANGL7_MOUSE Angiopoietin-related protein 7 OS=Mus musculus OX=10090 GN=Angptl7 PE=2 SV=1																						
N25.HOG0000013	OG0000000	n921						sp|Q24K15.1|ANGP4_BOVIN RecName_ Full=Angiopoietin-4; Short=ANG-4; Flags_ Precursor	Coturnix_japonica_XP_015737426.1 angiopoietin-4 [Coturnix japonica]	Danio_rerio_tr_X1WC45_X1WC45_DANRE tr|X1WC45|X1WC45_DANRE Angiopoietin 4 OS=Danio rerio OX=7955 GN=angpt4 PE=4 SV=1	Homo_sapiens_sp_Q9Y264_ANGP4_HUMAN sp|Q9Y264|ANGP4_HUMAN Angiopoietin-4 OS=Homo sapiens OX=9606 GN=ANGPT4 PE=1 SV=1	Mus_musculus_sp_Q9WVH6_ANGP4_MOUSE sp_Q9WVH6_ANGP4_MOUSE Angiopoietin-4 OS=Mus musculus OX=10090 GN=Angpt4 PE=1 SV=1																						
N25.HOG0000014	OG0000000	n927						sp|O77802.3|ANGP2_BOVIN RecName_ Full=Angiopoietin-2; Short=ANG-2; Flags_ Precursor	Coturnix_japonica_XP_015714782.1 angiopoietin-2 isoform X2 [Coturnix japonica]	Danio_rerio_tr_I6Z0F9_I6Z0F9_DANRE tr|I6Z0F9|I6Z0F9_DANRE Angiopoietin 2-like protein OS=Danio rerio OX=7955 GN=ang2-1 PE=2 SV=1		Mus_musculus_sp_O35608_ANGP2_MOUSE sp_O35608_ANGP2_MOUSE Angiopoietin-2 OS=Mus musculus OX=10090 GN=Angpt2 PE=2 SV=2																						
N25.HOG0000015	OG0000000	n930						XP_059749109.1 angiopoietin-1 isoform X1 [Bos taurus]	Coturnix_japonica_XP_015711648.1 angiopoietin-1 [Coturnix japonica]	Danio_rerio_tr_Q90Z19_Q90Z19_DANRE tr|Q90Z19|Q90Z19_DANRE Angiopoietin-1 OS=Danio rerio OX=7955 GN=ang1 PE=2 SV=1	Homo_sapiens_sp_Q15389_ANGP1_HUMAN sp|Q15389|ANGP1_HUMAN Angiopoietin-1 OS=Homo sapiens OX=9606 GN=ANGPT1 PE=1 SV=2	Mus_musculus_sp_O08538_ANGP1_MOUSE sp_O08538_ANGP1_MOUSE Angiopoietin-1 OS=Mus musculus OX=10090 GN=Angpt1 PE=1 SV=2																						
N25.HOG0000016	OG0000000	n1061						NP_001073814.1 angiopoietin-related protein 3 precursor [Bos taurus]	Coturnix_japonica_XP_015741945.1 angiopoietin-related protein 4 [Coturnix japonica], Coturnix_japonica_XP_015726184.1 angiopoietin-related protein 3 [Coturnix japonica]	Danio_rerio_tr_A0A8N7UZN6_A0A8N7UZN6_DANRE tr|A0A8N7UZN6|A0A8N7UZN6_DANRE Angiopoietin-like 3 OS=Danio rerio OX=7955 GN=fb60e11 PE=4 SV=1	Homo_sapiens_sp_Q9BY76_ANGL4_HUMAN sp|Q9BY76|ANGL4_HUMAN Angiopoietin-related protein 4 OS=Homo sapiens OX=9606 GN=ANGPTL4 PE=1 SV=2, Homo_sapiens_sp_Q9Y5C1_ANGL3_HUMAN sp|Q9Y5C1|ANGL3_HUMAN Angiopoietin-related protein 3 OS=Homo sapiens OX=9606 GN=ANGPTL3 PE=1 SV=1	Mus_musculus_sp_Q9Z1P8_ANGL4_MOUSE sp_Q9Z1P8_ANGL4_MOUSE Angiopoietin-related protein 4 OS=Mus musculus OX=10090 GN=Angptl4 PE=1 SV=1, Mus_musculus_sp_Q9R182_ANGL3_MOUSE sp_Q9R182_ANGL3_MOUSE Angiopoietin-related protein 3 OS=Mus musculus OX=10090 GN=Angptl3 PE=1 SV=1																						
N25.HOG0000017	OG0000000	n1133						NP_001121541.1 angiopoietin-related protein 5 precursor [Bos taurus]	Coturnix_japonica_XP_015707743.1 angiopoietin-related protein 5 [Coturnix japonica]	Danio_rerio_tr_F1QUC4_F1QUC4_DANRE tr|F1QUC4|F1QUC4_DANRE Angiopoietin-like 5 OS=Danio rerio OX=7955 GN=angptl5 PE=4 SV=1																								
N25.HOG0000018	OG0000000	n1142						sp|Q29RY7.1|FGL2_BOVIN RecName_ Full=Fibroleukin; AltName_ Full=Fibrinogen-like protein 2; Flags_ Precursor	Coturnix_japonica_XP_015738452.1 fibroleukin [Coturnix japonica]		Homo_sapiens_sp_Q14314_FGL2_HUMAN sp|Q14314|FGL2_HUMAN Fibroleukin OS=Homo sapiens OX=9606 GN=FGL2 PE=1 SV=1	Mus_musculus_sp_P12804_FGL2_MOUSE sp_P12804_FGL2_MOUSE Fibroleukin OS=Mus musculus OX=10090 GN=Fgl2 PE=1 SV=1																						
N25.HOG0000019	OG0000000	n1146								Danio_rerio_tr_K7DY96_K7DY96_DANRE tr|K7DY96|K7DY96_DANRE Fibrinogen-like 2b OS=Danio rerio OX=7955 GN=fgl2b PE=4 SV=1																								
N25.HOG0000020	OG0000000	n1150								Danio_rerio_tr_Q5TYU3_Q5TYU3_DANRE tr|Q5TYU3|Q5TYU3_DANRE Fibrinogen-like 2 OS=Danio rerio OX=7955 GN=fgl2 PE=1 SV=1																								
N25.HOG0000021	OG0000000	n1218						NP_777128.1 tenascin-X precursor [Bos taurus]	Coturnix_japonica_XP_015734076.1 PREDICTED_ tenascin-X [Coturnix japonica]		Homo_sapiens_sp_P22105_TENX_HUMAN sp|P22105|TENX_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=5																							
N25.HOG0000022	OG0000001	n33						XP_059731805.1 laminin subunit gamma-2 isoform X1 [Bos taurus]	Coturnix_japonica_XP_015725071.1 laminin subunit gamma-2 [Coturnix japonica]		Homo_sapiens_sp_Q13753_LAMC2_HUMAN sp|Q13753|LAMC2_HUMAN Laminin subunit gamma-2 OS=Homo sapiens OX=9606 GN=LAMC2 PE=1 SV=2	Mus_musculus_sp_Q61092_LAMC2_MOUSE sp_Q61092_LAMC2_MOUSE Laminin subunit gamma-2 OS=Mus musculus OX=10090 GN=Lamc2 PE=1 SV=2																						
N25.HOG0000023	OG0000001	n58						XP_010803496.1 netrin-4 isoform X2 [Bos taurus]	Coturnix_japonica_XP_015714020.1 netrin-4 isoform X2 [Coturnix japonica]	Danio_rerio_tr_A0A0R4IFE9_A0A0R4IFE9_DANRE tr|A0A0R4IFE9|A0A0R4IFE9_DANRE Netrin 4 OS=Danio rerio OX=7955 GN=ntn4 PE=4 SV=1, Danio_rerio_tr_Q32SK8_Q32SK8_DANRE tr|Q32SK8|Q32SK8_DANRE Netrin 4 OS=Danio rerio OX=7955 GN=ntn4 PE=2 SV=1	Homo_sapiens_sp_Q9HB63_NET4_HUMAN sp|Q9HB63|NET4_HUMAN Netrin-4 OS=Homo sapiens OX=9606 GN=NTN4 PE=1 SV=2	Mus_musculus_sp_Q9JI33_NET4_MOUSE sp_Q9JI33_NET4_MOUSE Netrin-4 OS=Mus musculus OX=10090 GN=Ntn4 PE=1 SV=2																						
N25.HOG0000024	OG0000001	n67						XP_059731406.1 laminin subunit beta-3 isoform X1 [Bos taurus]	Coturnix_japonica_XP_015740591.1 laminin subunit beta-3 [Coturnix japonica]		Homo_sapiens_sp_Q13751_LAMB3_HUMAN sp|Q13751|LAMB3_HUMAN Laminin subunit beta-3 OS=Homo sapiens OX=9606 GN=LAMB3 PE=1 SV=1	Mus_musculus_sp_Q61087_LAMB3_MOUSE sp_Q61087_LAMB3_MOUSE Laminin subunit beta-3 OS=Mus musculus OX=10090 GN=Lamb3 PE=1 SV=2																						
N25.HOG0000025	OG0000001	n101							Coturnix_japonica_XP_015706098.1 PREDICTED_ laminin subunit beta-4 [Coturnix japonica]	Danio_rerio_sp_Q8JHV6_LAMB4_DANRE sp|Q8JHV6|LAMB4_DANRE Laminin subunit beta-4 OS=Danio rerio OX=7955 GN=lamb4 PE=2 SV=1	Homo_sapiens_sp_A4D0S4_LAMB4_HUMAN sp|A4D0S4|LAMB4_HUMAN Laminin subunit beta-4 OS=Homo sapiens OX=9606 GN=LAMB4 PE=2 SV=1																							
N25.HOG0000026	OG0000001	n105						NP_001039712.2 laminin subunit beta-2 precursor [Bos taurus]	Coturnix_japonica_XP_015730671.1 laminin subunit beta-2 [Coturnix japonica]	Danio_rerio_tr_B7ZDA6_B7ZDA6_DANRE tr|B7ZDA6|B7ZDA6_DANRE Laminin subunit beta-2 precursor OS=Danio rerio OX=7955 GN=si_dkey-32e6.2 PE=1 SV=1	Homo_sapiens_sp_P55268_LAMB2_HUMAN sp|P55268|LAMB2_HUMAN Laminin subunit beta-2 OS=Homo sapiens OX=9606 GN=LAMB2 PE=1 SV=2	Mus_musculus_sp_Q61292_LAMB2_MOUSE sp_Q61292_LAMB2_MOUSE Laminin subunit beta-2 OS=Mus musculus OX=10090 GN=Lamb2 PE=1 SV=2																						
N25.HOG0000027	OG0000001	n109						DAA30633.1 TPA_ laminin_ beta 1 [Bos taurus]	Coturnix_japonica_XP_015706984.1 laminin subunit beta-1 [Coturnix japonica]	Danio_rerio_tr_F1REL9_F1REL9_DANRE tr|F1REL9|F1REL9_DANRE Laminin_ beta 1b OS=Danio rerio OX=7955 GN=si_dkey-183c16.5 PE=4 SV=1, Danio_rerio_tr_Q8JHV7_Q8JHV7_DANRE tr|Q8JHV7|Q8JHV7_DANRE Laminin beta 1 OS=Danio rerio OX=7955 GN=lamb1 PE=1 SV=1	Homo_sapiens_sp_P07942_LAMB1_HUMAN sp|P07942|LAMB1_HUMAN Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2	Mus_musculus_sp_P02469_LAMB1_MOUSE sp_P02469_LAMB1_MOUSE Laminin subunit beta-1 OS=Mus musculus OX=10090 GN=Lamb1 PE=1 SV=3																						
N25.HOG0000028	OG0000001	n267						NP_001159991.1 microfibril-associated glycoprotein 3 precursor [Bos taurus]																										
N25.HOG0000029	OG0000001	n901						sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor	Coturnix_japonica_XP_015723463.1 PREDICTED_ fibronectin isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q6JAN2_Q6JAN2_DANRE tr|Q6JAN2|Q6JAN2_DANRE Fibronectin OS=Danio rerio OX=7955 GN=wu_fb03c02 PE=1 SV=1, Danio_rerio_tr_A2CEW3_A2CEW3_DANRE tr|A2CEW3|A2CEW3_DANRE Fibronectin OS=Danio rerio OX=7955 GN=cb1057 PE=1 SV=2, Danio_rerio_tr_B0S602_B0S602_DANRE tr|B0S602|B0S602_DANRE Fibronectin OS=Danio rerio OX=7955 GN=Fn PE=1 SV=1	Homo_sapiens_sp_P02751_FINC_HUMAN sp|P02751|FINC_HUMAN Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5	Mus_musculus_sp_P11276_FINC_MOUSE sp_P11276_FINC_MOUSE Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=4																						
N25.HOG0000030	OG0000001	n975						XP_059734749.1 leukemia inhibitory factor receptor isoform X1 [Bos taurus]																										
N25.HOG0000031	OG0000001	n1007						NP_001193801.1 netrin-5 precursor [Bos taurus]																										
N25.HOG0000032	OG0000001	n1029						XP_059747260.1 netrin-G2 isoform X1 [Bos taurus], XP_059740913.1 netrin-G1 isoform X1 [Bos taurus]	Coturnix_japonica_XP_015734637.1 PREDICTED_ netrin-G2 isoform X3 [Coturnix japonica], Coturnix_japonica_XP_015724985.1 netrin-G1 isoform X4 [Coturnix japonica]		Homo_sapiens_sp_Q96CW9_NTNG2_HUMAN sp|Q96CW9|NTNG2_HUMAN Netrin-G2 OS=Homo sapiens OX=9606 GN=NTNG2 PE=1 SV=2, Homo_sapiens_sp_Q9Y2I2_NTNG1_HUMAN sp|Q9Y2I2|NTNG1_HUMAN Netrin-G1 OS=Homo sapiens OX=9606 GN=NTNG1 PE=1 SV=3	Mus_musculus_sp_Q8R4F1_NTNG2_MOUSE sp_Q8R4F1_NTNG2_MOUSE Netrin-G2 OS=Mus musculus OX=10090 GN=Ntng2 PE=1 SV=2																						
N25.HOG0000033	OG0000001	n1092							Coturnix_japonica_XP_015732925.1 netrin-3 isoform X2 [Coturnix japonica]	Danio_rerio_tr_F1QUK5_F1QUK5_DANRE tr|F1QUK5|F1QUK5_DANRE Netrin-1 OS=Danio rerio OX=7955 GN=net1 PE=4 SV=1, Danio_rerio_tr_O42203_O42203_DANRE tr|O42203|O42203_DANRE Netrin-1 OS=Danio rerio OX=7955 GN=net1 PE=2 SV=1																								
