HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N8.HOG0000010	OG0000000	n1141																		Clytia_hemispherica_TCONS_00013531-protein TCONS_00013531-protein, Clytia_hemispherica_TCONS_00072131-protein TCONS_00072131-protein, Clytia_hemispherica_TCONS_00018874-protein TCONS_00018874-protein, Clytia_hemispherica_TCONS_00024208-protein TCONS_00024208-protein														
N8.HOG0000011	OG0000001	n48																		Clytia_hemispherica_TCONS_00049799-protein TCONS_00049799-protein	Hydra_vulgaris_Sc4wPfr_1127.g22555.t1 Sc4wPfr_1127.g22555.t1													
N8.HOG0000012	OG0000001	n114																			Hydra_vulgaris_Sc4wPfr_641.g16807.t1 Sc4wPfr_641.g16807.t1													
N8.HOG0000013	OG0000001	n154																		Clytia_hemispherica_TCONS_00046695-protein TCONS_00046695-protein	Hydra_vulgaris_Sc4wPfr_90.g1177.t1 Sc4wPfr_90.g1177.t1, Hydra_vulgaris_Sc4wPfr_90.g1177.t2 Sc4wPfr_90.g1177.t2, Hydra_vulgaris_Sc4wPfr_90.g1176.t1 Sc4wPfr_90.g1176.t1													
N8.HOG0000014	OG0000001	n167																		Clytia_hemispherica_TCONS_00049800-protein TCONS_00049800-protein														
N8.HOG0000015	OG0000001	n170																		Clytia_hemispherica_TCONS_00069235-protein TCONS_00069235-protein														
N8.HOG0000016	OG0000001	n199																		Clytia_hemispherica_TCONS_00002943-protein TCONS_00002943-protein, Clytia_hemispherica_TCONS_00011288-protein TCONS_00011288-protein	Hydra_vulgaris_Sc4wPfr_307.g9631.t1 Sc4wPfr_307.g9631.t1													
N8.HOG0000017	OG0000001	n201																		Clytia_hemispherica_TCONS_00068399-protein TCONS_00068399-protein	Hydra_vulgaris_Sc4wPfr_1301.g29099.t1 Sc4wPfr_1301.g29099.t1													
N8.HOG0000018	OG0000001	n233																		Clytia_hemispherica_TCONS_00065163-protein TCONS_00065163-protein	Hydra_vulgaris_Sc4wPfr_132.g22677.t2 Sc4wPfr_132.g22677.t2, Hydra_vulgaris_Sc4wPfr_132.g22677.t1 Sc4wPfr_132.g22677.t1													
N8.HOG0000019	OG0000001	n280																		Clytia_hemispherica_TCONS_00067647-protein TCONS_00067647-protein	Hydra_vulgaris_Sc4wPfr_305.g4599.t1 Sc4wPfr_305.g4599.t1													
N8.HOG0000020	OG0000001	n436																		Clytia_hemispherica_TCONS_00018494-protein TCONS_00018494-protein, Clytia_hemispherica_TCONS_00018496-protein TCONS_00018496-protein														
N8.HOG0000021	OG0000001	n464																		Clytia_hemispherica_TCONS_00062616-protein TCONS_00062616-protein	Hydra_vulgaris_Sc4wPfr_555.g27157.t1 Sc4wPfr_555.g27157.t1, Hydra_vulgaris_Sc4wPfr_304.2.g12749.t1 Sc4wPfr_304.2.g12749.t1													
N8.HOG0000022	OG0000001	n494																		Clytia_hemispherica_TCONS_00020139-protein TCONS_00020139-protein, Clytia_hemispherica_TCONS_00072631-protein TCONS_00072631-protein	Hydra_vulgaris_Sc4wPfr_435.1.g6986.t1 Sc4wPfr_435.1.g6986.t1													
N8.HOG0000023	OG0000001	n518																		Clytia_hemispherica_TCONS_00027713-protein TCONS_00027713-protein														
N8.HOG0000024	OG0000001	n631																		Clytia_hemispherica_TCONS_00033925-protein TCONS_00033925-protein														
N8.HOG0000025	OG0000001	n646																		Clytia_hemispherica_TCONS_00058445-protein TCONS_00058445-protein														
N8.HOG0000026	OG0000001	n695																			Hydra_vulgaris_Sc4wPfr_2145.g14629.t1 Sc4wPfr_2145.g14629.t1, Hydra_vulgaris_Sc4wPfr_1989.g6892.t1 Sc4wPfr_1989.g6892.t1													
N8.HOG0000027	OG0000001	n725																		Clytia_hemispherica_TCONS_00067910-protein TCONS_00067910-protein														
N8.HOG0000028	OG0000001	n731																		Clytia_hemispherica_TCONS_00055217-protein TCONS_00055217-protein														
N8.HOG0000029	OG0000001	n745																			Hydra_vulgaris_Sc4wPfr_27.g12239.t1 Sc4wPfr_27.g12239.t1, Hydra_vulgaris_Sc4wPfr_27.g12259.t1 Sc4wPfr_27.g12259.t1, Hydra_vulgaris_Sc4wPfr_27.g12265.t1 Sc4wPfr_27.g12265.t1, Hydra_vulgaris_Sc4wPfr_62.g4397.t1 Sc4wPfr_62.g4397.t1, Hydra_vulgaris_Sc4wPfr_62.g4390.t1 Sc4wPfr_62.g4390.t1													
N8.HOG0000030	OG0000001	n751																		Clytia_hemispherica_TCONS_00020975-protein TCONS_00020975-protein	Hydra_vulgaris_Sc4wPfr_390.g5600.t1 Sc4wPfr_390.g5600.t1, Hydra_vulgaris_Sc4wPfr_390.g5609.t1 Sc4wPfr_390.g5609.t1													
N8.HOG0000031	OG0000001	n767																		Clytia_hemispherica_TCONS_00026153-protein TCONS_00026153-protein	Hydra_vulgaris_Sc4wPfr_588.g23919.t1 Sc4wPfr_588.g23919.t1													
N8.HOG0000032	OG0000001	n772																		Clytia_hemispherica_TCONS_00003461-protein TCONS_00003461-protein, Clytia_hemispherica_TCONS_00071725-protein TCONS_00071725-protein	Hydra_vulgaris_Sc4wPfr_174.g11799.t2 Sc4wPfr_174.g11799.t2													
N8.HOG0000033	OG0000001	n778																		Clytia_hemispherica_TCONS_00041935-protein TCONS_00041935-protein, Clytia_hemispherica_TCONS_00018497-protein TCONS_00018497-protein														
N8.HOG0000034	OG0000001	n779																		Clytia_hemispherica_TCONS_00015263-protein TCONS_00015263-protein	Hydra_vulgaris_Sc4wPfr_1272.g4998.t1 Sc4wPfr_1272.g4998.t1, Hydra_vulgaris_Sc4wPfr_673.1.g28291.t1 Sc4wPfr_673.1.g28291.t1, Hydra_vulgaris_Sc4wPfr_1272.1.g32120.t1 Sc4wPfr_1272.1.g32120.t1, Hydra_vulgaris_Sc4wPfr_1272.1.g32121.t1 Sc4wPfr_1272.1.g32121.t1, Hydra_vulgaris_Sc4wPfr_673.1.g28294.t1 Sc4wPfr_673.1.g28294.t1, Hydra_vulgaris_Sc4wPfr_356.g7167.t1 Sc4wPfr_356.g7167.t1, Hydra_vulgaris_Sc4wPfr_356.g7178.t1 Sc4wPfr_356.g7178.t1, Hydra_vulgaris_Sc4wPfr_1153.g15524.t1 Sc4wPfr_1153.g15524.t1													
N8.HOG0000035	OG0000001	n790																		Clytia_hemispherica_TCONS_00050620-protein TCONS_00050620-protein, Clytia_hemispherica_TCONS_00040831-protein TCONS_00040831-protein, Clytia_hemispherica_TCONS_00043093-protein TCONS_00043093-protein, Clytia_hemispherica_TCONS_00027715-protein TCONS_00027715-protein, Clytia_hemispherica_TCONS_00050603-protein TCONS_00050603-protein, Clytia_hemispherica_TCONS_00018828-protein TCONS_00018828-protein, Clytia_hemispherica_TCONS_00055790-protein TCONS_00055790-protein														
N8.HOG0000036	OG0000001	n806																		Clytia_hemispherica_TCONS_00067911-protein TCONS_00067911-protein, Clytia_hemispherica_TCONS_00020960-protein TCONS_00020960-protein, Clytia_hemispherica_TCONS_00046674-protein TCONS_00046674-protein, Clytia_hemispherica_TCONS_00020309-protein TCONS_00020309-protein, Clytia_hemispherica_TCONS_00020949-protein TCONS_00020949-protein, Clytia_hemispherica_TCONS_00019315-protein TCONS_00019315-protein, Clytia_hemispherica_TCONS_00020293-protein TCONS_00020293-protein, Clytia_hemispherica_TCONS_00068135-protein TCONS_00068135-protein	Hydra_vulgaris_Sc4wPfr_338.1.g31651.t1 Sc4wPfr_338.1.g31651.t1													
N8.HOG0000037	OG0000001	n850																		Clytia_hemispherica_TCONS_00064310-protein TCONS_00064310-protein	Hydra_vulgaris_Sc4wPfr_641.g16805.t1 Sc4wPfr_641.g16805.t1													
N8.HOG0000038	OG0000001	n871																		Clytia_hemispherica_TCONS_00025379-protein TCONS_00025379-protein														
N8.HOG0000039	OG0000001	n874																		Clytia_hemispherica_TCONS_00030584-protein TCONS_00030584-protein	Hydra_vulgaris_Sc4wPfr_172.1.g1573.t1 Sc4wPfr_172.1.g1573.t1, Hydra_vulgaris_Sc4wPfr_172.2.g23178.t1 Sc4wPfr_172.2.g23178.t1													
N8.HOG0000040	OG0000001	n898																		Clytia_hemispherica_TCONS_00020951-protein TCONS_00020951-protein	Hydra_vulgaris_Sc4wPfr_27.g12214.t1 Sc4wPfr_27.g12214.t1													
N8.HOG0000041	OG0000001	n989																		Clytia_hemispherica_TCONS_00002522-protein TCONS_00002522-protein, Clytia_hemispherica_TCONS_00002459-protein TCONS_00002459-protein	Hydra_vulgaris_Sc4wPfr_926.1.g9713.t2 Sc4wPfr_926.1.g9713.t2, Hydra_vulgaris_Sc4wPfr_926.1.g9713.t1 Sc4wPfr_926.1.g9713.t1													
N8.HOG0000042	OG0000001	n992																			Hydra_vulgaris_Sc4wPfr_356.g7178.t2 Sc4wPfr_356.g7178.t2, Hydra_vulgaris_Sc4wPfr_356.g7168.t1 Sc4wPfr_356.g7168.t1, Hydra_vulgaris_Sc4wPfr_2424.g10845.t1 Sc4wPfr_2424.g10845.t1													
N8.HOG0000043	OG0000001	n1001																		Clytia_hemispherica_TCONS_00017274-protein TCONS_00017274-protein	Hydra_vulgaris_Sc4wPfr_1127.1.g1468.t1 Sc4wPfr_1127.1.g1468.t1, Hydra_vulgaris_Sc4wPfr_1127.1.g1468.t2 Sc4wPfr_1127.1.g1468.t2													
N8.HOG0000044	OG0000001	n1045																		Clytia_hemispherica_TCONS_00064021-protein TCONS_00064021-protein	Hydra_vulgaris_Sc4wPfr_811.1.g17372.t1 Sc4wPfr_811.1.g17372.t1													
N8.HOG0000045	OG0000001	n1053																		Clytia_hemispherica_TCONS_00011362-protein TCONS_00011362-protein														
N8.HOG0000046	OG0000001	n1062																		Clytia_hemispherica_TCONS_00067350-protein TCONS_00067350-protein	Hydra_vulgaris_Sc4wPfr_328.2.g12077.t1 Sc4wPfr_328.2.g12077.t1													
N8.HOG0000047	OG0000001	n1153																		Clytia_hemispherica_TCONS_00004794-protein TCONS_00004794-protein	Hydra_vulgaris_Sc4wPfr_447.g28994.t1 Sc4wPfr_447.g28994.t1													
N8.HOG0000048	OG0000001	n1190																		Clytia_hemispherica_TCONS_00056933-protein TCONS_00056933-protein														
N8.HOG0000049	OG0000001	n1197																			Hydra_vulgaris_Sc4wPfr_1578.g16759.t1 Sc4wPfr_1578.g16759.t1, Hydra_vulgaris_Sc4wPfr_90.g1174.t1 Sc4wPfr_90.g1174.t1													
N8.HOG0000050	OG0000002	n11																		Clytia_hemispherica_TCONS_00055165-protein TCONS_00055165-protein														
N8.HOG0000051	OG0000002	n13																		Clytia_hemispherica_TCONS_00027170-protein TCONS_00027170-protein														
N8.HOG0000052	OG0000002	n70																			Hydra_vulgaris_Sc4wPfr_1066.g10197.t1 Sc4wPfr_1066.g10197.t1													
N8.HOG0000053	OG0000002	n97																		Clytia_hemispherica_TCONS_00019320-protein TCONS_00019320-protein														
N8.HOG0000054	OG0000002	n107																		Clytia_hemispherica_TCONS_00011479-protein TCONS_00011479-protein														
N8.HOG0000055	OG0000002	n108																		Clytia_hemispherica_TCONS_00057330-protein TCONS_00057330-protein, Clytia_hemispherica_TCONS_00016953-protein TCONS_00016953-protein	Hydra_vulgaris_Sc4wPfr_514.g14422.t1 Sc4wPfr_514.g14422.t1													
N8.HOG0000056	OG0000002	n150																		Clytia_hemispherica_TCONS_00016956-protein TCONS_00016956-protein														
N8.HOG0000057	OG0000002	n219																		Clytia_hemispherica_TCONS_00009629-protein TCONS_00009629-protein	Hydra_vulgaris_Sc4wPfr_399.2.g14795.t2 Sc4wPfr_399.2.g14795.t2, Hydra_vulgaris_Sc4wPfr_399.2.g14795.t1 Sc4wPfr_399.2.g14795.t1													
N8.HOG0000058	OG0000002	n225																		Clytia_hemispherica_TCONS_00020927-protein TCONS_00020927-protein														
N8.HOG0000059	OG0000002	n258																			Hydra_vulgaris_Sc4wPfr_175.1.g31519.t1 Sc4wPfr_175.1.g31519.t1, Hydra_vulgaris_Sc4wPfr_175.1.g31521.t1 Sc4wPfr_175.1.g31521.t1													
N8.HOG0000060	OG0000002	n348																		Clytia_hemispherica_TCONS_00054324-protein TCONS_00054324-protein	Hydra_vulgaris_Sc4wPfr_48.g30233.t1 Sc4wPfr_48.g30233.t1, Hydra_vulgaris_Sc4wPfr_175.1.g31517.t1 Sc4wPfr_175.1.g31517.t1, Hydra_vulgaris_Sc4wPfr_1747.g1269.t1 Sc4wPfr_1747.g1269.t1													
N8.HOG0000061	OG0000002	n367																			Hydra_vulgaris_Sc4wPfr_846.1.g25657.t1 Sc4wPfr_846.1.g25657.t1													
N8.HOG0000062	OG0000002	n369																		Clytia_hemispherica_TCONS_00061931-protein TCONS_00061931-protein														
N8.HOG0000063	OG0000002	n402																		Clytia_hemispherica_TCONS_00003803-protein TCONS_00003803-protein														
N8.HOG0000064	OG0000002	n477																			Hydra_vulgaris_Sc4wPfr_27.g12213.t1 Sc4wPfr_27.g12213.t1, Hydra_vulgaris_Sc4wPfr_27.g12254.t1 Sc4wPfr_27.g12254.t1, Hydra_vulgaris_Sc4wPfr_62.g4402.t1 Sc4wPfr_62.g4402.t1, Hydra_vulgaris_Sc4wPfr_62.g4402.t2 Sc4wPfr_62.g4402.t2, Hydra_vulgaris_Sc4wPfr_62.g4389.t1 Sc4wPfr_62.g4389.t1, Hydra_vulgaris_Sc4wPfr_62.g4403.t1 Sc4wPfr_62.g4403.t1													
N8.HOG0000065	OG0000002	n483																		Clytia_hemispherica_TCONS_00067913-protein TCONS_00067913-protein														
N8.HOG0000066	OG0000002	n490																		Clytia_hemispherica_TCONS_00040020-protein TCONS_00040020-protein														
N8.HOG0000067	OG0000002	n493																		Clytia_hemispherica_TCONS_00062091-protein TCONS_00062091-protein														
N8.HOG0000068	OG0000002	n514																			Hydra_vulgaris_Sc4wPfr_320.g1248.t1 Sc4wPfr_320.g1248.t1													
N8.HOG0000069	OG0000002	n525																		Clytia_hemispherica_TCONS_00011476-protein TCONS_00011476-protein	Hydra_vulgaris_Sc4wPfr_514.g14419.t1 Sc4wPfr_514.g14419.t1													
N8.HOG0000070	OG0000002	n542																		Clytia_hemispherica_TCONS_00011304-protein TCONS_00011304-protein														
N8.HOG0000071	OG0000002	n551																			Hydra_vulgaris_Sc4wPfr_1243.g15457.t1 Sc4wPfr_1243.g15457.t1													
N8.HOG0000072	OG0000002	n588																		Clytia_hemispherica_TCONS_00055220-protein TCONS_00055220-protein, Clytia_hemispherica_TCONS_00055166-protein TCONS_00055166-protein	Hydra_vulgaris_Sc4wPfr_3735.g7452.t1 Sc4wPfr_3735.g7452.t1, Hydra_vulgaris_Sc4wPfr_417.3.g31857.t1 Sc4wPfr_417.3.g31857.t1, Hydra_vulgaris_Sc4wPfr_456.g4754.t1 Sc4wPfr_456.g4754.t1, Hydra_vulgaris_Sc4wPfr_25.1.g8850.t1 Sc4wPfr_25.1.g8850.t1, Hydra_vulgaris_Sc4wPfr_1682.g4293.t1 Sc4wPfr_1682.g4293.t1													
N8.HOG0000073	OG0000002	n596																		Clytia_hemispherica_TCONS_00043373-protein TCONS_00043373-protein	Hydra_vulgaris_Sc4wPfr_657.g12379.t1 Sc4wPfr_657.g12379.t1, Hydra_vulgaris_Sc4wPfr_1332.g21470.t1 Sc4wPfr_1332.g21470.t1, Hydra_vulgaris_Sc4wPfr_1066.g10192.t1 Sc4wPfr_1066.g10192.t1, Hydra_vulgaris_Sc4wPfr_133.g14088.t1 Sc4wPfr_133.g14088.t1, Hydra_vulgaris_Sc4wPfr_320.g1237.t1 Sc4wPfr_320.g1237.t1, Hydra_vulgaris_Sc4wPfr_165.g9991.t3 Sc4wPfr_165.g9991.t3, Hydra_vulgaris_Sc4wPfr_320.g1239.t1 Sc4wPfr_320.g1239.t1, Hydra_vulgaris_Sc4wPfr_518.1.g1312.t1 Sc4wPfr_518.1.g1312.t1, Hydra_vulgaris_Sc4wPfr_149.g26123.t1 Sc4wPfr_149.g26123.t1, Hydra_vulgaris_Sc4wPfr_518.g19382.t1 Sc4wPfr_518.g19382.t1, Hydra_vulgaris_Sc4wPfr_320.g1229.t1 Sc4wPfr_320.g1229.t1, Hydra_vulgaris_Sc4wPfr_262.2.g17781.t1 Sc4wPfr_262.2.g17781.t1, Hydra_vulgaris_Sc4wPfr_320.g1240.t2 Sc4wPfr_320.g1240.t2, Hydra_vulgaris_Sc4wPfr_320.g1240.t4 Sc4wPfr_320.g1240.t4, Hydra_vulgaris_Sc4wPfr_320.g1240.t3 Sc4wPfr_320.g1240.t3, Hydra_vulgaris_Sc4wPfr_612.g18610.t1 Sc4wPfr_612.g18610.t1, Hydra_vulgaris_Sc4wPfr_896.g13018.t1 Sc4wPfr_896.g13018.t1, Hydra_vulgaris_Sc4wPfr_707.1.g4132.t1 Sc4wPfr_707.1.g4132.t1													
N8.HOG0000074	OG0000002	n646																		Clytia_hemispherica_TCONS_00032821-protein TCONS_00032821-protein, Clytia_hemispherica_TCONS_00054066-protein TCONS_00054066-protein														
N8.HOG0000075	OG0000002	n648																			Hydra_vulgaris_Sc4wPfr_16.3.g17418.t1 Sc4wPfr_16.3.g17418.t1													
N8.HOG0000076	OG0000002	n659																			Hydra_vulgaris_Sc4wPfr_74.g18507.t1 Sc4wPfr_74.g18507.t1													
N8.HOG0000077	OG0000002	n678																		Clytia_hemispherica_TCONS_00071884-protein TCONS_00071884-protein														
N8.HOG0000078	OG0000002	n684																			Hydra_vulgaris_Sc4wPfr_177.1.g6145.t1 Sc4wPfr_177.1.g6145.t1, Hydra_vulgaris_Sc4wPfr_177.1.g6139.t1 Sc4wPfr_177.1.g6139.t1, Hydra_vulgaris_Sc4wPfr_177.1.g6146.t1 Sc4wPfr_177.1.g6146.t1													
N8.HOG0000079	OG0000002	n700																		Clytia_hemispherica_TCONS_00007070-protein TCONS_00007070-protein														
N8.HOG0000080	OG0000002	n709																		Clytia_hemispherica_TCONS_00052653-protein TCONS_00052653-protein, Clytia_hemispherica_TCONS_00043372-protein TCONS_00043372-protein, Clytia_hemispherica_TCONS_00016728-protein TCONS_00016728-protein, Clytia_hemispherica_TCONS_00046683-protein TCONS_00046683-protein														
N8.HOG0000081	OG0000002	n719																		Clytia_hemispherica_TCONS_00021585-protein TCONS_00021585-protein														
N8.HOG0000082	OG0000002	n721																		Clytia_hemispherica_TCONS_00065680-protein TCONS_00065680-protein	Hydra_vulgaris_Sc4wPfr_508.g5884.t1 Sc4wPfr_508.g5884.t1													
N8.HOG0000083	OG0000002	n737																			Hydra_vulgaris_Sc4wPfr_654.g18231.t1 Sc4wPfr_654.g18231.t1													
N8.HOG0000084	OG0000002	n756																		Clytia_hemispherica_TCONS_00042536-protein TCONS_00042536-protein, Clytia_hemispherica_TCONS_00008538-protein TCONS_00008538-protein														
N8.HOG0000085	OG0000002	n768																		Clytia_hemispherica_TCONS_00073219-protein TCONS_00073219-protein, Clytia_hemispherica_TCONS_00070803-protein TCONS_00070803-protein														
N8.HOG0000086	OG0000002	n770																		Clytia_hemispherica_TCONS_00070795-protein TCONS_00070795-protein														
N8.HOG0000087	OG0000002	n824																		Clytia_hemispherica_TCONS_00044266-protein TCONS_00044266-protein														
N8.HOG0000088	OG0000002	n831																		Clytia_hemispherica_TCONS_00050522-protein TCONS_00050522-protein, Clytia_hemispherica_TCONS_00058980-protein TCONS_00058980-protein, Clytia_hemispherica_TCONS_00040179-protein TCONS_00040179-protein														
N8.HOG0000089	OG0000002	n839																			Hydra_vulgaris_Sc4wPfr_467.g16204.t1 Sc4wPfr_467.g16204.t1													
N8.HOG0000090	OG0000002	n866																			Hydra_vulgaris_Sc4wPfr_5.2.g10955.t1 Sc4wPfr_5.2.g10955.t1, Hydra_vulgaris_Sc4wPfr_5.2.g10955.t2 Sc4wPfr_5.2.g10955.t2													
N8.HOG0000091	OG0000002	n870																		Clytia_hemispherica_TCONS_00022855-protein TCONS_00022855-protein, Clytia_hemispherica_TCONS_00064167-protein TCONS_00064167-protein														
N8.HOG0000092	OG0000002	n883																		Clytia_hemispherica_TCONS_00050254-protein TCONS_00050254-protein	Hydra_vulgaris_Sc4wPfr_906.1.g2398.t1 Sc4wPfr_906.1.g2398.t1, Hydra_vulgaris_Sc4wPfr_906.1.g2403.t1 Sc4wPfr_906.1.g2403.t1													
