HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N30.HOG0000010	OG0000000	n880						NP_001103284.1 angiopoietin-related protein 2 precursor [Bos taurus]			Homo_sapiens_sp_Q9UKU9_ANGL2_HUMAN sp|Q9UKU9|ANGL2_HUMAN Angiopoietin-related protein 2 OS=Homo sapiens OX=9606 GN=ANGPTL2 PE=1 SV=1																							
N30.HOG0000011	OG0000000	n886						sp|Q1RMR1.1|ANGL1_BOVIN RecName_ Full=Angiopoietin-related protein 1; AltName_ Full=Angiopoietin-like protein 1; Flags_ Precursor																										
N30.HOG0000012	OG0000000	n902						XP_005208819.1 angiopoietin-related protein 6 isoform X1 [Bos taurus]			Homo_sapiens_sp_Q8NI99_ANGL6_HUMAN sp|Q8NI99|ANGL6_HUMAN Angiopoietin-related protein 6 OS=Homo sapiens OX=9606 GN=ANGPTL6 PE=1 SV=1																							
N30.HOG0000013	OG0000000	n904						sp|Q5EA66.1|ANGL7_BOVIN RecName_ Full=Angiopoietin-related protein 7; AltName_ Full=Angiopoietin-like protein 7; Flags_ Precursor																										
N30.HOG0000014	OG0000000	n921						sp|Q24K15.1|ANGP4_BOVIN RecName_ Full=Angiopoietin-4; Short=ANG-4; Flags_ Precursor			Homo_sapiens_sp_Q9Y264_ANGP4_HUMAN sp|Q9Y264|ANGP4_HUMAN Angiopoietin-4 OS=Homo sapiens OX=9606 GN=ANGPT4 PE=1 SV=1																							
N30.HOG0000015	OG0000000	n927						sp|O77802.3|ANGP2_BOVIN RecName_ Full=Angiopoietin-2; Short=ANG-2; Flags_ Precursor																										
N30.HOG0000016	OG0000000	n930						XP_059749109.1 angiopoietin-1 isoform X1 [Bos taurus]			Homo_sapiens_sp_Q15389_ANGP1_HUMAN sp|Q15389|ANGP1_HUMAN Angiopoietin-1 OS=Homo sapiens OX=9606 GN=ANGPT1 PE=1 SV=2																							
N30.HOG0000017	OG0000000	n1079									Homo_sapiens_sp_Q9BY76_ANGL4_HUMAN sp|Q9BY76|ANGL4_HUMAN Angiopoietin-related protein 4 OS=Homo sapiens OX=9606 GN=ANGPTL4 PE=1 SV=2																							
N30.HOG0000018	OG0000000	n1081						NP_001073814.1 angiopoietin-related protein 3 precursor [Bos taurus]			Homo_sapiens_sp_Q9Y5C1_ANGL3_HUMAN sp|Q9Y5C1|ANGL3_HUMAN Angiopoietin-related protein 3 OS=Homo sapiens OX=9606 GN=ANGPTL3 PE=1 SV=1																							
N30.HOG0000019	OG0000000	n1133						NP_001121541.1 angiopoietin-related protein 5 precursor [Bos taurus]																										
N30.HOG0000020	OG0000000	n1142						sp|Q29RY7.1|FGL2_BOVIN RecName_ Full=Fibroleukin; AltName_ Full=Fibrinogen-like protein 2; Flags_ Precursor			Homo_sapiens_sp_Q14314_FGL2_HUMAN sp|Q14314|FGL2_HUMAN Fibroleukin OS=Homo sapiens OX=9606 GN=FGL2 PE=1 SV=1																							
N30.HOG0000021	OG0000000	n1218						NP_777128.1 tenascin-X precursor [Bos taurus]			Homo_sapiens_sp_P22105_TENX_HUMAN sp|P22105|TENX_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=5																							
N30.HOG0000022	OG0000001	n33						XP_059731805.1 laminin subunit gamma-2 isoform X1 [Bos taurus]			Homo_sapiens_sp_Q13753_LAMC2_HUMAN sp|Q13753|LAMC2_HUMAN Laminin subunit gamma-2 OS=Homo sapiens OX=9606 GN=LAMC2 PE=1 SV=2																							
N30.HOG0000023	OG0000001	n58						XP_010803496.1 netrin-4 isoform X2 [Bos taurus]			Homo_sapiens_sp_Q9HB63_NET4_HUMAN sp|Q9HB63|NET4_HUMAN Netrin-4 OS=Homo sapiens OX=9606 GN=NTN4 PE=1 SV=2																							
N30.HOG0000024	OG0000001	n67						XP_059731406.1 laminin subunit beta-3 isoform X1 [Bos taurus]			Homo_sapiens_sp_Q13751_LAMB3_HUMAN sp|Q13751|LAMB3_HUMAN Laminin subunit beta-3 OS=Homo sapiens OX=9606 GN=LAMB3 PE=1 SV=1																							
N30.HOG0000025	OG0000001	n101									Homo_sapiens_sp_A4D0S4_LAMB4_HUMAN sp|A4D0S4|LAMB4_HUMAN Laminin subunit beta-4 OS=Homo sapiens OX=9606 GN=LAMB4 PE=2 SV=1																							
N30.HOG0000026	OG0000001	n105						NP_001039712.2 laminin subunit beta-2 precursor [Bos taurus]			Homo_sapiens_sp_P55268_LAMB2_HUMAN sp|P55268|LAMB2_HUMAN Laminin subunit beta-2 OS=Homo sapiens OX=9606 GN=LAMB2 PE=1 SV=2																							
N30.HOG0000027	OG0000001	n109						DAA30633.1 TPA_ laminin_ beta 1 [Bos taurus]			Homo_sapiens_sp_P07942_LAMB1_HUMAN sp|P07942|LAMB1_HUMAN Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2																							
N30.HOG0000028	OG0000001	n267						NP_001159991.1 microfibril-associated glycoprotein 3 precursor [Bos taurus]																										
N30.HOG0000029	OG0000001	n901						sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor, sp|P07589.4|FINC_BOVIN RecName_ Full=Fibronectin; Short=FN; Contains_ RecName_ Full=Anastellin; Flags_ Precursor			Homo_sapiens_sp_P02751_FINC_HUMAN sp|P02751|FINC_HUMAN Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5																							
N30.HOG0000030	OG0000001	n975						XP_059734749.1 leukemia inhibitory factor receptor isoform X1 [Bos taurus]																										
N30.HOG0000031	OG0000001	n1007						NP_001193801.1 netrin-5 precursor [Bos taurus]																										
N30.HOG0000032	OG0000001	n1031						XP_059747260.1 netrin-G2 isoform X1 [Bos taurus]			Homo_sapiens_sp_Q96CW9_NTNG2_HUMAN sp|Q96CW9|NTNG2_HUMAN Netrin-G2 OS=Homo sapiens OX=9606 GN=NTNG2 PE=1 SV=2																							
N30.HOG0000033	OG0000001	n1034						XP_059740913.1 netrin-G1 isoform X1 [Bos taurus]			Homo_sapiens_sp_Q9Y2I2_NTNG1_HUMAN sp|Q9Y2I2|NTNG1_HUMAN Netrin-G1 OS=Homo sapiens OX=9606 GN=NTNG1 PE=1 SV=3																							
N30.HOG0000034	OG0000001	n1095						NP_001193834.1 netrin-3 precursor [Bos taurus]			Homo_sapiens_sp_O00634_NET3_HUMAN sp|O00634|NET3_HUMAN Netrin-3 OS=Homo sapiens OX=9606 GN=NTN3 PE=1 SV=1																							
N30.HOG0000035	OG0000001	n1097						NP_001179495.1 netrin-1 precursor [Bos taurus]																										
N30.HOG0000036	OG0000001	n1135						DAA24206.1 TPA_ laminin_ gamma 3-like [Bos taurus]			Homo_sapiens_sp_Q9Y6N6_LAMC3_HUMAN sp|Q9Y6N6|LAMC3_HUMAN Laminin subunit gamma-3 OS=Homo sapiens OX=9606 GN=LAMC3 PE=1 SV=3																							
N30.HOG0000037	OG0000001	n1139						NP_001193746.1 laminin subunit gamma-1 precursor [Bos taurus]			Homo_sapiens_sp_P11047_LAMC1_HUMAN sp|P11047|LAMC1_HUMAN Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3																							
N30.HOG0000038	OG0000002	n13						XP_059736229.1 von Willebrand factor A domain-containing protein 7 isoform X1 [Bos taurus]																										
N30.HOG0000039	OG0000002	n72						NP_001157407.1 isthmin-1 precursor [Bos taurus]			Homo_sapiens_sp_B1AKI9_ISM1_HUMAN sp|B1AKI9|ISM1_HUMAN Isthmin-1 OS=Homo sapiens OX=9606 GN=ISM1 PE=2 SV=2																							
N30.HOG0000040	OG0000002	n76						XP_059746684.1 LOW QUALITY PROTEIN_ isthmin-2 [Bos taurus]			Homo_sapiens_sp_Q6H9L7_ISM2_HUMAN sp|Q6H9L7|ISM2_HUMAN Isthmin-2 OS=Homo sapiens OX=9606 GN=ISM2 PE=1 SV=1																							
N30.HOG0000041	OG0000002	n168						sp|Q95116.2|TSP2_BOVIN RecName_ Full=Thrombospondin-2; AltName_ Full=Corticotropin-induced secreted protein; Short=CISP; Flags_ Precursor			Homo_sapiens_sp_P35442_TSP2_HUMAN sp|P35442|TSP2_HUMAN Thrombospondin-2 OS=Homo sapiens OX=9606 GN=THBS2 PE=1 SV=2																							
N30.HOG0000042	OG0000002	n173						XP_024853011.1 thrombospondin-1 isoform X1 [Bos taurus], sp|Q28178.2|TSP1_BOVIN RecName_ Full=Thrombospondin-1; AltName_ Full=Glycoprotein G; Flags_ Precursor, NP_776621.1 thrombospondin-1 precursor [Bos taurus], NP_776621.1 thrombospondin-1 precursor [Bos taurus]			Homo_sapiens_sp_P07996_TSP1_HUMAN sp|P07996|TSP1_HUMAN Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2																							
N30.HOG0000043	OG0000002	n193						sp|P35445.2|COMP_BOVIN RecName_ Full=Cartilage oligomeric matrix protein; Short=COMP; Flags_ Precursor			Homo_sapiens_sp_P49747_COMP_HUMAN sp|P49747|COMP_HUMAN Cartilage oligomeric matrix protein OS=Homo sapiens OX=9606 GN=COMP PE=1 SV=2																							
N30.HOG0000044	OG0000002	n198						NP_001095309.1 thrombospondin-3 precursor [Bos taurus]			Homo_sapiens_sp_P49746_TSP3_HUMAN sp|P49746|TSP3_HUMAN Thrombospondin-3 OS=Homo sapiens OX=9606 GN=THBS3 PE=1 SV=1																							
N30.HOG0000045	OG0000002	n202						XP_059746602.1 thrombospondin-4 isoform X1 [Bos taurus]			Homo_sapiens_sp_P35443_TSP4_HUMAN sp|P35443|TSP4_HUMAN Thrombospondin-4 OS=Homo sapiens OX=9606 GN=THBS4 PE=1 SV=2																							
N30.HOG0000046	OG0000002	n270						XP_059735793.1 semaphorin-3B isoform X1 [Bos taurus]			Homo_sapiens_sp_Q13214_SEM3B_HUMAN sp|Q13214|SEM3B_HUMAN Semaphorin-3B OS=Homo sapiens OX=9606 GN=SEMA3B PE=1 SV=1																							
N30.HOG0000047	OG0000002	n274						NP_001263630.1 semaphorin-3A precursor [Bos taurus]			Homo_sapiens_sp_Q14563_SEM3A_HUMAN sp|Q14563|SEM3A_HUMAN Semaphorin-3A OS=Homo sapiens OX=9606 GN=SEMA3A PE=1 SV=1																							
N30.HOG0000048	OG0000002	n279						XP_059741648.1 semaphorin-3D isoform X1 [Bos taurus]			Homo_sapiens_sp_O95025_SEM3D_HUMAN sp|O95025|SEM3D_HUMAN Semaphorin-3D OS=Homo sapiens OX=9606 GN=SEMA3D PE=2 SV=2																							
N30.HOG0000049	OG0000002	n285						XP_024839041.1 semaphorin-3F isoform X1 [Bos taurus]																										
N30.HOG0000050	OG0000002	n291						XP_059741517.1 semaphorin-3C isoform X1 [Bos taurus]			Homo_sapiens_sp_Q99985_SEM3C_HUMAN sp|Q99985|SEM3C_HUMAN Semaphorin-3C OS=Homo sapiens OX=9606 GN=SEMA3C PE=2 SV=2																							
N30.HOG0000051	OG0000002	n305						XP_003586003.2 semaphorin-3E [Bos taurus]																										
N30.HOG0000052	OG0000002	n308						XP_010816133.2 semaphorin-3G isoform X1 [Bos taurus]			Homo_sapiens_sp_Q9NS98_SEM3G_HUMAN sp|Q9NS98|SEM3G_HUMAN Semaphorin-3G OS=Homo sapiens OX=9606 GN=SEMA3G PE=1 SV=1																							
N30.HOG0000053	OG0000002	n315									Homo_sapiens_sp_Q9NPR2_SEM4B_HUMAN sp|Q9NPR2|SEM4B_HUMAN Semaphorin-4B OS=Homo sapiens OX=9606 GN=SEMA4B PE=1 SV=4																							
N30.HOG0000054	OG0000002	n318						sp|Q5EA85.1|SEM4A_BOVIN RecName_ Full=Semaphorin-4A; Flags_ Precursor			Homo_sapiens_sp_Q9H3S1_SEM4A_HUMAN sp|Q9H3S1|SEM4A_HUMAN Semaphorin-4A OS=Homo sapiens OX=9606 GN=SEMA4A PE=1 SV=2																							
N30.HOG0000055	OG0000002	n324						XP_003586665.1 semaphorin-4F isoform X1 [Bos taurus]																										
N30.HOG0000056	OG0000002	n326						XP_059745283.1 semaphorin-4D isoform X1 [Bos taurus]			Homo_sapiens_sp_Q92854_SEM4D_HUMAN sp|Q92854|SEM4D_HUMAN Semaphorin-4D OS=Homo sapiens OX=9606 GN=SEMA4D PE=1 SV=1																							
N30.HOG0000057	OG0000002	n330						XP_010818201.1 semaphorin-4G isoform X1 [Bos taurus], NP_001094587.1 semaphorin-4G precursor [Bos taurus]																										
N30.HOG0000058	OG0000002	n333						XP_024854545.1 semaphorin-4C isoform X2 [Bos taurus]			Homo_sapiens_sp_Q9C0C4_SEM4C_HUMAN sp|Q9C0C4|SEM4C_HUMAN Semaphorin-4C OS=Homo sapiens OX=9606 GN=SEMA4C PE=1 SV=2																							
N30.HOG0000059	OG0000002	n336						NP_001193114.1 semaphorin-7A precursor [Bos taurus]																										
N30.HOG0000060	OG0000002	n388						XP_010815150.2 semaphorin-5A [Bos taurus]																										
N30.HOG0000061	OG0000002	n392						XP_002684855.2 semaphorin-5B isoform X1 [Bos taurus]																										
N30.HOG0000062	OG0000002	n422						XP_059746380.1 semaphorin-6D isoform X1 [Bos taurus]																										
N30.HOG0000063	OG0000002	n427						XP_005209195.1 semaphorin-6A isoform X1 [Bos taurus]																										
N30.HOG0000064	OG0000002	n430						XP_024850768.2 semaphorin-6B isoform X2 [Bos taurus]			Homo_sapiens_sp_Q9H3T3_SEM6B_HUMAN sp|Q9H3T3|SEM6B_HUMAN Semaphorin-6B OS=Homo sapiens OX=9606 GN=SEMA6B PE=1 SV=4																							
N30.HOG0000065	OG0000002	n433						XP_024845741.1 semaphorin-6C isoform X1 [Bos taurus]																										
N30.HOG0000066	OG0000002	n1027						NP_001179466.3 hemicentin-1 precursor [Bos taurus]			Homo_sapiens_sp_Q96RW7_HMCN1_HUMAN sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2																							
N30.HOG0000067	OG0000003	n230						XP_059737445.1 brevican core protein isoform X1 [Bos taurus]																										
N30.HOG0000068	OG0000003	n233						XP_059744190.1 neurocan core protein isoform X1 [Bos taurus]			Homo_sapiens_sp_O14594_NCAN_HUMAN sp|O14594|NCAN_HUMAN Neurocan core protein OS=Homo sapiens OX=9606 GN=NCAN PE=1 SV=3																							
N30.HOG0000069	OG0000003	n237						XP_059734920.1 aggrecan core protein isoform X1 [Bos taurus], NP_776406.1 aggrecan core protein precursor [Bos taurus]			Homo_sapiens_sp_P16112_PGCA_HUMAN sp|P16112|PGCA_HUMAN Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN PE=1 SV=3																							
N30.HOG0000070	OG0000003	n243						sp|P81282.2|CSPG2_BOVIN RecName_ Full=Versican core protein; AltName_ Full=Chondroitin sulfate proteoglycan core protein 2; Short=Chondroitin sulfate proteoglycan 2; AltName_ Full=Glial hyaluronate-binding protein; Short=GHAP; AltName_ Full=Large fibroblast proteoglycan; AltName_ Full=PG-M; Flags_ Precursor, sp|P81282.2|CSPG2_BOVIN RecName_ Full=Versican core protein; AltName_ Full=Chondroitin sulfate proteoglycan core protein 2; Short=Chondroitin sulfate proteoglycan 2; AltName_ Full=Glial hyaluronate-binding protein; Short=GHAP; AltName_ Full=Large fibroblast proteoglycan; AltName_ Full=PG-M; Flags_ Precursor			Homo_sapiens_sp_P13611_CSPG2_HUMAN sp|P13611|CSPG2_HUMAN Versican core protein OS=Homo sapiens OX=9606 GN=VCAN PE=1 SV=3																							
N30.HOG0000071	OG0000003	n319						sp|Q17QH6.1|COL11_BOVIN RecName_ Full=Collectin-11; AltName_ Full=Collectin kidney protein 1; Short=CL-K1; Flags_ Precursor			Homo_sapiens_sp_Q9BWP8_COL11_HUMAN sp|Q9BWP8|COL11_HUMAN Collectin-11 OS=Homo sapiens OX=9606 GN=COLEC11 PE=1 SV=1																							
N30.HOG0000072	OG0000003	n323						NP_001192642.1 collectin-10 precursor [Bos taurus]			Homo_sapiens_sp_Q9Y6Z7_COL10_HUMAN sp|Q9Y6Z7|COL10_HUMAN Collectin-10 OS=Homo sapiens OX=9606 GN=COLEC10 PE=1 SV=2																							
N30.HOG0000073	OG0000003	n329						sp|Q8MHZ9.1|CL46_BOVIN RecName_ Full=Collectin-46; Short=CL-46; AltName_ Full=46 kDa collectin; Flags_ Precursor																										
N30.HOG0000074	OG0000003	n331						NP_776532.1 mannose-binding protein C precursor [Bos taurus]			Homo_sapiens_sp_P11226_MBL2_HUMAN sp|P11226|MBL2_HUMAN Mannose-binding protein C OS=Homo sapiens OX=9606 GN=MBL2 PE=1 SV=2																							
N30.HOG0000075	OG0000003	n333						XP_059738436.1 mannose-binding protein A isoform X1 [Bos taurus]																										
N30.HOG0000076	OG0000003	n506						sp|Q2KIS7.1|TETN_BOVIN RecName_ Full=Tetranectin; Short=TN; AltName_ Full=C-type lectin domain family 3 member B; Flags_ Precursor			Homo_sapiens_sp_P05452_TETN_HUMAN sp|P05452|TETN_HUMAN Tetranectin OS=Homo sapiens OX=9606 GN=CLEC3B PE=1 SV=3																							
N30.HOG0000077	OG0000003	n509						sp|Q28008.1|CLC3A_BOVIN RecName_ Full=C-type lectin domain family 3 member A; AltName_ Full=C-type lectin superfamily member 1; AltName_ Full=Cartilage-derived C-type lectin; Flags_ Precursor																										
N30.HOG0000078	OG0000003	n524						sp|A6QP79.1|COL12_BOVIN RecName_ Full=Collectin-12; AltName_ Full=Collectin placenta protein 1; Short=CL-P1			Homo_sapiens_sp_Q5KU26_COL12_HUMAN sp|Q5KU26|COL12_HUMAN Collectin-12 OS=Homo sapiens OX=9606 GN=COLEC12 PE=1 SV=3																							
N30.HOG0000079	OG0000003	n530						DAA28116.1 TPA_ CLEC17A protein-like_ partial [Bos taurus], NP_001192535.3 C-type lectin domain family 4 member G [Bos taurus]																										
N30.HOG0000080	OG0000003	n532						DAA24823.1 TPA_ C-type lectin_ superfamily member 13-like [Bos taurus]																										
N30.HOG0000081	OG0000003	n534						sp|Q3LUH2.1|CLC6A_BOVIN RecName_ Full=C-type lectin domain family 6 member A; AltName_ Full=Dendritic cell-associated C-type lectin 2; Short=DC-associated C-type lectin 2; Short=Dectin-2, XP_059743069.1 C-type lectin domain family 4 member E isoform X1 [Bos taurus]			Homo_sapiens_sp_Q9ULY5_CLC4E_HUMAN sp|Q9ULY5|CLC4E_HUMAN C-type lectin domain family 4 member E OS=Homo sapiens OX=9606 GN=CLEC4E PE=1 SV=1																							
N30.HOG0000082	OG0000003	n655						XP_002698060.3 C-type lectin domain family 19 member A [Bos taurus]																										
N30.HOG0000083	OG0000003	n739						NP_001019705.2 regenerating islet-derived protein 3-gamma precursor [Bos taurus], NP_991356.1 lithostathine precursor [Bos taurus]			Homo_sapiens_sp_Q06141_REG3A_HUMAN sp|Q06141|REG3A_HUMAN Regenerating islet-derived protein 3-alpha OS=Homo sapiens OX=9606 GN=REG3A PE=1 SV=1, Homo_sapiens_sp_Q6UW15_REG3G_HUMAN sp|Q6UW15|REG3G_HUMAN Regenerating islet-derived protein 3-gamma OS=Homo sapiens OX=9606 GN=REG3G PE=1 SV=1																							
N30.HOG0000084	OG0000003	n743									Homo_sapiens_sp_P48304_REG1B_HUMAN sp|P48304|REG1B_HUMAN Lithostathine-1-beta OS=Homo sapiens OX=9606 GN=REG1B PE=1 SV=1																							
N30.HOG0000085	OG0000003	n749						XP_024848420.1 C-type lectin domain family 2 member B isoform X1 [Bos taurus]																										
N30.HOG0000086	OG0000003	n751						XP_002687852.3 C-type lectin domain family 9 member A isoform X1 [Bos taurus]			Homo_sapiens_sp_Q9BXN2_CLC7A_HUMAN sp|Q9BXN2|CLC7A_HUMAN C-type lectin domain family 7 member A OS=Homo sapiens OX=9606 GN=CLEC7A PE=1 SV=1																							
N30.HOG0000087	OG0000004	n275									Homo_sapiens_sp_Q6PCB0_VWA1_HUMAN sp|Q6PCB0|VWA1_HUMAN von Willebrand factor A domain-containing protein 1 OS=Homo sapiens OX=9606 GN=VWA1 PE=1 SV=1																							
N30.HOG0000088	OG0000004	n280						DAA17035.1 TPA_ collagen_ type VII_ alpha 1 [Bos taurus]			Homo_sapiens_sp_Q02388_CO7A1_HUMAN sp|Q02388|CO7A1_HUMAN Collagen alpha-1_VII_ chain OS=Homo sapiens OX=9606 GN=COL7A1 PE=1 SV=2																							
N30.HOG0000089	OG0000004	n284									Homo_sapiens_sp_Q9P218_COKA1_HUMAN sp|Q9P218|COKA1_HUMAN Collagen alpha-1_XX_ chain OS=Homo sapiens OX=9606 GN=COL20A1 PE=1 SV=4																							
N30.HOG0000090	OG0000004	n287						XP_059745576.1 collagen alpha-1_XII_ chain isoform X1 [Bos taurus]			Homo_sapiens_sp_Q99715_COCA1_HUMAN sp|Q99715|COCA1_HUMAN Collagen alpha-1_XII_ chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=2																							
