HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N5.HOG0000010	OG0000000	n1061																																Ephydatia_muelleri_Em0021g146a Em0021g146a, Ephydatia_muelleri_Em0021g130a Em0021g130a, Ephydatia_muelleri_Em0867g1a Em0867g1a, Ephydatia_muelleri_Em0021g124a Em0021g124a, Ephydatia_muelleri_Em0021g132a Em0021g132a, Ephydatia_muelleri_Em0021g144a Em0021g144a, Ephydatia_muelleri_Em0021g145a Em0021g145a, Ephydatia_muelleri_Em0021g131a Em0021g131a
N5.HOG0000011	OG0000000	n1146																															Amphimedon_queenslandica_tr_A0A1X7VK27_A0A1X7VK27_AMPQE tr_A0A1X7VK27_A0A1X7VK27_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100632192 PE=4 SV=1	
N5.HOG0000012	OG0000000	n1150																																Ephydatia_muelleri_Em0018g742a Em0018g742a, Ephydatia_muelleri_Em0142g7a Em0142g7a, Ephydatia_muelleri_Em0018g746a Em0018g746a, Ephydatia_muelleri_Em0142g1a Em0142g1a, Ephydatia_muelleri_Em0003g608a Em0003g608a, Ephydatia_muelleri_Em0142g5a Em0142g5a, Ephydatia_muelleri_Em0018g738a Em0018g738a, Ephydatia_muelleri_Em0018g755a Em0018g755a, Ephydatia_muelleri_Em0142g6a Em0142g6a, Ephydatia_muelleri_Em0018g737a Em0018g737a, Ephydatia_muelleri_Em0003g603a Em0003g603a, Ephydatia_muelleri_Em0011g289a Em0011g289a, Ephydatia_muelleri_Em0017g354a Em0017g354a, Ephydatia_muelleri_Em0018g765a Em0018g765a, Ephydatia_muelleri_Em0018g745a Em0018g745a, Ephydatia_muelleri_Em0018g749a Em0018g749a, Ephydatia_muelleri_Em0018g729a Em0018g729a, Ephydatia_muelleri_Em0142g4a Em0142g4a, Ephydatia_muelleri_Em0018g722a Em0018g722a, Ephydatia_muelleri_Em0018g751a Em0018g751a, Ephydatia_muelleri_Em0018g766a Em0018g766a, Ephydatia_muelleri_Em0018g741a Em0018g741a, Ephydatia_muelleri_Em0018g747a Em0018g747a, Ephydatia_muelleri_Em0018g739a Em0018g739a, Ephydatia_muelleri_Em0018g756a Em0018g756a, Ephydatia_muelleri_Em0018g728a Em0018g728a
N5.HOG0000013	OG0000001	n28																															Amphimedon_queenslandica_tr_A0A1X7UHN7_A0A1X7UHN7_AMPQE tr_A0A1X7UHN7_A0A1X7UHN7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100638010 PE=4 SV=1	
N5.HOG0000014	OG0000001	n31																															Amphimedon_queenslandica_tr_A0A1X7VW10_A0A1X7VW10_AMPQE tr_A0A1X7VW10_A0A1X7VW10_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109582339 PE=4 SV=1	
N5.HOG0000015	OG0000001	n48																												Trichoplax_specH2_tr_A0A369SGJ7_A0A369SGJ7_9METZ tr|A0A369SGJ7|A0A369SGJ7_9METZ Laminin subunit beta-1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_001775 PE=4 SV=1	Tricoplax_adhaerens_tr_B3RUG1_B3RUG1_TRIAD tr_B3RUG1_B3RUG1_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_24524 PE=4 SV=1		Amphimedon_queenslandica_tr_A0A1X7VTD0_A0A1X7VTD0_AMPQE tr_A0A1X7VTD0_A0A1X7VTD0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105314164 PE=4 SV=1	
N5.HOG0000016	OG0000001	n137																															Amphimedon_queenslandica_tr_A0A1X7U8Z0_A0A1X7U8Z0_AMPQE tr_A0A1X7U8Z0_A0A1X7U8Z0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0006g1464a Em0006g1464a, Ephydatia_muelleri_Em0006g1452a Em0006g1452a, Ephydatia_muelleri_Em0006g1465a Em0006g1465a, Ephydatia_muelleri_Em0007g177a Em0007g177a, Ephydatia_muelleri_Em0006g1457a Em0006g1457a, Ephydatia_muelleri_Em0006g1446a Em0006g1446a, Ephydatia_muelleri_Em0006g1438a Em0006g1438a, Ephydatia_muelleri_Em0006g1439a Em0006g1439a, Ephydatia_muelleri_Em0006g1442a Em0006g1442a
N5.HOG0000017	OG0000001	n170																													Tricoplax_adhaerens_tr_B3S0H4_B3S0H4_TRIAD tr_B3S0H4_B3S0H4_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57049 PE=4 SV=1			
N5.HOG0000018	OG0000001	n187																																Ephydatia_muelleri_Em0009g1115a Em0009g1115a
N5.HOG0000019	OG0000001	n230																															Amphimedon_queenslandica_tr_A0A1X7TTJ7_A0A1X7TTJ7_AMPQE tr_A0A1X7TTJ7_A0A1X7TTJ7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N5.HOG0000020	OG0000001	n233																												Trichoplax_specH2_tr_A0A369S6H3_A0A369S6H3_9METZ tr|A0A369S6H3|A0A369S6H3_9METZ Protein sidekick-1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_005469 PE=4 SV=1	Tricoplax_adhaerens_tr_B3RXC1_B3RXC1_TRIAD tr_B3RXC1_B3RXC1_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56157 PE=4 SV=1			
N5.HOG0000021	OG0000001	n267																																Ephydatia_muelleri_Em0011g127a Em0011g127a
N5.HOG0000022	OG0000001	n323																													Tricoplax_adhaerens_tr_B3RI09_B3RI09_TRIAD tr_B3RI09_B3RI09_TRIAD Fibronectin type-III domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_18482 PE=4 SV=1			
N5.HOG0000023	OG0000001	n388																															Amphimedon_queenslandica_tr_A0A1X7VJK8_A0A1X7VJK8_AMPQE tr_A0A1X7VJK8_A0A1X7VJK8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VJP3_A0A1X7VJP3_AMPQE tr_A0A1X7VJP3_A0A1X7VJP3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7ULH8_A0A1X7ULH8_AMPQE tr_A0A1X7ULH8_A0A1X7ULH8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1, Amphimedon_queenslandica_tr_A0A1X7VI68_A0A1X7VI68_AMPQE tr_A0A1X7VI68_A0A1X7VI68_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0015g115a Em0015g115a, Ephydatia_muelleri_Em0015g114a Em0015g114a, Ephydatia_muelleri_Em0015g113a Em0015g113a
N5.HOG0000024	OG0000001	n464																												Trichoplax_specH2_tr_A0A369S2W3_A0A369S2W3_9METZ tr|A0A369S2W3|A0A369S2W3_9METZ Protein sidekick-2 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_006253 PE=4 SV=1	Tricoplax_adhaerens_tr_B3RQ47_B3RQ47_TRIAD tr_B3RQ47_B3RQ47_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53774 PE=4 SV=1			
N5.HOG0000025	OG0000001	n494																												Trichoplax_specH2_tr_A0A369S5F0_A0A369S5F0_9METZ tr|A0A369S5F0|A0A369S5F0_9METZ Down syndrome cell adhesion molecule-like protein OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_007185 PE=4 SV=1	Tricoplax_adhaerens_tr_B3RIT3_B3RIT3_TRIAD tr_B3RIT3_B3RIT3_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51357 PE=4 SV=1			
N5.HOG0000026	OG0000001	n518																															Amphimedon_queenslandica_tr_A0A1X7TD79_A0A1X7TD79_AMPQE tr_A0A1X7TD79_A0A1X7TD79_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N5.HOG0000027	OG0000001	n536																												Trichoplax_specH2_tr_A0A369S6Z7_A0A369S6Z7_9METZ tr|A0A369S6Z7|A0A369S6Z7_9METZ Netrin receptor DCC _Fragment_ OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_005283 PE=4 SV=1	Tricoplax_adhaerens_tr_B3S1F7_B3S1F7_TRIAD tr_B3S1F7_B3S1F7_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57814 PE=4 SV=1		Amphimedon_queenslandica_tr_A0A1X7VS91_A0A1X7VS91_AMPQE tr_A0A1X7VS91_A0A1X7VS91_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109584697 PE=4 SV=1	
N5.HOG0000028	OG0000001	n540																													Tricoplax_adhaerens_tr_B3S9V4_B3S9V4_TRIAD tr_B3S9V4_B3S9V4_TRIAD Fibronectin type-III domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_31696 PE=4 SV=1			
N5.HOG0000029	OG0000001	n544																												Trichoplax_specH2_tr_A0A369RMI3_A0A369RMI3_9METZ tr|A0A369RMI3|A0A369RMI3_9METZ Tyrosine-protein phosphatase Lar _Fragment_ OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_011819 PE=4 SV=1, Trichoplax_specH2_tr_A0A369RMF1_A0A369RMF1_9METZ tr|A0A369RMF1|A0A369RMF1_9METZ Receptor-type tyrosine-protein phosphatase F OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_012065 PE=4 SV=1	Tricoplax_adhaerens_tr_B3S795_B3S795_TRIAD tr_B3S795_B3S795_TRIAD Fibronectin type-III domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_7606 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S9D0_B3S9D0_TRIAD tr_B3S9D0_B3S9D0_TRIAD Fibronectin type-III domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_31561 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SDS8_B3SDS8_TRIAD tr_B3SDS8_B3SDS8_TRIAD Fibronectin type-III domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_3903 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S7A0_B3S7A0_TRIAD tr_B3S7A0_B3S7A0_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_30409 PE=4 SV=1			
N5.HOG0000030	OG0000001	n551																															Amphimedon_queenslandica_tr_A0A1X7VP48_A0A1X7VP48_AMPQE tr_A0A1X7VP48_A0A1X7VP48_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0021g358a Em0021g358a, Ephydatia_muelleri_Em0021g361a Em0021g361a, Ephydatia_muelleri_Em0003g1623a Em0003g1623a, Ephydatia_muelleri_Em0003g1616a Em0003g1616a, Ephydatia_muelleri_Em0003g1628a Em0003g1628a, Ephydatia_muelleri_Em0011g443a Em0011g443a
N5.HOG0000031	OG0000001	n614																																Ephydatia_muelleri_Em0308g1a Em0308g1a, Ephydatia_muelleri_Em0304g1a Em0304g1a, Ephydatia_muelleri_Em0178g1a Em0178g1a, Ephydatia_muelleri_Em0119g1a Em0119g1a, Ephydatia_muelleri_Em0001g2804a Em0001g2804a, Ephydatia_muelleri_Em0610g2a Em0610g2a, Ephydatia_muelleri_Em0001g2801a Em0001g2801a, Ephydatia_muelleri_Em0015g484a Em0015g484a, Ephydatia_muelleri_Em0001g2821a Em0001g2821a, Ephydatia_muelleri_Em0001g2790a Em0001g2790a, Ephydatia_muelleri_Em0542g1a Em0542g1a, Ephydatia_muelleri_Em0607g3a Em0607g3a
N5.HOG0000032	OG0000001	n650																															Amphimedon_queenslandica_tr_A0A1X7UDR2_A0A1X7UDR2_AMPQE tr_A0A1X7UDR2_A0A1X7UDR2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UEI7_A0A1X7UEI7_AMPQE tr_A0A1X7UEI7_A0A1X7UEI7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UEK4_A0A1X7UEK4_AMPQE tr_A0A1X7UEK4_A0A1X7UEK4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SR16_A0A1X7SR16_AMPQE tr_A0A1X7SR16_A0A1X7SR16_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
