HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N20.HOG0000018	OG0000002	n41																							Beroe_ovata_Bova1_4.0113.g13.t1 Bova1_4.0113.g13.t1	Mnemiopsis_leidyi_ML02152a ML02152a								
N20.HOG0000019	OG0000002	n43																							Beroe_ovata_Bova1_4.0287.g9.t1 Bova1_4.0287.g9.t1, Beroe_ovata_Bova1_4.0287.g10.t1 Bova1_4.0287.g10.t1	Mnemiopsis_leidyi_ML104325a ML104325a								
N20.HOG0000020	OG0000002	n46																							Beroe_ovata_Bova1_4.0006.g158.t1 Bova1_4.0006.g158.t1	Mnemiopsis_leidyi_ML014910a ML014910a								
N20.HOG0000021	OG0000002	n49																							Beroe_ovata_Bova1_4.0022.g96.t1 Bova1_4.0022.g96.t1	Mnemiopsis_leidyi_ML04601a ML04601a								
N20.HOG0000022	OG0000002	n51																							Beroe_ovata_Bova1_4.0017.g28.t1 Bova1_4.0017.g28.t1, Beroe_ovata_Bova1_4.0017.g27.t1 Bova1_4.0017.g27.t1	Mnemiopsis_leidyi_ML06976a ML06976a								
N20.HOG0000023	OG0000002	n122																							Beroe_ovata_Bova1_4.0019.g34.t1 Bova1_4.0019.g34.t1	Mnemiopsis_leidyi_ML049019a ML049019a								
N20.HOG0000024	OG0000002	n125																							Beroe_ovata_Bova1_4.0105.g2.t1 Bova1_4.0105.g2.t1, Beroe_ovata_Bova1_4.0092.g42.t1 Bova1_4.0092.g42.t1	Mnemiopsis_leidyi_ML34222a ML34222a								
N20.HOG0000025	OG0000002	n150																							Beroe_ovata_Bova1_4.0019.g35.t1 Bova1_4.0019.g35.t1									
N20.HOG0000026	OG0000002	n354																							Beroe_ovata_Bova1_4.0556.g1.t1 Bova1_4.0556.g1.t1									
N20.HOG0000027	OG0000002	n358																							Beroe_ovata_Bova1_4.0059.g49.t3 Bova1_4.0059.g49.t3, Beroe_ovata_Bova1_4.0059.g49.t1 Bova1_4.0059.g49.t1, Beroe_ovata_Bova1_4.0059.g49.t2 Bova1_4.0059.g49.t2, Beroe_ovata_Bova1_4.0024.g32.t1 Bova1_4.0024.g32.t1	Mnemiopsis_leidyi_ML05979a ML05979a								
N20.HOG0000028	OG0000002	n364																							Beroe_ovata_Bova1_4.0560.g1.t1 Bova1_4.0560.g1.t1	Mnemiopsis_leidyi_ML08108a ML08108a								
N20.HOG0000029	OG0000002	n511																							Beroe_ovata_Bova1_4.0022.g39.t1 Bova1_4.0022.g39.t1	Mnemiopsis_leidyi_ML05299a ML05299a								
N20.HOG0000030	OG0000002	n512																							Beroe_ovata_Bova1_4.0143.g14.t1 Bova1_4.0143.g14.t1	Mnemiopsis_leidyi_ML016334a ML016334a								
N20.HOG0000031	OG0000002	n539																								Mnemiopsis_leidyi_ML033229a ML033229a								
N20.HOG0000032	OG0000002	n574																							Beroe_ovata_Bova1_4.0002.g184.t1 Bova1_4.0002.g184.t1									
N20.HOG0000033	OG0000002	n620																							Beroe_ovata_Bova1_4.0147.g36.t1 Bova1_4.0147.g36.t1	Mnemiopsis_leidyi_ML040510a ML040510a								
N20.HOG0000034	OG0000002	n632																								Mnemiopsis_leidyi_ML20422a ML20422a								
N20.HOG0000035	OG0000002	n636																								Mnemiopsis_leidyi_ML030920a ML030920a, Mnemiopsis_leidyi_ML234011a ML234011a, Mnemiopsis_leidyi_ML02691a ML02691a, Mnemiopsis_leidyi_ML09091a ML09091a, Mnemiopsis_leidyi_ML05985a ML05985a, Mnemiopsis_leidyi_ML460824a ML460824a, Mnemiopsis_leidyi_ML154111a ML154111a, Mnemiopsis_leidyi_ML259914a ML259914a, Mnemiopsis_leidyi_ML00858a ML00858a								
N20.HOG0000036	OG0000002	n656																								Mnemiopsis_leidyi_ML14871a ML14871a								
N20.HOG0000037	OG0000002	n658																								Mnemiopsis_leidyi_ML093048a ML093048a								
N20.HOG0000038	OG0000002	n737																							Beroe_ovata_Bova1_4.0116.g21.t1 Bova1_4.0116.g21.t1	Mnemiopsis_leidyi_ML27988a ML27988a								
N20.HOG0000039	OG0000002	n764																							Beroe_ovata_Bova1_4.0035.g60.t1 Bova1_4.0035.g60.t1									
N20.HOG0000040	OG0000002	n824																								Mnemiopsis_leidyi_ML050913a ML050913a								
N20.HOG0000041	OG0000002	n970																								Mnemiopsis_leidyi_ML27985a ML27985a, Mnemiopsis_leidyi_ML000132a ML000132a, Mnemiopsis_leidyi_ML10112a ML10112a, Mnemiopsis_leidyi_ML10113a ML10113a, Mnemiopsis_leidyi_ML271515a ML271515a, Mnemiopsis_leidyi_ML460822a ML460822a								
N20.HOG0000042	OG0000002	n1040																								Mnemiopsis_leidyi_ML07453a ML07453a								
N20.HOG0000043	OG0000002	n1043																							Beroe_ovata_Bova1_4.0176.g1.t1 Bova1_4.0176.g1.t1, Beroe_ovata_Bova1_4.2215.g1.t1 Bova1_4.2215.g1.t1									
N20.HOG0000044	OG0000002	n1071																							Beroe_ovata_Bova1_4.0084.g30.t1 Bova1_4.0084.g30.t1, Beroe_ovata_Bova1_4.0084.g31.t1 Bova1_4.0084.g31.t1									
N20.HOG0000045	OG0000002	n1076																							Beroe_ovata_Bova1_4.0113.g24.t1 Bova1_4.0113.g24.t1, Beroe_ovata_Bova1_4.0113.g23.t1 Bova1_4.0113.g23.t1, Beroe_ovata_Bova1_4.0068.g44.t1 Bova1_4.0068.g44.t1	Mnemiopsis_leidyi_ML10553a ML10553a, Mnemiopsis_leidyi_ML14987a ML14987a, Mnemiopsis_leidyi_ML090217a ML090217a								
N20.HOG0000046	OG0000003	n106																							Beroe_ovata_Bova1_4.0188.g3.t1 Bova1_4.0188.g3.t1, Beroe_ovata_Bova1_4.0188.g5.t1 Bova1_4.0188.g5.t1									
N20.HOG0000047	OG0000003	n211																							Beroe_ovata_Bova1_4.0552.g4.t1 Bova1_4.0552.g4.t1, Beroe_ovata_Bova1_4.0203.g12.t2 Bova1_4.0203.g12.t2, Beroe_ovata_Bova1_4.0203.g12.t1 Bova1_4.0203.g12.t1, Beroe_ovata_Bova1_4.0552.g5.t1 Bova1_4.0552.g5.t1, Beroe_ovata_Bova1_4.0203.g13.t1 Bova1_4.0203.g13.t1	Mnemiopsis_leidyi_ML216321a ML216321a								
N20.HOG0000048	OG0000003	n218																							Beroe_ovata_Bova1_4.2546.g1.t1 Bova1_4.2546.g1.t1									
N20.HOG0000049	OG0000003	n489																								Mnemiopsis_leidyi_ML01786a ML01786a								
N20.HOG0000050	OG0000003	n779																							Beroe_ovata_Bova1_4.0033.g69.t1 Bova1_4.0033.g69.t1	Mnemiopsis_leidyi_ML056959a ML056959a								
N20.HOG0000051	OG0000003	n821																							Beroe_ovata_Bova1_4.0075.g12.t1 Bova1_4.0075.g12.t1	Mnemiopsis_leidyi_ML090113a ML090113a								
N20.HOG0000052	OG0000004	n570																							Beroe_ovata_Bova1_4.0153.g12.t1 Bova1_4.0153.g12.t1, Beroe_ovata_Bova1_4.0070.g19.t1 Bova1_4.0070.g19.t1, Beroe_ovata_Bova1_4.0153.g8.t1 Bova1_4.0153.g8.t1, Beroe_ovata_Bova1_4.0070.g24.t1 Bova1_4.0070.g24.t1, Beroe_ovata_Bova1_4.0070.g25.t1 Bova1_4.0070.g25.t1									
N20.HOG0000053	OG0000004	n575																								Mnemiopsis_leidyi_ML077636a ML077636a								
N20.HOG0000054	OG0000004	n576																								Mnemiopsis_leidyi_ML270522a ML270522a								
N20.HOG0000055	OG0000004	n646																							Beroe_ovata_Bova1_4.0262.g2.t1 Bova1_4.0262.g2.t1									
N20.HOG0000056	OG0000004	n652																							Beroe_ovata_Bova1_4.0124.g42.t1 Bova1_4.0124.g42.t1	Mnemiopsis_leidyi_ML306110a ML306110a								
N20.HOG0000057	OG0000004	n661																							Beroe_ovata_Bova1_4.0089.g49.t1 Bova1_4.0089.g49.t1	Mnemiopsis_leidyi_ML00359a ML00359a								
N20.HOG0000058	OG0000004	n755																							Beroe_ovata_Bova1_4.0009.g97.t1 Bova1_4.0009.g97.t1									
N20.HOG0000059	OG0000005	n20																								Mnemiopsis_leidyi_ML073034a ML073034a								
N20.HOG0000060	OG0000005	n34																							Beroe_ovata_Bova1_4.0134.g16.t1 Bova1_4.0134.g16.t1	Mnemiopsis_leidyi_ML104615a ML104615a, Mnemiopsis_leidyi_ML104616a ML104616a								
N20.HOG0000061	OG0000005	n37																								Mnemiopsis_leidyi_ML00083a ML00083a								
N20.HOG0000062	OG0000005	n206																							Beroe_ovata_Bova1_4.0259.g12.t1 Bova1_4.0259.g12.t1	Mnemiopsis_leidyi_ML073410a ML073410a								
N20.HOG0000063	OG0000005	n295																							Beroe_ovata_Bova1_4.0020.g36.t1 Bova1_4.0020.g36.t1, Beroe_ovata_Bova1_4.0020.g37.t1 Bova1_4.0020.g37.t1	Mnemiopsis_leidyi_ML19042a ML19042a								
N20.HOG0000064	OG0000005	n300																							Beroe_ovata_Bova1_4.0536.g2.t1 Bova1_4.0536.g2.t1									
N20.HOG0000065	OG0000005	n315																							Beroe_ovata_Bova1_4.0019.g62.t1 Bova1_4.0019.g62.t1	Mnemiopsis_leidyi_ML05712a ML05712a								
N20.HOG0000066	OG0000005	n335																							Beroe_ovata_Bova1_4.0040.g7.t1 Bova1_4.0040.g7.t1, Beroe_ovata_Bova1_4.0040.g7.t2 Bova1_4.0040.g7.t2	Mnemiopsis_leidyi_ML348710a ML348710a								
N20.HOG0000067	OG0000006	n141																							Beroe_ovata_Bova1_4.0221.g2.t1 Bova1_4.0221.g2.t1	Mnemiopsis_leidyi_ML15411a ML15411a								
N20.HOG0000068	OG0000006	n196																							Beroe_ovata_Bova1_4.0112.g36.t1 Bova1_4.0112.g36.t1	Mnemiopsis_leidyi_ML085711a ML085711a								
N20.HOG0000069	OG0000006	n313																							Beroe_ovata_Bova1_4.0105.g13.t2 Bova1_4.0105.g13.t2, Beroe_ovata_Bova1_4.0105.g13.t1 Bova1_4.0105.g13.t1	Mnemiopsis_leidyi_ML14766a ML14766a								
N20.HOG0000070	OG0000006	n374																							Beroe_ovata_Bova1_4.0014.g28.t1 Bova1_4.0014.g28.t1									
N20.HOG0000071	OG0000006	n398																							Beroe_ovata_Bova1_4.0012.g13.t1 Bova1_4.0012.g13.t1	Mnemiopsis_leidyi_ML085031a ML085031a								
N20.HOG0000072	OG0000006	n430																							Beroe_ovata_Bova1_4.0426.g1.t1 Bova1_4.0426.g1.t1, Beroe_ovata_Bova1_4.0137.g7.t1 Bova1_4.0137.g7.t1, Beroe_ovata_Bova1_4.0347.g7.t1 Bova1_4.0347.g7.t1, Beroe_ovata_Bova1_4.0312.g12.t1 Bova1_4.0312.g12.t1, Beroe_ovata_Bova1_4.0078.g13.t1 Bova1_4.0078.g13.t1, Beroe_ovata_Bova1_4.0002.g198.t1 Bova1_4.0002.g198.t1	Mnemiopsis_leidyi_ML002510a ML002510a								
N20.HOG0000073	OG0000006	n436																							Beroe_ovata_Bova1_4.0164.g21.t1 Bova1_4.0164.g21.t1	Mnemiopsis_leidyi_ML03095a ML03095a, Mnemiopsis_leidyi_ML05046a ML05046a, Mnemiopsis_leidyi_ML216318a ML216318a, Mnemiopsis_leidyi_ML141715a ML141715a, Mnemiopsis_leidyi_ML218836a ML218836a								
N20.HOG0000074	OG0000006	n636																								Mnemiopsis_leidyi_ML234530a ML234530a								
N20.HOG0000075	OG0000006	n652																							Beroe_ovata_Bova1_4.1808.g1.t1 Bova1_4.1808.g1.t1	Mnemiopsis_leidyi_ML077215a ML077215a								
N20.HOG0000076	OG0000006	n654																							Beroe_ovata_Bova1_4.0097.g29.t1 Bova1_4.0097.g29.t1									
N20.HOG0000077	OG0000006	n656																							Beroe_ovata_Bova1_4.0097.g23.t1 Bova1_4.0097.g23.t1, Beroe_ovata_Bova1_4.0097.g22.t1 Bova1_4.0097.g22.t1	Mnemiopsis_leidyi_ML077218a ML077218a								
N20.HOG0000078	OG0000006	n660																								Mnemiopsis_leidyi_ML00406a ML00406a								
N20.HOG0000079	OG0000006	n671																							Beroe_ovata_Bova1_4.0170.g6.t2 Bova1_4.0170.g6.t2, Beroe_ovata_Bova1_4.0170.g6.t1 Bova1_4.0170.g6.t1	Mnemiopsis_leidyi_ML105420a ML105420a								
N20.HOG0000080	OG0000006	n673																							Beroe_ovata_Bova1_4.0005.g63.t1 Bova1_4.0005.g63.t1, Beroe_ovata_Bova1_4.0005.g61.t1 Bova1_4.0005.g61.t1	Mnemiopsis_leidyi_ML105421a ML105421a								
N20.HOG0000081	OG0000006	n675																								Mnemiopsis_leidyi_ML07118a ML07118a								
N20.HOG0000082	OG0000006	n706																							Beroe_ovata_Bova1_4.0328.g2.t1 Bova1_4.0328.g2.t1	Mnemiopsis_leidyi_ML01677a ML01677a								
N20.HOG0000083	OG0000006	n712																							Beroe_ovata_Bova1_4.0159.g20.t1 Bova1_4.0159.g20.t1									
N20.HOG0000084	OG0000006	n715																							Beroe_ovata_Bova1_4.0012.g91.t1 Bova1_4.0012.g91.t1	Mnemiopsis_leidyi_ML07913a ML07913a								
N20.HOG0000085	OG0000006	n716																							Beroe_ovata_Bova1_4.0133.g48.t1 Bova1_4.0133.g48.t1, Beroe_ovata_Bova1_4.2351.g1.t1 Bova1_4.2351.g1.t1, Beroe_ovata_Bova1_4.0133.g49.t1 Bova1_4.0133.g49.t1	Mnemiopsis_leidyi_ML274611a ML274611a								
N20.HOG0000086	OG0000007	n57																							Beroe_ovata_Bova1_4.0498.g2.t1 Bova1_4.0498.g2.t1, Beroe_ovata_Bova1_4.0498.g2.t2 Bova1_4.0498.g2.t2, Beroe_ovata_Bova1_4.0498.g3.t1 Bova1_4.0498.g3.t1									
N20.HOG0000087	OG0000007	n70																							Beroe_ovata_Bova1_4.0577.g3.t1 Bova1_4.0577.g3.t1									
N20.HOG0000088	OG0000007	n86																								Mnemiopsis_leidyi_ML019111a ML019111a								
N20.HOG0000089	OG0000007	n203																							Beroe_ovata_Bova1_4.0286.g1.t1 Bova1_4.0286.g1.t1	Mnemiopsis_leidyi_ML19192a ML19192a								
N20.HOG0000090	OG0000007	n219																							Beroe_ovata_Bova1_4.0184.g4.t3 Bova1_4.0184.g4.t3, Beroe_ovata_Bova1_4.0184.g4.t2 Bova1_4.0184.g4.t2, Beroe_ovata_Bova1_4.0184.g4.t1 Bova1_4.0184.g4.t1									
N20.HOG0000091	OG0000007	n604																							Beroe_ovata_Bova1_4.0012.g66.t1 Bova1_4.0012.g66.t1, Beroe_ovata_Bova1_4.0012.g65.t1 Bova1_4.0012.g65.t1									
N20.HOG0000092	OG0000007	n630																							Beroe_ovata_Bova1_4.0242.g10.t1 Bova1_4.0242.g10.t1									
N20.HOG0000093	OG0000007	n663																							Beroe_ovata_Bova1_4.0279.g17.t1 Bova1_4.0279.g17.t1									
N20.HOG0000094	OG0000008	n26																								Mnemiopsis_leidyi_ML24144a ML24144a								
N20.HOG0000095	OG0000008	n648																							Beroe_ovata_Bova1_4.0272.g1.t1 Bova1_4.0272.g1.t1, Beroe_ovata_Bova1_4.0272.g1.t2 Bova1_4.0272.g1.t2									
N20.HOG0000096	OG0000008	n657																							Beroe_ovata_Bova1_4.0183.g11.t1 Bova1_4.0183.g11.t1	Mnemiopsis_leidyi_ML09866a ML09866a								
N20.HOG0000097	OG0000008	n663																								Mnemiopsis_leidyi_ML128618a ML128618a								
N20.HOG0000098	OG0000009	n59																							Beroe_ovata_Bova1_4.0295.g20.t1 Bova1_4.0295.g20.t1, Beroe_ovata_Bova1_4.0295.g17.t1 Bova1_4.0295.g17.t1	Mnemiopsis_leidyi_ML31401a ML31401a								
N20.HOG0000099	OG0000009	n62																							Beroe_ovata_Bova1_4.0063.g33.t1 Bova1_4.0063.g33.t1	Mnemiopsis_leidyi_ML007435a ML007435a								
N20.HOG0000100	OG0000009	n83																								Mnemiopsis_leidyi_ML016314a ML016314a								
N20.HOG0000101	OG0000009	n255																							Beroe_ovata_Bova1_4.0270.g12.t1 Bova1_4.0270.g12.t1									
N20.HOG0000102	OG0000010	n55																							Beroe_ovata_Bova1_4.0484.g4.t1 Bova1_4.0484.g4.t1, Beroe_ovata_Bova1_4.0484.g4.t2 Bova1_4.0484.g4.t2, Beroe_ovata_Bova1_4.0484.g4.t3 Bova1_4.0484.g4.t3, Beroe_ovata_Bova1_4.0502.g2.t2 Bova1_4.0502.g2.t2, Beroe_ovata_Bova1_4.0502.g2.t4 Bova1_4.0502.g2.t4, Beroe_ovata_Bova1_4.0502.g2.t3 Bova1_4.0502.g2.t3, Beroe_ovata_Bova1_4.0502.g2.t1 Bova1_4.0502.g2.t1									
N20.HOG0000103	OG0000010	n72																							Beroe_ovata_Bova1_4.0001.g27.t1 Bova1_4.0001.g27.t1	Mnemiopsis_leidyi_ML073043a ML073043a								
N20.HOG0000104	OG0000010	n144																							Beroe_ovata_Bova1_4.0400.g1.t1 Bova1_4.0400.g1.t1	Mnemiopsis_leidyi_ML14872a ML14872a								
N20.HOG0000105	OG0000010	n220																							Beroe_ovata_Bova1_4.0065.g13.t2 Bova1_4.0065.g13.t2, Beroe_ovata_Bova1_4.0065.g13.t1 Bova1_4.0065.g13.t1	Mnemiopsis_leidyi_ML010533a ML010533a								
N20.HOG0000106	OG0000010	n223																							Beroe_ovata_Bova1_4.0057.g8.t1 Bova1_4.0057.g8.t1									
N20.HOG0000107	OG0000010	n311																							Beroe_ovata_Bova1_4.0203.g21.t1 Bova1_4.0203.g21.t1	Mnemiopsis_leidyi_ML004921a ML004921a								
N20.HOG0000108	OG0000010	n411																							Beroe_ovata_Bova1_4.0344.g2.t1 Bova1_4.0344.g2.t1, Beroe_ovata_Bova1_4.0113.g30.t1 Bova1_4.0113.g30.t1, Beroe_ovata_Bova1_4.0113.g29.t1 Bova1_4.0113.g29.t1	Mnemiopsis_leidyi_ML00905a ML00905a								
N20.HOG0000109	OG0000011	n5																							Beroe_ovata_Bova1_4.0040.g2.t2 Bova1_4.0040.g2.t2, Beroe_ovata_Bova1_4.0040.g2.t1 Bova1_4.0040.g2.t1									
N20.HOG0000110	OG0000011	n43																								Mnemiopsis_leidyi_ML03051a ML03051a								
N20.HOG0000111	OG0000011	n59																							Beroe_ovata_Bova1_4.0021.g15.t1 Bova1_4.0021.g15.t1	Mnemiopsis_leidyi_ML10905a ML10905a								
N20.HOG0000112	OG0000011	n84																							Beroe_ovata_Bova1_4.0112.g17.t1 Bova1_4.0112.g17.t1									
N20.HOG0000113	OG0000011	n87																								Mnemiopsis_leidyi_ML107912a ML107912a								
N20.HOG0000114	OG0000011	n107																							Beroe_ovata_Bova1_4.0021.g7.t1 Bova1_4.0021.g7.t1									
N20.HOG0000115	OG0000011	n203																								Mnemiopsis_leidyi_ML033235a ML033235a								
N20.HOG0000116	OG0000011	n206																							Beroe_ovata_Bova1_4.0020.g34.t1 Bova1_4.0020.g34.t1	Mnemiopsis_leidyi_ML20267a ML20267a, Mnemiopsis_leidyi_ML20266a ML20266a, Mnemiopsis_leidyi_ML070825a ML070825a, Mnemiopsis_leidyi_ML017921a ML017921a								
N20.HOG0000117	OG0000011	n237																							Beroe_ovata_Bova1_4.0473.g3.t2 Bova1_4.0473.g3.t2, Beroe_ovata_Bova1_4.0473.g3.t1 Bova1_4.0473.g3.t1									
N20.HOG0000118	OG0000011	n397																							Beroe_ovata_Bova1_4.0302.g5.t1 Bova1_4.0302.g5.t1, Beroe_ovata_Bova1_4.0302.g5.t2 Bova1_4.0302.g5.t2, Beroe_ovata_Bova1_4.0010.g40.t1 Bova1_4.0010.g40.t1, Beroe_ovata_Bova1_4.0064.g23.t1 Bova1_4.0064.g23.t1, Beroe_ovata_Bova1_4.0064.g22.t1 Bova1_4.0064.g22.t1, Beroe_ovata_Bova1_4.0015.g70.t1 Bova1_4.0015.g70.t1, Beroe_ovata_Bova1_4.0015.g69.t1 Bova1_4.0015.g69.t1, Beroe_ovata_Bova1_4.0392.g3.t1 Bova1_4.0392.g3.t1, Beroe_ovata_Bova1_4.0080.g30.t1 Bova1_4.0080.g30.t1	Mnemiopsis_leidyi_ML040527a ML040527a, Mnemiopsis_leidyi_ML049626a ML049626a								
N20.HOG0000119	OG0000011	n407																							Beroe_ovata_Bova1_4.0180.g2.t1 Bova1_4.0180.g2.t1	Mnemiopsis_leidyi_ML020038a ML020038a, Mnemiopsis_leidyi_ML24001a ML24001a, Mnemiopsis_leidyi_ML07111a ML07111a, Mnemiopsis_leidyi_ML30814a ML30814a, Mnemiopsis_leidyi_ML00872a ML00872a, Mnemiopsis_leidyi_ML120750a ML120750a, Mnemiopsis_leidyi_ML046712a ML046712a								
N20.HOG0000120	OG0000011	n414																							Beroe_ovata_Bova1_4.0029.g24.t1 Bova1_4.0029.g24.t1	Mnemiopsis_leidyi_ML07112a ML07112a								
