HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N26.HOG0000015	OG0000000	n424											Acropora_digitifera_adi_v1.14253 adi_v1.14253, Acropora_digitifera_adi_v1.08651 adi_v1.08651, Acropora_digitifera_adi_v1.00456 adi_v1.00456, Acropora_digitifera_adi_v1.08650 adi_v1.08650																					
N26.HOG0000016	OG0000000	n427											Acropora_digitifera_adi_v1.14251 adi_v1.14251, Acropora_digitifera_adi_v1.00454 adi_v1.00454, Acropora_digitifera_adi_v1.00455 adi_v1.00455, Acropora_digitifera_adi_v1.21001 adi_v1.21001, Acropora_digitifera_adi_v1.08649 adi_v1.08649				Stylophora_pistillata_Spis22076 Spis22076 SpisGene22076																	
N26.HOG0000017	OG0000000	n432															Stylophora_pistillata_Spis18042 Spis18042 SpisGene18042, Stylophora_pistillata_Spis22993 Spis22993 SpisGene22993																	
N26.HOG0000018	OG0000000	n436											Acropora_digitifera_adi_v1.14254 adi_v1.14254																					
N26.HOG0000019	OG0000000	n446											Acropora_digitifera_adi_v1.08974 adi_v1.08974, Acropora_digitifera_adi_v1.17747 adi_v1.17747, Acropora_digitifera_adi_v1.10971 adi_v1.10971, Acropora_digitifera_adi_v1.03089 adi_v1.03089, Acropora_digitifera_adi_v1.18895 adi_v1.18895																					
N26.HOG0000020	OG0000000	n451															Stylophora_pistillata_Spis9885 Spis9885 SpisGene9885, Stylophora_pistillata_Spis22619 Spis22619 SpisGene22619, Stylophora_pistillata_Spis22620 Spis22620 SpisGene22620, Stylophora_pistillata_Spis24695 Spis24695 SpisGene24695, Stylophora_pistillata_Spis17676 Spis17676 SpisGene17676, Stylophora_pistillata_Spis13935 Spis13935 SpisGene13935, Stylophora_pistillata_Spis10579 Spis10579 SpisGene10579, Stylophora_pistillata_Spis22545 Spis22545 SpisGene22545, Stylophora_pistillata_Spis24864 Spis24864 SpisGene24864, Stylophora_pistillata_Spis19503 Spis19503 SpisGene19503, Stylophora_pistillata_Spis12490 Spis12490 SpisGene12490, Stylophora_pistillata_Spis12489 Spis12489 SpisGene12489, Stylophora_pistillata_Spis19236 Spis19236 SpisGene19236, Stylophora_pistillata_Spis19237 Spis19237 SpisGene19237, Stylophora_pistillata_Spis22546 Spis22546 SpisGene22546, Stylophora_pistillata_Spis24624 Spis24624 SpisGene24624, Stylophora_pistillata_Spis19239 Spis19239 SpisGene19239, Stylophora_pistillata_Spis13910 Spis13910 SpisGene13910																	
N26.HOG0000021	OG0000000	n588															Stylophora_pistillata_Spis18528 Spis18528 SpisGene18528, Stylophora_pistillata_Spis19451 Spis19451 SpisGene19451, Stylophora_pistillata_Spis1850 Spis1850 SpisGene1850, Stylophora_pistillata_Spis23981 Spis23981 SpisGene23981, Stylophora_pistillata_Spis5782 Spis5782 SpisGene5782, Stylophora_pistillata_Spis18527 Spis18527 SpisGene18527, Stylophora_pistillata_Spis1852 Spis1852 SpisGene1852, Stylophora_pistillata_Spis23181 Spis23181 SpisGene23181																	
N26.HOG0000022	OG0000000	n670															Stylophora_pistillata_Spis22449 Spis22449 SpisGene22449, Stylophora_pistillata_Spis22450 Spis22450 SpisGene22450																	
N26.HOG0000023	OG0000000	n676															Stylophora_pistillata_Spis12605 Spis12605 SpisGene12605, Stylophora_pistillata_Spis17776 Spis17776 SpisGene17776																	
N26.HOG0000024	OG0000000	n679											Acropora_digitifera_adi_v1.22096 adi_v1.22096				Stylophora_pistillata_Spis12307 Spis12307 SpisGene12307, Stylophora_pistillata_Spis23976 Spis23976 SpisGene23976, Stylophora_pistillata_Spis12306 Spis12306 SpisGene12306, Stylophora_pistillata_Spis23675 Spis23675 SpisGene23675, Stylophora_pistillata_Spis5600 Spis5600 SpisGene5600, Stylophora_pistillata_Spis12603 Spis12603 SpisGene12603																	
N26.HOG0000025	OG0000000	n713															Stylophora_pistillata_Spis7189 Spis7189 SpisGene7189																	
N26.HOG0000026	OG0000000	n715															Stylophora_pistillata_Spis23677 Spis23677 SpisGene23677, Stylophora_pistillata_Spis16435 Spis16435 SpisGene16435																	
N26.HOG0000027	OG0000000	n731											Acropora_digitifera_adi_v1.18297 adi_v1.18297, Acropora_digitifera_adi_v1.24356 adi_v1.24356																					
N26.HOG0000028	OG0000000	n732											Acropora_digitifera_adi_v1.20123 adi_v1.20123, Acropora_digitifera_adi_v1.13695 adi_v1.13695, Acropora_digitifera_adi_v1.15148 adi_v1.15148, Acropora_digitifera_adi_v1.13912 adi_v1.13912, Acropora_digitifera_adi_v1.20223 adi_v1.20223				Stylophora_pistillata_Spis7226 Spis7226 SpisGene7226, Stylophora_pistillata_Spis22078 Spis22078 SpisGene22078, Stylophora_pistillata_Spis23974 Spis23974 SpisGene23974																	
N26.HOG0000029	OG0000000	n788															Stylophora_pistillata_Spis7191 Spis7191 SpisGene7191, Stylophora_pistillata_Spis23211 Spis23211 SpisGene23211																	
N26.HOG0000030	OG0000000	n807											Acropora_digitifera_adi_v1.00941 adi_v1.00941				Stylophora_pistillata_Spis4473 Spis4473 SpisGene4473																	
N26.HOG0000031	OG0000000	n1024											Acropora_digitifera_adi_v1.19827 adi_v1.19827				Stylophora_pistillata_Spis9824 Spis9824 SpisGene9824, Stylophora_pistillata_Spis9823 Spis9823 SpisGene9823																	
N26.HOG0000032	OG0000000	n1197															Stylophora_pistillata_Spis1765 Spis1765 SpisGene1765, Stylophora_pistillata_Spis9969 Spis9969 SpisGene9969, Stylophora_pistillata_Spis23812 Spis23812 SpisGene23812, Stylophora_pistillata_Spis1776 Spis1776 SpisGene1776, Stylophora_pistillata_Spis1769 Spis1769 SpisGene1769, Stylophora_pistillata_Spis1768 Spis1768 SpisGene1768, Stylophora_pistillata_Spis12607 Spis12607 SpisGene12607, Stylophora_pistillata_Spis15870 Spis15870 SpisGene15870, Stylophora_pistillata_Spis21395 Spis21395 SpisGene21395, Stylophora_pistillata_Spis19397 Spis19397 SpisGene19397, Stylophora_pistillata_Spis22767 Spis22767 SpisGene22767																	
N26.HOG0000033	OG0000000	n1208											Acropora_digitifera_adi_v1.05260 adi_v1.05260, Acropora_digitifera_adi_v1.14266 adi_v1.14266, Acropora_digitifera_adi_v1.11270 adi_v1.11270, Acropora_digitifera_adi_v1.14265 adi_v1.14265				Stylophora_pistillata_Spis24690 Spis24690 SpisGene24690																	
N26.HOG0000034	OG0000001	n2											Acropora_digitifera_adi_v1.15285 adi_v1.15285, Acropora_digitifera_adi_v1.15409 adi_v1.15409																					
N26.HOG0000035	OG0000001	n6											Acropora_digitifera_adi_v1.17690 adi_v1.17690, Acropora_digitifera_adi_v1.07845 adi_v1.07845, Acropora_digitifera_adi_v1.06176 adi_v1.06176																					
N26.HOG0000036	OG0000001	n26											Acropora_digitifera_adi_v1.06433 adi_v1.06433, Acropora_digitifera_adi_v1.03761 adi_v1.03761																					
N26.HOG0000037	OG0000001	n48											Acropora_digitifera_adi_v1.19636 adi_v1.19636				Stylophora_pistillata_Spis17368 Spis17368 SpisGene17368																	
N26.HOG0000038	OG0000001	n114											Acropora_digitifera_adi_v1.01396 adi_v1.01396																					
N26.HOG0000039	OG0000001	n137															Stylophora_pistillata_Spis21911 Spis21911 SpisGene21911																	
N26.HOG0000040	OG0000001	n176											Acropora_digitifera_adi_v1.02555 adi_v1.02555																					
N26.HOG0000041	OG0000001	n211															Stylophora_pistillata_Spis24167 Spis24167 SpisGene24167, Stylophora_pistillata_Spis23377 Spis23377 SpisGene23377, Stylophora_pistillata_Spis19003 Spis19003 SpisGene19003																	
N26.HOG0000042	OG0000001	n216											Acropora_digitifera_adi_v1.16442 adi_v1.16442, Acropora_digitifera_adi_v1.14600 adi_v1.14600																					
N26.HOG0000043	OG0000001	n233											Acropora_digitifera_adi_v1.11962 adi_v1.11962				Stylophora_pistillata_Spis14116 Spis14116 SpisGene14116																	
N26.HOG0000044	OG0000001	n284											Acropora_digitifera_adi_v1.04637 adi_v1.04637				Stylophora_pistillata_Spis16034 Spis16034 SpisGene16034																	
N26.HOG0000045	OG0000001	n310											Acropora_digitifera_adi_v1.08764 adi_v1.08764				Stylophora_pistillata_Spis3034 Spis3034 SpisGene3034																	
N26.HOG0000046	OG0000001	n395											Acropora_digitifera_adi_v1.06273 adi_v1.06273, Acropora_digitifera_adi_v1.05371 adi_v1.05371, Acropora_digitifera_adi_v1.12829 adi_v1.12829, Acropora_digitifera_adi_v1.20934 adi_v1.20934																					
N26.HOG0000047	OG0000001	n410															Stylophora_pistillata_Spis8306 Spis8306 SpisGene8306																	
N26.HOG0000048	OG0000001	n419															Stylophora_pistillata_Spis9292 Spis9292 SpisGene9292																	
N26.HOG0000049	OG0000001	n420															Stylophora_pistillata_Spis11787 Spis11787 SpisGene11787, Stylophora_pistillata_Spis11782 Spis11782 SpisGene11782																	
N26.HOG0000050	OG0000001	n426															Stylophora_pistillata_Spis18233 Spis18233 SpisGene18233																	
N26.HOG0000051	OG0000001	n428															Stylophora_pistillata_Spis7755 Spis7755 SpisGene7755																	
N26.HOG0000052	OG0000001	n430											Acropora_digitifera_adi_v1.04277 adi_v1.04277				Stylophora_pistillata_Spis6005 Spis6005 SpisGene6005																	
N26.HOG0000053	OG0000001	n433											Acropora_digitifera_adi_v1.21086 adi_v1.21086																					
N26.HOG0000054	OG0000001	n436															Stylophora_pistillata_Spis18234 Spis18234 SpisGene18234																	
N26.HOG0000055	OG0000001	n449											Acropora_digitifera_adi_v1.11064 adi_v1.11064																					
N26.HOG0000056	OG0000001	n459											Acropora_digitifera_adi_v1.18078 adi_v1.18078																					
N26.HOG0000057	OG0000001	n464											Acropora_digitifera_adi_v1.00967 adi_v1.00967				Stylophora_pistillata_Spis15904 Spis15904 SpisGene15904																	
N26.HOG0000058	OG0000001	n494											Acropora_digitifera_adi_v1.03506 adi_v1.03506				Stylophora_pistillata_Spis1143 Spis1143 SpisGene1143																	
N26.HOG0000059	OG0000001	n522											Acropora_digitifera_adi_v1.16238 adi_v1.16238, Acropora_digitifera_adi_v1.00487 adi_v1.00487, Acropora_digitifera_adi_v1.13699 adi_v1.13699, Acropora_digitifera_adi_v1.10217 adi_v1.10217, Acropora_digitifera_adi_v1.15607 adi_v1.15607				Stylophora_pistillata_Spis21757 Spis21757 SpisGene21757, Stylophora_pistillata_Spis15993 Spis15993 SpisGene15993																	
N26.HOG0000060	OG0000001	n529											Acropora_digitifera_adi_v1.19548 adi_v1.19548, Acropora_digitifera_adi_v1.09422 adi_v1.09422				Stylophora_pistillata_Spis18847 Spis18847 SpisGene18847, Stylophora_pistillata_Spis18871 Spis18871 SpisGene18871, Stylophora_pistillata_Spis25137 Spis25137 SpisGene25137																	
N26.HOG0000061	OG0000001	n574															Stylophora_pistillata_Spis11419 Spis11419 SpisGene11419, Stylophora_pistillata_Spis21987 Spis21987 SpisGene21987, Stylophora_pistillata_Spis24610 Spis24610 SpisGene24610, Stylophora_pistillata_Spis22210 Spis22210 SpisGene22210, Stylophora_pistillata_Spis24398 Spis24398 SpisGene24398, Stylophora_pistillata_Spis24081 Spis24081 SpisGene24081, Stylophora_pistillata_Spis24899 Spis24899 SpisGene24899, Stylophora_pistillata_Spis19806 Spis19806 SpisGene19806, Stylophora_pistillata_Spis23518 Spis23518 SpisGene23518, Stylophora_pistillata_Spis20488 Spis20488 SpisGene20488, Stylophora_pistillata_Spis23519 Spis23519 SpisGene23519, Stylophora_pistillata_Spis5097 Spis5097 SpisGene5097, Stylophora_pistillata_Spis5101 Spis5101 SpisGene5101, Stylophora_pistillata_Spis5096 Spis5096 SpisGene5096, Stylophora_pistillata_Spis5106 Spis5106 SpisGene5106, Stylophora_pistillata_Spis5102 Spis5102 SpisGene5102, Stylophora_pistillata_Spis5094 Spis5094 SpisGene5094, Stylophora_pistillata_Spis5093 Spis5093 SpisGene5093, Stylophora_pistillata_Spis5095 Spis5095 SpisGene5095, Stylophora_pistillata_Spis24105 Spis24105 SpisGene24105																	
N26.HOG0000062	OG0000001	n594											Acropora_digitifera_adi_v1.23959 adi_v1.23959				Stylophora_pistillata_Spis20490 Spis20490 SpisGene20490, Stylophora_pistillata_Spis22211 Spis22211 SpisGene22211, Stylophora_pistillata_Spis24728 Spis24728 SpisGene24728, Stylophora_pistillata_Spis23949 Spis23949 SpisGene23949, Stylophora_pistillata_Spis12953 Spis12953 SpisGene12953, Stylophora_pistillata_Spis21985 Spis21985 SpisGene21985																	
N26.HOG0000063	OG0000001	n600											Acropora_digitifera_adi_v1.15527 adi_v1.15527, Acropora_digitifera_adi_v1.22420 adi_v1.22420, Acropora_digitifera_adi_v1.18763 adi_v1.18763, Acropora_digitifera_adi_v1.21915 adi_v1.21915, Acropora_digitifera_adi_v1.11811 adi_v1.11811				Stylophora_pistillata_Spis19805 Spis19805 SpisGene19805, Stylophora_pistillata_Spis5111 Spis5111 SpisGene5111, Stylophora_pistillata_Spis19804 Spis19804 SpisGene19804, Stylophora_pistillata_Spis5105 Spis5105 SpisGene5105, Stylophora_pistillata_Spis19843 Spis19843 SpisGene19843, Stylophora_pistillata_Spis18723 Spis18723 SpisGene18723, Stylophora_pistillata_Spis23389 Spis23389 SpisGene23389																	
N26.HOG0000064	OG0000001	n611															Stylophora_pistillata_Spis12952 Spis12952 SpisGene12952, Stylophora_pistillata_Spis25533 Spis25533 SpisGene25533																	
N26.HOG0000065	OG0000001	n632											Acropora_digitifera_adi_v1.24527 adi_v1.24527, Acropora_digitifera_adi_v1.18047 adi_v1.18047, Acropora_digitifera_adi_v1.08920 adi_v1.08920, Acropora_digitifera_adi_v1.00227 adi_v1.00227				Stylophora_pistillata_Spis24427 Spis24427 SpisGene24427, Stylophora_pistillata_Spis19153 Spis19153 SpisGene19153, Stylophora_pistillata_Spis19154 Spis19154 SpisGene19154, Stylophora_pistillata_Spis19157 Spis19157 SpisGene19157																	
N26.HOG0000066	OG0000001	n641															Stylophora_pistillata_Spis18087 Spis18087 SpisGene18087																	
N26.HOG0000067	OG0000001	n688											Acropora_digitifera_adi_v1.14231 adi_v1.14231, Acropora_digitifera_adi_v1.21625 adi_v1.21625				Stylophora_pistillata_Spis16360 Spis16360 SpisGene16360																	
N26.HOG0000068	OG0000001	n704															Stylophora_pistillata_Spis16332 Spis16332 SpisGene16332																	
N26.HOG0000069	OG0000001	n733															Stylophora_pistillata_Spis17176 Spis17176 SpisGene17176																	
N26.HOG0000070	OG0000001	n735															Stylophora_pistillata_Spis16684 Spis16684 SpisGene16684, Stylophora_pistillata_Spis16687 Spis16687 SpisGene16687, Stylophora_pistillata_Spis23488 Spis23488 SpisGene23488, Stylophora_pistillata_Spis16688 Spis16688 SpisGene16688																	
N26.HOG0000071	OG0000001	n742															Stylophora_pistillata_Spis2957 Spis2957 SpisGene2957																	
N26.HOG0000072	OG0000001	n763															Stylophora_pistillata_Spis12987 Spis12987 SpisGene12987																	
N26.HOG0000073	OG0000001	n799															Stylophora_pistillata_Spis14826.t2 Spis14826.t2 SpisGene14826																	
N26.HOG0000074	OG0000001	n821															Stylophora_pistillata_Spis19493 Spis19493 SpisGene19493																	
N26.HOG0000075	OG0000001	n828											Acropora_digitifera_adi_v1.09526 adi_v1.09526, Acropora_digitifera_adi_v1.13954 adi_v1.13954, Acropora_digitifera_adi_v1.22460 adi_v1.22460				Stylophora_pistillata_Spis5051 Spis5051 SpisGene5051																	
N26.HOG0000076	OG0000001	n858											Acropora_digitifera_adi_v1.01229 adi_v1.01229				Stylophora_pistillata_Spis2356 Spis2356 SpisGene2356																	
N26.HOG0000077	OG0000001	n889											Acropora_digitifera_adi_v1.22406 adi_v1.22406, Acropora_digitifera_adi_v1.09509 adi_v1.09509																					
N26.HOG0000078	OG0000001	n900											Acropora_digitifera_adi_v1.20924 adi_v1.20924, Acropora_digitifera_adi_v1.22909 adi_v1.22909, Acropora_digitifera_adi_v1.17200 adi_v1.17200, Acropora_digitifera_adi_v1.22911 adi_v1.22911				Stylophora_pistillata_Spis5046 Spis5046 SpisGene5046, Stylophora_pistillata_Spis23102 Spis23102 SpisGene23102																	
N26.HOG0000079	OG0000001	n1001											Acropora_digitifera_adi_v1.11082 adi_v1.11082																					
N26.HOG0000080	OG0000001	n1045															Stylophora_pistillata_Spis313 Spis313 SpisGene313																	
N26.HOG0000081	OG0000001	n1053											Acropora_digitifera_adi_v1.10769 adi_v1.10769				Stylophora_pistillata_Spis312 Spis312 SpisGene312																	
N26.HOG0000082	OG0000001	n1075											Acropora_digitifera_adi_v1.01960 adi_v1.01960				Stylophora_pistillata_Spis3304 Spis3304 SpisGene3304																	
N26.HOG0000083	OG0000001	n1104											Acropora_digitifera_adi_v1.06175 adi_v1.06175				Stylophora_pistillata_Spis315 Spis315 SpisGene315																	
N26.HOG0000084	OG0000001	n1153											Acropora_digitifera_adi_v1.11383 adi_v1.11383				Stylophora_pistillata_Spis22126 Spis22126 SpisGene22126																	
N26.HOG0000085	OG0000001	n1185															Stylophora_pistillata_Spis645.t2 Spis645.t2 SpisGene645																	
N26.HOG0000086	OG0000001	n1190															Stylophora_pistillata_Spis598 Spis598 SpisGene598																	
N26.HOG0000087	OG0000001	n1195											Acropora_digitifera_adi_v1.19391 adi_v1.19391, Acropora_digitifera_adi_v1.06434 adi_v1.06434																					
N26.HOG0000088	OG0000002	n13															Stylophora_pistillata_Spis16237 Spis16237 SpisGene16237																	
N26.HOG0000089	OG0000002	n65											Acropora_digitifera_adi_v1.10669 adi_v1.10669																					
N26.HOG0000090	OG0000002	n88											Acropora_digitifera_adi_v1.00160 adi_v1.00160, Acropora_digitifera_adi_v1.00161 adi_v1.00161				Stylophora_pistillata_Spis3382 Spis3382 SpisGene3382																	
N26.HOG0000091	OG0000002	n108											Acropora_digitifera_adi_v1.15793 adi_v1.15793, Acropora_digitifera_adi_v1.20102 adi_v1.20102, Acropora_digitifera_adi_v1.13507 adi_v1.13507, Acropora_digitifera_adi_v1.14607 adi_v1.14607				Stylophora_pistillata_Spis10996 Spis10996 SpisGene10996, Stylophora_pistillata_Spis19048 Spis19048 SpisGene19048																	
N26.HOG0000092	OG0000002	n132											Acropora_digitifera_adi_v1.23792 adi_v1.23792, Acropora_digitifera_adi_v1.09348 adi_v1.09348																					
N26.HOG0000093	OG0000002	n134											Acropora_digitifera_adi_v1.09542 adi_v1.09542				Stylophora_pistillata_Spis15041 Spis15041 SpisGene15041																	
N26.HOG0000094	OG0000002	n150											Acropora_digitifera_adi_v1.13969 adi_v1.13969																					
N26.HOG0000095	OG0000002	n187															Stylophora_pistillata_Spis3385.t1 Spis3385.t1 SpisGene3385																	
N26.HOG0000096	OG0000002	n373											Acropora_digitifera_adi_v1.01703 adi_v1.01703				Stylophora_pistillata_Spis10820 Spis10820 SpisGene10820																	
N26.HOG0000097	OG0000002	n374											Acropora_digitifera_adi_v1.01702 adi_v1.01702, Acropora_digitifera_adi_v1.01379 adi_v1.01379, Acropora_digitifera_adi_v1.14561 adi_v1.14561, Acropora_digitifera_adi_v1.01794 adi_v1.01794																					
N26.HOG0000098	OG0000002	n402											Acropora_digitifera_adi_v1.10800 adi_v1.10800				Stylophora_pistillata_Spis372 Spis372 SpisGene372																	
N26.HOG0000099	OG0000002	n493											Acropora_digitifera_adi_v1.06084 adi_v1.06084, Acropora_digitifera_adi_v1.05235 adi_v1.05235																					
N26.HOG0000100	OG0000002	n520											Acropora_digitifera_adi_v1.03778 adi_v1.03778, Acropora_digitifera_adi_v1.17245 adi_v1.17245																					
N26.HOG0000101	OG0000002	n525											Acropora_digitifera_adi_v1.21700 adi_v1.21700, Acropora_digitifera_adi_v1.09763 adi_v1.09763																					
N26.HOG0000102	OG0000002	n542											Acropora_digitifera_adi_v1.13790 adi_v1.13790				Stylophora_pistillata_Spis10500 Spis10500 SpisGene10500																	
N26.HOG0000103	OG0000002	n551											Acropora_digitifera_adi_v1.14486 adi_v1.14486, Acropora_digitifera_adi_v1.21225 adi_v1.21225																					
N26.HOG0000104	OG0000002	n632											Acropora_digitifera_adi_v1.10438 adi_v1.10438																					
N26.HOG0000105	OG0000002	n648															Stylophora_pistillata_Spis3169 Spis3169 SpisGene3169																	
N26.HOG0000106	OG0000002	n660											Acropora_digitifera_adi_v1.09130 adi_v1.09130, Acropora_digitifera_adi_v1.09132 adi_v1.09132																					
N26.HOG0000107	OG0000002	n671											Acropora_digitifera_adi_v1.21416 adi_v1.21416																					
N26.HOG0000108	OG0000002	n672											Acropora_digitifera_adi_v1.13210 adi_v1.13210																					
N26.HOG0000109	OG0000002	n678															Stylophora_pistillata_Spis25564 Spis25564 SpisGene25564																	
N26.HOG0000110	OG0000002	n684															Stylophora_pistillata_Spis4974 Spis4974 SpisGene4974, Stylophora_pistillata_Spis9568 Spis9568 SpisGene9568, Stylophora_pistillata_Spis14369 Spis14369 SpisGene14369																	
N26.HOG0000111	OG0000002	n700											Acropora_digitifera_adi_v1.03952 adi_v1.03952, Acropora_digitifera_adi_v1.12807 adi_v1.12807																					
N26.HOG0000112	OG0000002	n729											Acropora_digitifera_adi_v1.14624 adi_v1.14624, Acropora_digitifera_adi_v1.14936 adi_v1.14936				Stylophora_pistillata_Spis17964.t1 Spis17964.t1 SpisGene17964, Stylophora_pistillata_Spis17966 Spis17966 SpisGene17966																	
N26.HOG0000113	OG0000002	n737															Stylophora_pistillata_Spis16680 Spis16680 SpisGene16680																	
N26.HOG0000114	OG0000002	n771											Acropora_digitifera_adi_v1.11795 adi_v1.11795																					
N26.HOG0000115	OG0000002	n824											Acropora_digitifera_adi_v1.12523 adi_v1.12523				Stylophora_pistillata_Spis3194 Spis3194 SpisGene3194, Stylophora_pistillata_Spis6482 Spis6482 SpisGene6482																	
N26.HOG0000116	OG0000002	n845											Acropora_digitifera_adi_v1.07180 adi_v1.07180				Stylophora_pistillata_Spis12981 Spis12981 SpisGene12981																	
N26.HOG0000117	OG0000002	n848															Stylophora_pistillata_Spis12983 Spis12983 SpisGene12983																	
N26.HOG0000118	OG0000002	n850											Acropora_digitifera_adi_v1.18693 adi_v1.18693, Acropora_digitifera_adi_v1.03981 adi_v1.03981				Stylophora_pistillata_Spis10028 Spis10028 SpisGene10028																	
