HOG	OG	Gene Tree Parent Clade	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
N4.HOG0000230	OG0000004	n603																	Morbakka_virulenta_scaffold109.g53.t1 scaffold109.g53.t1	Clytia_hemispherica_TCONS_00008136-protein TCONS_00008136-protein, Clytia_hemispherica_TCONS_00059597-protein TCONS_00059597-protein	Hydra_vulgaris_Sc4wPfr_715.g30415.t1 Sc4wPfr_715.g30415.t1, Hydra_vulgaris_Sc4wPfr_715.g30416.t1 Sc4wPfr_715.g30416.t1, Hydra_vulgaris_Sc4wPfr_6.g19133.t1 Sc4wPfr_6.g19133.t1		Aurelia_aurita_Seg397.33 Seg397.33 transcript_id=Seg397.33_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg397.33_GoldUCD_D3Y31											
N4.HOG0000231	OG0000004	n619																					Aurelia_aurita_Seg656.1 Seg656.1 transcript_id=Seg656.1_GoldUCD_mRNA.D3Y31 product=Coadhesin protein_id=Seg656.1_GoldUCD_D3Y31											
N4.HOG0000232	OG0000004	n621																		Clytia_hemispherica_TCONS_00067439-protein TCONS_00067439-protein, Clytia_hemispherica_TCONS_00048295-protein TCONS_00048295-protein			Aurelia_aurita_Seg284.5 Seg284.5 transcript_id=Seg284.5_GoldUCD_mRNA.D3Y31 product=Thrombospondin-1 protein_id=Seg284.5_GoldUCD_D3Y31 partial=true											
N4.HOG0000233	OG0000004	n631																					Aurelia_aurita_Seg3985.4 Seg3985.4 transcript_id=Seg3985.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" pseudo=true protein_id=Seg3985.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1706.3 Seg1706.3 transcript_id=Seg1706.3_GoldUCD_mRNA.D3Y31 product=Fibropellin-3 protein_id=Seg1706.3_GoldUCD_D3Y31											
N4.HOG0000234	OG0000004	n637																						Calvadosia_cruxmelitensis_Ccrux.Trinity.3830 Ccrux.Trinity.3830										
N4.HOG0000235	OG0000004	n638																						Calvadosia_cruxmelitensis_Ccrux.Trinity.9484 Ccrux.Trinity.9484										
N4.HOG0000236	OG0000004	n654																		Clytia_hemispherica_TCONS_00006796-protein TCONS_00006796-protein														
N4.HOG0000237	OG0000004	n657																					Aurelia_aurita_Seg755.8 Seg755.8 transcript_id=Seg755.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg755.8_GoldUCD_D3Y31 partial=true											
N4.HOG0000238	OG0000004	n674																						Calvadosia_cruxmelitensis_Ccrux.Trinity.46730 Ccrux.Trinity.46730										
N4.HOG0000239	OG0000004	n678																	Morbakka_virulenta_scaffold495.g5.t1 scaffold495.g5.t1				Aurelia_aurita_Seg1785.4 Seg1785.4 transcript_id=Seg1785.4_GoldUCD_mRNA.D3Y31 product="Protocadherin Fat 4" protein_id=Seg1785.4_GoldUCD_D3Y31											
N4.HOG0000240	OG0000004	n689																	Morbakka_virulenta_scaffold292.g12.t1 scaffold292.g12.t1	Clytia_hemispherica_TCONS_00029812-protein TCONS_00029812-protein	Hydra_vulgaris_Sc4wPfr_483.g14184.t1 Sc4wPfr_483.g14184.t1			Calvadosia_cruxmelitensis_Ccrux.Trinity.24893 Ccrux.Trinity.24893										
N4.HOG0000241	OG0000004	n722																	Morbakka_virulenta_scaffold86.g35.t1 scaffold86.g35.t1	Clytia_hemispherica_TCONS_00053426-protein TCONS_00053426-protein	Hydra_vulgaris_Sc4wPfr_1449.g14260.t1 Sc4wPfr_1449.g14260.t1, Hydra_vulgaris_Sc4wPfr_1449.g14260.t2 Sc4wPfr_1449.g14260.t2		Aurelia_aurita_Seg1267.6 Seg1267.6 transcript_id=Seg1267.6_GoldUCD_mRNA.D3Y31 product="Protocadherin Fat 1" protein_id=Seg1267.6_GoldUCD_D3Y31 partial=true	Calvadosia_cruxmelitensis_Ccrux.Trinity.28659 Ccrux.Trinity.28659, Calvadosia_cruxmelitensis_Ccrux.Trinity.28658 Ccrux.Trinity.28658										
N4.HOG0000242	OG0000004	n760																	Morbakka_virulenta_scaffold152.g33.t1 scaffold152.g33.t1, Morbakka_virulenta_scaffold152.g33.t2 scaffold152.g33.t2	Clytia_hemispherica_TCONS_00067398-protein TCONS_00067398-protein			Aurelia_aurita_Seg593.6 Seg593.6 transcript_id=Seg593.6_GoldUCD_mRNA.D3Y31 product="Cadherin EGF LAG seven-pass G-type receptor 3" protein_id=Seg593.6_GoldUCD_D3Y31	Calvadosia_cruxmelitensis_Ccrux.Trinity.53571 Ccrux.Trinity.53571										
N4.HOG0000243	OG0000004	n766																	Morbakka_virulenta_scaffold1.g56.t1 scaffold1.g56.t1, Morbakka_virulenta_scaffold1.g66.t1 scaffold1.g66.t1, Morbakka_virulenta_scaffold1.g59.t1 scaffold1.g59.t1, Morbakka_virulenta_scaffold1.g57.t1 scaffold1.g57.t1				Aurelia_aurita_Seg1797.2 Seg1797.2 transcript_id=Seg1797.2_GoldUCD_mRNA.D3Y31 product="Protocadherin Fat 4" protein_id=Seg1797.2_GoldUCD_D3Y31	Calvadosia_cruxmelitensis_Ccrux.Trinity.63212 Ccrux.Trinity.63212										
N4.HOG0000244	OG0000004	n774																			Hydra_vulgaris_Sc4wPfr_175.1.g31518.t1 Sc4wPfr_175.1.g31518.t1, Hydra_vulgaris_Sc4wPfr_73.g11569.t1 Sc4wPfr_73.g11569.t1													
N4.HOG0000245	OG0000004	n776																		Clytia_hemispherica_TCONS_00032716-protein TCONS_00032716-protein	Hydra_vulgaris_Sc4wPfr_384.g24818.t1 Sc4wPfr_384.g24818.t1													
N4.HOG0000246	OG0000004	n805																	Morbakka_virulenta_scaffold57.g15.t4 scaffold57.g15.t4, Morbakka_virulenta_scaffold57.g15.t2 scaffold57.g15.t2, Morbakka_virulenta_scaffold57.g15.t3 scaffold57.g15.t3, Morbakka_virulenta_scaffold57.g15.t1 scaffold57.g15.t1	Clytia_hemispherica_TCONS_00068125-protein TCONS_00068125-protein, Clytia_hemispherica_TCONS_00059198-protein TCONS_00059198-protein	Hydra_vulgaris_Sc4wPfr_224.1.g33400.t1 Sc4wPfr_224.1.g33400.t1		Aurelia_aurita_Seg4228.1 Seg4228.1 transcript_id=Seg4228.1_GoldUCD_mRNA.D3Y31 product="Protocadherin beta-8" protein_id=Seg4228.1_GoldUCD_D3Y31	Calvadosia_cruxmelitensis_Ccrux.Trinity.33371 Ccrux.Trinity.33371										
N4.HOG0000247	OG0000004	n832																						Calvadosia_cruxmelitensis_Ccrux.Trinity.56564 Ccrux.Trinity.56564										
N4.HOG0000248	OG0000004	n839																	Morbakka_virulenta_scaffold48.g8.t2 scaffold48.g8.t2, Morbakka_virulenta_scaffold48.g8.t1 scaffold48.g8.t1															
N4.HOG0000249	OG0000004	n841																			Hydra_vulgaris_Sc4wPfr_672.g32789.t1 Sc4wPfr_672.g32789.t1, Hydra_vulgaris_Sc4wPfr_672.g32789.t2 Sc4wPfr_672.g32789.t2													
N4.HOG0000250	OG0000004	n846																					Aurelia_aurita_Seg6275.1 Seg6275.1 transcript_id=Seg6275.1_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg6275.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1821.6 Seg1821.6 transcript_id=Seg1821.6_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg1821.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1821.5 Seg1821.5 transcript_id=Seg1821.5_GoldUCD_mRNA.D3Y31 product="Protocadherin Fat 4" protein_id=Seg1821.5_GoldUCD_D3Y31 partial=true	Calvadosia_cruxmelitensis_Ccrux.Trinity.41056 Ccrux.Trinity.41056, Calvadosia_cruxmelitensis_Ccrux.Trinity.41083 Ccrux.Trinity.41083, Calvadosia_cruxmelitensis_Ccrux.Trinity.41074 Ccrux.Trinity.41074, Calvadosia_cruxmelitensis_Ccrux.Trinity.41080 Ccrux.Trinity.41080, Calvadosia_cruxmelitensis_Ccrux.Trinity.41065 Ccrux.Trinity.41065, Calvadosia_cruxmelitensis_Ccrux.Trinity.41060 Ccrux.Trinity.41060, Calvadosia_cruxmelitensis_Ccrux.Trinity.41047 Ccrux.Trinity.41047										
N4.HOG0000251	OG0000004	n858																					Aurelia_aurita_Seg1839.10 Seg1839.10 transcript_id=Seg1839.10_GoldUCD_mRNA.D3Y31 product="Cadherin-related tumor suppressor" protein_id=Seg1839.10_GoldUCD_D3Y31 partial=true											
N4.HOG0000252	OG0000004	n863																		Clytia_hemispherica_TCONS_00061976-protein TCONS_00061976-protein			Aurelia_aurita_Seg6275.2 Seg6275.2 transcript_id=Seg6275.2_GoldUCD_mRNA.D3Y31 product="Adhesion G protein-coupled receptor B2" protein_id=Seg6275.2_GoldUCD_D3Y31 partial=true	Calvadosia_cruxmelitensis_Ccrux.Trinity.9483 Ccrux.Trinity.9483										
N4.HOG0000253	OG0000005	n25																			Hydra_vulgaris_Sc4wPfr_773.g11723.t1 Sc4wPfr_773.g11723.t1			Calvadosia_cruxmelitensis_Ccrux.Trinity.5034 Ccrux.Trinity.5034										
N4.HOG0000254	OG0000005	n26																	Morbakka_virulenta_scaffold127.g48.t1 scaffold127.g48.t1, Morbakka_virulenta_scaffold127.g49.t1 scaffold127.g49.t1	Clytia_hemispherica_TCONS_00015258-protein TCONS_00015258-protein, Clytia_hemispherica_TCONS_00020465-protein TCONS_00020465-protein	Hydra_vulgaris_Sc4wPfr_29.g30119.t1 Sc4wPfr_29.g30119.t1			Calvadosia_cruxmelitensis_Ccrux.Trinity.9020 Ccrux.Trinity.9020, Calvadosia_cruxmelitensis_Ccrux.Trinity.63285 Ccrux.Trinity.63285										
N4.HOG0000255	OG0000005	n32																	Morbakka_virulenta_scaffold177.g27.t1 scaffold177.g27.t1		Hydra_vulgaris_Sc4wPfr_703.g8971.t1 Sc4wPfr_703.g8971.t1		Aurelia_aurita_Seg703.1 Seg703.1 transcript_id=Seg703.1_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-13" protein_id=Seg703.1_GoldUCD_D3Y31	Calvadosia_cruxmelitensis_Ccrux.Trinity.56607 Ccrux.Trinity.56607										
N4.HOG0000256	OG0000005	n70																					Aurelia_aurita_Seg1361.6 Seg1361.6 transcript_id=Seg1361.6_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-13" protein_id=Seg1361.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1361.3 Seg1361.3 transcript_id=Seg1361.3_GoldUCD_mRNA.D3Y31 product="Chymotrypsinogen B2" protein_id=Seg1361.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2370.3 Seg2370.3 transcript_id=Seg2370.3_GoldUCD_mRNA.D3Y31 product="High choriolytic enzyme 1" protein_id=Seg2370.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2418.4 Seg2418.4 transcript_id=Seg2418.4_GoldUCD_mRNA.D3Y31 product="Tolloid-like protein 1" protein_id=Seg2418.4_GoldUCD_D3Y31	Calvadosia_cruxmelitensis_Ccrux.Trinity.65603 Ccrux.Trinity.65603										
N4.HOG0000257	OG0000005	n75																	Morbakka_virulenta_scaffold14.g118.t1 scaffold14.g118.t1, Morbakka_virulenta_scaffold14.g118.t2 scaffold14.g118.t2, Morbakka_virulenta_scaffold14.g119.t1 scaffold14.g119.t1	Clytia_hemispherica_TCONS_00072424-protein TCONS_00072424-protein, Clytia_hemispherica_TCONS_00046799-protein TCONS_00046799-protein														
N4.HOG0000258	OG0000005	n79																	Morbakka_virulenta_scaffold393.g3.t1 scaffold393.g3.t1, Morbakka_virulenta_scaffold393.g2.t1 scaffold393.g2.t1	Clytia_hemispherica_TCONS_00059668-protein TCONS_00059668-protein, Clytia_hemispherica_TCONS_00072452-protein TCONS_00072452-protein, Clytia_hemispherica_TCONS_00056619-protein TCONS_00056619-protein, Clytia_hemispherica_TCONS_00035264-protein TCONS_00035264-protein, Clytia_hemispherica_TCONS_00036935-protein TCONS_00036935-protein, Clytia_hemispherica_TCONS_00069650-protein TCONS_00069650-protein, Clytia_hemispherica_TCONS_00011313-protein TCONS_00011313-protein, Clytia_hemispherica_TCONS_00002962-protein TCONS_00002962-protein, Clytia_hemispherica_TCONS_00024366-protein TCONS_00024366-protein, Clytia_hemispherica_TCONS_00057830-protein TCONS_00057830-protein, Clytia_hemispherica_TCONS_00024970-protein TCONS_00024970-protein	Hydra_vulgaris_Sc4wPfr_1514.2.g69.t1 Sc4wPfr_1514.2.g69.t1, Hydra_vulgaris_Sc4wPfr_90.g1199.t1 Sc4wPfr_90.g1199.t1, Hydra_vulgaris_Sc4wPfr_312.g4811.t1 Sc4wPfr_312.g4811.t1, Hydra_vulgaris_Sc4wPfr_192.g30630.t1 Sc4wPfr_192.g30630.t1, Hydra_vulgaris_Sc4wPfr_227.g25770.t1 Sc4wPfr_227.g25770.t1, Hydra_vulgaris_Sc4wPfr_192.g30647.t1 Sc4wPfr_192.g30647.t1, Hydra_vulgaris_Sc4wPfr_177.1.g6165.t1 Sc4wPfr_177.1.g6165.t1, Hydra_vulgaris_Sc4wPfr_262.2.g17795.t1 Sc4wPfr_262.2.g17795.t1, Hydra_vulgaris_Sc4wPfr_262.2.g17796.t1 Sc4wPfr_262.2.g17796.t1, Hydra_vulgaris_Sc4wPfr_192.g30648.t1 Sc4wPfr_192.g30648.t1, Hydra_vulgaris_Sc4wPfr_1785.g3389.t1 Sc4wPfr_1785.g3389.t1, Hydra_vulgaris_Sc4wPfr_135.g21760.t1 Sc4wPfr_135.g21760.t1, Hydra_vulgaris_Sc4wPfr_39.g20553.t1 Sc4wPfr_39.g20553.t1, Hydra_vulgaris_Sc4wPfr_39.g20552.t1 Sc4wPfr_39.g20552.t1, Hydra_vulgaris_Sc4wPfr_39.g20547.t1 Sc4wPfr_39.g20547.t1, Hydra_vulgaris_Sc4wPfr_177.1.g6220.t1 Sc4wPfr_177.1.g6220.t1, Hydra_vulgaris_Sc4wPfr_177.1.g6228.t1 Sc4wPfr_177.1.g6228.t1													
N4.HOG0000259	OG0000005	n159																	Morbakka_virulenta_scaffold159.g55.t1 scaffold159.g55.t1, Morbakka_virulenta_scaffold421.g6.t1 scaffold421.g6.t1, Morbakka_virulenta_scaffold421.g6.t2 scaffold421.g6.t2, Morbakka_virulenta_scaffold421.g14.t1 scaffold421.g14.t1, Morbakka_virulenta_scaffold159.g56.t1 scaffold159.g56.t1	Clytia_hemispherica_TCONS_00073000-protein TCONS_00073000-protein, Clytia_hemispherica_TCONS_00073053-protein TCONS_00073053-protein	Hydra_vulgaris_Sc4wPfr_589.g6032.t1 Sc4wPfr_589.g6032.t1, Hydra_vulgaris_Sc4wPfr_589.g6014.t1 Sc4wPfr_589.g6014.t1, Hydra_vulgaris_Sc4wPfr_589.g6008.t1 Sc4wPfr_589.g6008.t1		Aurelia_aurita_Seg2002.8 Seg2002.8 transcript_id=Seg2002.8_GoldUCD_mRNA.D3Y31 product="Astacin-like metalloendopeptidase" protein_id=Seg2002.8_GoldUCD_D3Y31, Aurelia_aurita_Seg2754.5 Seg2754.5 transcript_id=Seg2754.5_GoldUCD_mRNA.D3Y31 product="Astacin-like metalloendopeptidase" protein_id=Seg2754.5_GoldUCD_D3Y31	Calvadosia_cruxmelitensis_Ccrux.Trinity.18101 Ccrux.Trinity.18101										
N4.HOG0000260	OG0000005	n181																	Morbakka_virulenta_scaffold10.g74.t2 scaffold10.g74.t2, Morbakka_virulenta_scaffold10.g74.t1 scaffold10.g74.t1	Clytia_hemispherica_TCONS_00009569-protein TCONS_00009569-protein				Calvadosia_cruxmelitensis_Ccrux.Trinity.30673 Ccrux.Trinity.30673, Calvadosia_cruxmelitensis_Ccrux.Trinity.30682 Ccrux.Trinity.30682, Calvadosia_cruxmelitensis_Ccrux.Trinity.30690 Ccrux.Trinity.30690, Calvadosia_cruxmelitensis_Ccrux.Trinity.30678 Ccrux.Trinity.30678										
N4.HOG0000261	OG0000005	n187																						Calvadosia_cruxmelitensis_Ccrux.Trinity.65291 Ccrux.Trinity.65291										
N4.HOG0000262	OG0000005	n244																					Aurelia_aurita_Seg353.7 Seg353.7 transcript_id=Seg353.7_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-38" protein_id=Seg353.7_GoldUCD_D3Y31, Aurelia_aurita_Seg1823.2 Seg1823.2 transcript_id=Seg1823.2_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-13" protein_id=Seg1823.2_GoldUCD_D3Y31, Aurelia_aurita_Seg5647.1 Seg5647.1 transcript_id=Seg5647.1_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-13" protein_id=Seg5647.1_GoldUCD_D3Y31, Aurelia_aurita_Seg5647.2 Seg5647.2 transcript_id=Seg5647.2_GoldUCD_mRNA.D3Y31 product="Protein SpAN" protein_id=Seg5647.2_GoldUCD_D3Y31											
N4.HOG0000263	OG0000005	n282																	Morbakka_virulenta_scaffold17.g8.t1 scaffold17.g8.t1	Clytia_hemispherica_TCONS_00002523-protein TCONS_00002523-protein	Hydra_vulgaris_Sc4wPfr_377.g82.t1 Sc4wPfr_377.g82.t1			Calvadosia_cruxmelitensis_Ccrux.Trinity.13823 Ccrux.Trinity.13823										
N4.HOG0000264	OG0000005	n292																		Clytia_hemispherica_TCONS_00025486-protein TCONS_00025486-protein, Clytia_hemispherica_TCONS_00071313-protein TCONS_00071313-protein, Clytia_hemispherica_TCONS_00020048-protein TCONS_00020048-protein, Clytia_hemispherica_TCONS_00012296-protein TCONS_00012296-protein, Clytia_hemispherica_TCONS_00027133-protein TCONS_00027133-protein														
N4.HOG0000265	OG0000005	n315																		Clytia_hemispherica_TCONS_00070170-protein TCONS_00070170-protein, Clytia_hemispherica_TCONS_00064563-protein TCONS_00064563-protein, Clytia_hemispherica_TCONS_00002689-protein TCONS_00002689-protein, Clytia_hemispherica_TCONS_00002617-protein TCONS_00002617-protein, Clytia_hemispherica_TCONS_00002686-protein TCONS_00002686-protein, Clytia_hemispherica_TCONS_00051638-protein TCONS_00051638-protein, Clytia_hemispherica_TCONS_00062688-protein TCONS_00062688-protein, Clytia_hemispherica_TCONS_00019373-protein TCONS_00019373-protein	Hydra_vulgaris_Sc4wPfr_264.g27426.t1 Sc4wPfr_264.g27426.t1, Hydra_vulgaris_Sc4wPfr_59.2.g12499.t1 Sc4wPfr_59.2.g12499.t1, Hydra_vulgaris_Sc4wPfr_59.2.g12506.t1 Sc4wPfr_59.2.g12506.t1, Hydra_vulgaris_Sc4wPfr_950.g24023.t2 Sc4wPfr_950.g24023.t2, Hydra_vulgaris_Sc4wPfr_950.g24023.t1 Sc4wPfr_950.g24023.t1, Hydra_vulgaris_Sc4wPfr_950.g24022.t1 Sc4wPfr_950.g24022.t1, Hydra_vulgaris_Sc4wPfr_264.g27426.t2 Sc4wPfr_264.g27426.t2		Aurelia_aurita_Seg4825.1 Seg4825.1 transcript_id=Seg4825.1_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-13" protein_id=Seg4825.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3177.4 Seg3177.4 transcript_id=Seg3177.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3177.4_GoldUCD_D3Y31 partial=true	Calvadosia_cruxmelitensis_Ccrux.Trinity.59659 Ccrux.Trinity.59659										
N4.HOG0000266	OG0000005	n335																					Aurelia_aurita_Seg129.4 Seg129.4 transcript_id=Seg129.4_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-13" protein_id=Seg129.4_GoldUCD_D3Y31											
N4.HOG0000267	OG0000005	n347																	Morbakka_virulenta_scaffold31.g31.t1 scaffold31.g31.t1					Calvadosia_cruxmelitensis_Ccrux.Trinity.53549 Ccrux.Trinity.53549										
N4.HOG0000268	OG0000005	n353																						Calvadosia_cruxmelitensis_Ccrux.Trinity.29869 Ccrux.Trinity.29869, Calvadosia_cruxmelitensis_Ccrux.Trinity.29867 Ccrux.Trinity.29867, Calvadosia_cruxmelitensis_Ccrux.Trinity.29870 Ccrux.Trinity.29870										
N4.HOG0000269	OG0000005	n357																		Clytia_hemispherica_TCONS_00057196-protein TCONS_00057196-protein			Aurelia_aurita_Seg1450.8 Seg1450.8 transcript_id=Seg1450.8_GoldUCD_mRNA.D3Y31 product="Pre-mRNA-processing factor 19" protein_id=Seg1450.8_GoldUCD_D3Y31 partial=true											
N4.HOG0000270	OG0000005	n400																	Morbakka_virulenta_scaffold199.g5.t1 scaffold199.g5.t1				Aurelia_aurita_Seg1835.11 Seg1835.11 transcript_id=Seg1835.11_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-15" protein_id=Seg1835.11_GoldUCD_D3Y31											
N4.HOG0000271	OG0000005	n404																						Calvadosia_cruxmelitensis_Ccrux.Trinity.5896 Ccrux.Trinity.5896, Calvadosia_cruxmelitensis_Ccrux.Trinity.5895 Ccrux.Trinity.5895										
N4.HOG0000272	OG0000005	n406																	Morbakka_virulenta_scaffold203.g14.t2 scaffold203.g14.t2, Morbakka_virulenta_scaffold203.g14.t1 scaffold203.g14.t1	Clytia_hemispherica_TCONS_00000846-protein TCONS_00000846-protein, Clytia_hemispherica_TCONS_00007901-protein TCONS_00007901-protein, Clytia_hemispherica_TCONS_00004270-protein TCONS_00004270-protein	Hydra_vulgaris_Sc4wPfr_920.g410.t1 Sc4wPfr_920.g410.t1, Hydra_vulgaris_Sc4wPfr_29.g30023.t2 Sc4wPfr_29.g30023.t2, Hydra_vulgaris_Sc4wPfr_29.g30023.t1 Sc4wPfr_29.g30023.t1													
N4.HOG0000273	OG0000005	n416																	Morbakka_virulenta_scaffold67.g19.t5 scaffold67.g19.t5, Morbakka_virulenta_scaffold67.g19.t6 scaffold67.g19.t6, Morbakka_virulenta_scaffold67.g19.t2 scaffold67.g19.t2, Morbakka_virulenta_scaffold67.g19.t3 scaffold67.g19.t3, Morbakka_virulenta_scaffold67.g19.t4 scaffold67.g19.t4, Morbakka_virulenta_scaffold67.g19.t1 scaffold67.g19.t1, Morbakka_virulenta_scaffold67.g20.t1 scaffold67.g20.t1, Morbakka_virulenta_scaffold309.g26.t2 scaffold309.g26.t2, Morbakka_virulenta_scaffold309.g26.t1 scaffold309.g26.t1	Clytia_hemispherica_TCONS_00016883-protein TCONS_00016883-protein, Clytia_hemispherica_TCONS_00057198-protein TCONS_00057198-protein, Clytia_hemispherica_TCONS_00048402-protein TCONS_00048402-protein	Hydra_vulgaris_Sc4wPfr_187.g1965.t1 Sc4wPfr_187.g1965.t1													
N4.HOG0000274	OG0000005	n440																	Morbakka_virulenta_scaffold97.g35.t1 scaffold97.g35.t1					Calvadosia_cruxmelitensis_Ccrux.Trinity.74208 Ccrux.Trinity.74208, Calvadosia_cruxmelitensis_Ccrux.Trinity.74207 Ccrux.Trinity.74207, Calvadosia_cruxmelitensis_Ccrux.Trinity.39244 Ccrux.Trinity.39244, Calvadosia_cruxmelitensis_Ccrux.Trinity.39245 Ccrux.Trinity.39245										
N4.HOG0000275	OG0000005	n444																	Morbakka_virulenta_scaffold99.g7.t2 scaffold99.g7.t2, Morbakka_virulenta_scaffold99.g7.t1 scaffold99.g7.t1, Morbakka_virulenta_scaffold44.g41.t2 scaffold44.g41.t2, Morbakka_virulenta_scaffold44.g41.t1 scaffold44.g41.t1	Clytia_hemispherica_TCONS_00006064-protein TCONS_00006064-protein, Clytia_hemispherica_TCONS_00052231-protein TCONS_00052231-protein, Clytia_hemispherica_TCONS_00051903-protein TCONS_00051903-protein	Hydra_vulgaris_Sc4wPfr_363.2.g30322.t1 Sc4wPfr_363.2.g30322.t1		Aurelia_aurita_Seg2768.4 Seg2768.4 transcript_id=Seg2768.4_GoldUCD_mRNA.D3Y31 product="Myelin expression factor 2" protein_id=Seg2768.4_GoldUCD_D3Y31, Aurelia_aurita_Seg1913.8 Seg1913.8 transcript_id=Seg1913.8_GoldUCD_mRNA.D3Y31 product="DNA repair protein RAD50" protein_id=Seg1913.8_GoldUCD_D3Y31, Aurelia_aurita_Seg2635.7 Seg2635.7 transcript_id=Seg2635.7_GoldUCD_mRNA.D3Y31 product="High choriolytic enzyme 1" protein_id=Seg2635.7_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2484.1 Seg2484.1 transcript_id=Seg2484.1_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-14" protein_id=Seg2484.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3324.2 Seg3324.2 transcript_id=Seg3324.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3324.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1899.3 Seg1899.3 transcript_id=Seg1899.3_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-15" protein_id=Seg1899.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2282.1 Seg2282.1 transcript_id=Seg2282.1_GoldUCD_mRNA.D3Y31 product="MAM and LDL-receptor class A domain-containing protein 2" protein_id=Seg2282.1_GoldUCD_D3Y31 partial=true	Calvadosia_cruxmelitensis_Ccrux.Trinity.12666 Ccrux.Trinity.12666, Calvadosia_cruxmelitensis_Ccrux.Trinity.12667 Ccrux.Trinity.12667, Calvadosia_cruxmelitensis_Ccrux.Trinity.49177 Ccrux.Trinity.49177, Calvadosia_cruxmelitensis_Ccrux.Trinity.49173 Ccrux.Trinity.49173, Calvadosia_cruxmelitensis_Ccrux.Trinity.49182 Ccrux.Trinity.49182, Calvadosia_cruxmelitensis_Ccrux.Trinity.51911 Ccrux.Trinity.51911, Calvadosia_cruxmelitensis_Ccrux.Trinity.13820 Ccrux.Trinity.13820, Calvadosia_cruxmelitensis_Ccrux.Trinity.13831 Ccrux.Trinity.13831, Calvadosia_cruxmelitensis_Ccrux.Trinity.62581 Ccrux.Trinity.62581										
