Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Other
OG0000003	Branchiostoma_floridae_tr_A0A9J7M1M5_A0A9J7M1M5_BRAFL tr|A0A9J7M1M5|A0A9J7M1M5_BRAFL C-type lectin lectoxin-Thr1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118427240 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M103_A0A9J7M103_BRAFL tr|A0A9J7M103|A0A9J7M103_BRAFL Snaclec agkisacutacin subunit B-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118427240 PE=4 SV=1	Nematostella_vectensis_NV2t019491001.1 NV2t019491001.1, Nematostella_vectensis_NV2t005939001.1 NV2t005939001.1, Nematostella_vectensis_NV2t007828001.1 NV2t007828001.1
OG0000003	Branchiostoma_floridae_tr_A0A9J7M1M5_A0A9J7M1M5_BRAFL tr|A0A9J7M1M5|A0A9J7M1M5_BRAFL C-type lectin lectoxin-Thr1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118427240 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M103_A0A9J7M103_BRAFL tr|A0A9J7M103|A0A9J7M103_BRAFL Snaclec agkisacutacin subunit B-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118427240 PE=4 SV=1	Xenia_spec_Xe_002591_T1 Xe_002591_T1 Xe_002591
OG0000003	Branchiostoma_floridae_tr_A0A9J7M1M5_A0A9J7M1M5_BRAFL tr|A0A9J7M1M5|A0A9J7M1M5_BRAFL C-type lectin lectoxin-Thr1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118427240 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M103_A0A9J7M103_BRAFL tr|A0A9J7M103|A0A9J7M103_BRAFL Snaclec agkisacutacin subunit B-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118427240 PE=4 SV=1	Stylophora_pistillata_Spis18451 Spis18451 SpisGene18451, Stylophora_pistillata_Spis15328 Spis15328 SpisGene15328, Stylophora_pistillata_Spis23195 Spis23195 SpisGene23195, Stylophora_pistillata_Spis22238 Spis22238 SpisGene22238, Stylophora_pistillata_Spis21940 Spis21940 SpisGene21940, Stylophora_pistillata_Spis21152 Spis21152 SpisGene21152, Stylophora_pistillata_Spis7666 Spis7666 SpisGene7666, Stylophora_pistillata_Spis7667 Spis7667 SpisGene7667, Stylophora_pistillata_Spis21151 Spis21151 SpisGene21151, Stylophora_pistillata_Spis21153 Spis21153 SpisGene21153, Stylophora_pistillata_Spis21146 Spis21146 SpisGene21146, Stylophora_pistillata_Spis7664 Spis7664 SpisGene7664, Stylophora_pistillata_Spis7665 Spis7665 SpisGene7665, Stylophora_pistillata_Spis23623 Spis23623 SpisGene23623, Stylophora_pistillata_Spis21933 Spis21933 SpisGene21933, Stylophora_pistillata_Spis23587 Spis23587 SpisGene23587, Stylophora_pistillata_Spis24070 Spis24070 SpisGene24070, Stylophora_pistillata_Spis23989 Spis23989 SpisGene23989, Stylophora_pistillata_Spis24000 Spis24000 SpisGene24000, Stylophora_pistillata_Spis22422 Spis22422 SpisGene22422, Stylophora_pistillata_Spis22283 Spis22283 SpisGene22283, Stylophora_pistillata_Spis23016 Spis23016 SpisGene23016, Stylophora_pistillata_Spis22284 Spis22284 SpisGene22284, Stylophora_pistillata_Spis17651 Spis17651 SpisGene17651, Stylophora_pistillata_Spis23995 Spis23995 SpisGene23995
OG0000005	Branchiostoma_floridae_tr_A0A9J7MN81_A0A9J7MN81_BRAFL tr|A0A9J7MN81|A0A9J7MN81_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414382 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MPF1_A0A9J7MPF1_BRAFL tr|A0A9J7MPF1|A0A9J7MPF1_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414382 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L285_A0A9J7L285_BRAFL tr|A0A9J7L285|A0A9J7L285_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414382 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L4F8_A0A9J7L4F8_BRAFL tr|A0A9J7L4F8|A0A9J7L4F8_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118415053 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L3H4_A0A9J7L3H4_BRAFL tr|A0A9J7L3H4|A0A9J7L3H4_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118415053 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1B5_A0A9J7M1B5_BRAFL tr|A0A9J7M1B5|A0A9J7M1B5_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118426995 PE=4 SV=1	Beroe_ovata_Bova1_4.0586.g1.t1 Bova1_4.0586.g1.t1, Beroe_ovata_Bova1_4.0055.g8.t1 Bova1_4.0055.g8.t1
OG0000005	Branchiostoma_floridae_tr_A0A9J7MN81_A0A9J7MN81_BRAFL tr|A0A9J7MN81|A0A9J7MN81_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414382 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MPF1_A0A9J7MPF1_BRAFL tr|A0A9J7MPF1|A0A9J7MPF1_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414382 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L285_A0A9J7L285_BRAFL tr|A0A9J7L285|A0A9J7L285_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118414382 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L4F8_A0A9J7L4F8_BRAFL tr|A0A9J7L4F8|A0A9J7L4F8_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118415053 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L3H4_A0A9J7L3H4_BRAFL tr|A0A9J7L3H4|A0A9J7L3H4_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118415053 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1B5_A0A9J7M1B5_BRAFL tr|A0A9J7M1B5|A0A9J7M1B5_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118426995 PE=4 SV=1	Pleurobrachia_bachei_sb_2642012_ sb_2642012_
OG0000008	Branchiostoma_floridae_tr_A0A9J7N4Z4_A0A9J7N4Z4_BRAFL tr|A0A9J7N4Z4|A0A9J7N4Z4_BRAFL Uncharacterized protein LOC118424994 OS=Branchiostoma floridae OX=7739 GN=LOC118424994 PE=4 SV=1	Acropora_digitifera_adi_v1.17151 adi_v1.17151, Acropora_digitifera_adi_v1.02699 adi_v1.02699
OG0000009	Branchiostoma_floridae_tr_A0A9J7KVC9_A0A9J7KVC9_BRAFL tr|A0A9J7KVC9|A0A9J7KVC9_BRAFL Membrane frizzled-related protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118412145 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKR0_A0A9J7MKR0_BRAFL tr|A0A9J7MKR0|A0A9J7MKR0_BRAFL Bone morphogenetic protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118412130 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKK8_A0A9J7MKK8_BRAFL tr|A0A9J7MKK8|A0A9J7MKK8_BRAFL Bone morphogenetic protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118412130 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KTP5_A0A9J7KTP5_BRAFL tr|A0A9J7KTP5|A0A9J7KTP5_BRAFL Cubilin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411738 PE=4 SV=1	Acropora_digitifera_adi_v1.15532 adi_v1.15532
OG0000009	Branchiostoma_floridae_tr_A0A9J7HI82_A0A9J7HI82_BRAFL tr|A0A9J7HI82|A0A9J7HI82_BRAFL GPI-anchored protein pfl2 OS=Branchiostoma floridae OX=7739 GN=LOC118404856 PE=4 SV=1	Exaiptasia_diaphana_XP_020917765.1 XP_020917765.1 uncharacterized protein LOC110255040 [Exaiptasia diaphana]
OG0000012	Branchiostoma_floridae_tr_A0A9J7HWC3_A0A9J7HWC3_BRAFL tr|A0A9J7HWC3|A0A9J7HWC3_BRAFL IgGFc-binding protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118409032 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KLZ2_A0A9J7KLZ2_BRAFL tr|A0A9J7KLZ2|A0A9J7KLZ2_BRAFL Uncharacterized protein LOC118409063 OS=Branchiostoma floridae OX=7739 GN=LOC118409063 PE=4 SV=1	Monosiga_brevicollisXP_001743927.1 XP_001743927.1 uncharacterized protein MONBRDRAFT_15048_ partial [Monosiga brevicollis MX1]
OG0000012	Branchiostoma_floridae_tr_A0A9J7HWC3_A0A9J7HWC3_BRAFL tr|A0A9J7HWC3|A0A9J7HWC3_BRAFL IgGFc-binding protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118409032 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KLZ2_A0A9J7KLZ2_BRAFL tr|A0A9J7KLZ2|A0A9J7KLZ2_BRAFL Uncharacterized protein LOC118409063 OS=Branchiostoma floridae OX=7739 GN=LOC118409063 PE=4 SV=1	Salpingoeca_rosetta_XP_004988452.1 XP_004988452.1 teneurin-2 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004997052.1 XP_004997052.1 tenascin C_ partial [Salpingoeca rosetta]
OG0000039	Branchiostoma_floridae_tr_A0A9J7HL44_A0A9J7HL44_BRAFL tr|A0A9J7HL44|A0A9J7HL44_BRAFL Uncharacterized protein LOC118405866 OS=Branchiostoma floridae OX=7739 GN=LOC118405866 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HRT0_A0A9J7HRT0_BRAFL tr|A0A9J7HRT0|A0A9J7HRT0_BRAFL Uncharacterized protein LOC118406387 OS=Branchiostoma floridae OX=7739 GN=LOC118406387 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MPR7_A0A9J7MPR7_BRAFL tr|A0A9J7MPR7|A0A9J7MPR7_BRAFL Uncharacterized protein LOC118415485 OS=Branchiostoma floridae OX=7739 GN=LOC118415485 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L518_A0A9J7L518_BRAFL tr|A0A9J7L518|A0A9J7L518_BRAFL Uncharacterized protein LOC118415516 OS=Branchiostoma floridae OX=7739 GN=LOC118415516 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPA9_A0A9J7HPA9_BRAFL tr|A0A9J7HPA9|A0A9J7HPA9_BRAFL Uncharacterized protein LOC118407020 OS=Branchiostoma floridae OX=7739 GN=LOC118407020 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KYZ7_A0A9J7KYZ7_BRAFL tr|A0A9J7KYZ7|A0A9J7KYZ7_BRAFL LOW QUALITY PROTEIN_ uncharacterized protein LOC118413673 OS=Branchiostoma floridae OX=7739 GN=LOC118413673 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HQ66_A0A9J7HQ66_BRAFL tr|A0A9J7HQ66|A0A9J7HQ66_BRAFL Uncharacterized protein LOC118407508 OS=Branchiostoma floridae OX=7739 GN=LOC118407508 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8Q2_A0A9J7M8Q2_BRAFL tr|A0A9J7M8Q2|A0A9J7M8Q2_BRAFL Uncharacterized protein LOC118430248 OS=Branchiostoma floridae OX=7739 GN=LOC118430248 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LMI9_A0A9J7LMI9_BRAFL tr|A0A9J7LMI9|A0A9J7LMI9_BRAFL LOW QUALITY PROTEIN_ uncharacterized protein LOC118422217 OS=Branchiostoma floridae OX=7739 GN=LOC118422217 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M949_A0A9J7M949_BRAFL tr|A0A9J7M949|A0A9J7M949_BRAFL Uncharacterized protein LOC118430249 OS=Branchiostoma floridae OX=7739 GN=LOC118430249 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7ND81_A0A9J7ND81_BRAFL tr|A0A9J7ND81|A0A9J7ND81_BRAFL Uncharacterized protein LOC118431582 OS=Branchiostoma floridae OX=7739 GN=LOC118431582 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HKY1_A0A9J7HKY1_BRAFL tr|A0A9J7HKY1|A0A9J7HKY1_BRAFL Uncharacterized protein LOC118404968 OS=Branchiostoma floridae OX=7739 GN=LOC118404968 PE=4 SV=1	Porites_asteroides_isotig07011 isotig07011 extracted_CDS GOMatch=A7SGB4 GOTerms=GO_0005509 Gene=TSP1_domain-containing_protein_TSP10_ Match_Acc=Q86PQ9 gene=isogroup05279 length=852 numContigs=1
OG0000040	Branchiostoma_floridae_tr_A0A9J7L1E1_A0A9J7L1E1_BRAFL tr|A0A9J7L1E1|A0A9J7L1E1_BRAFL Kazal-type serine protease inhibitor domain-containing protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118414154 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L057_A0A9J7L057_BRAFL tr|A0A9J7L057|A0A9J7L057_BRAFL Uncharacterized protein LOC118413580 OS=Branchiostoma floridae OX=7739 GN=LOC118413580 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L2C5_A0A9J7L2C5_BRAFL tr|A0A9J7L2C5|A0A9J7L2C5_BRAFL Insulin-like growth factor-binding protein-like 1 OS=Branchiostoma floridae OX=7739 GN=LOC118414160 PE=4 SV=1	Aurelia_aurita_Seg6869.1 Seg6869.1 transcript_id=Seg6869.1_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg6869.1_GoldUCD_D3Y31 partial=true
OG0000053	Branchiostoma_floridae_tr_A0A9J7HQ36_A0A9J7HQ36_BRAFL tr|A0A9J7HQ36|A0A9J7HQ36_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118407449 PE=4 SV=1	Stylophora_pistillata_Spis17904 Spis17904 SpisGene17904, Stylophora_pistillata_Spis16422 Spis16422 SpisGene16422
OG0000053	Branchiostoma_floridae_tr_A0A9J7LLQ3_A0A9J7LLQ3_BRAFL tr|A0A9J7LLQ3|A0A9J7LLQ3_BRAFL Leucine-rich repeat protein SHOC-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118421768 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LBJ4_A0A9J7LBJ4_BRAFL tr|A0A9J7LBJ4|A0A9J7LBJ4_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118417629 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L128_A0A9J7L128_BRAFL tr|A0A9J7L128|A0A9J7L128_BRAFL Uncharacterized protein LOC118414282 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414282 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MNU7_A0A9J7MNU7_BRAFL tr|A0A9J7MNU7|A0A9J7MNU7_BRAFL Uncharacterized protein LOC118414282 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414282 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MYB4_A0A9J7MYB4_BRAFL tr|A0A9J7MYB4|A0A9J7MYB4_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118420433 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LAG2_A0A9J7LAG2_BRAFL tr|A0A9J7LAG2|A0A9J7LAG2_BRAFL non-specific serine/threonine protein kinase OS=Branchiostoma floridae OX=7739 GN=LOC118417576 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LNT7_A0A9J7LNT7_BRAFL tr|A0A9J7LNT7|A0A9J7LNT7_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118421828 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MBG3_A0A9J7MBG3_BRAFL tr|A0A9J7MBG3|A0A9J7MBG3_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118430858 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7NCG1_A0A9J7NCG1_BRAFL tr|A0A9J7NCG1|A0A9J7NCG1_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118430859 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MAR7_A0A9J7MAR7_BRAFL tr|A0A9J7MAR7|A0A9J7MAR7_BRAFL ubiquitinyl hydrolase 1 OS=Branchiostoma floridae OX=7739 GN=LOC118430856 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MEN6_A0A9J7MEN6_BRAFL tr|A0A9J7MEN6|A0A9J7MEN6_BRAFL ubiquitinyl hydrolase 1 OS=Branchiostoma floridae OX=7739 GN=LOC118430883 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MD24_A0A9J7MD24_BRAFL tr|A0A9J7MD24|A0A9J7MD24_BRAFL Uncharacterized protein LOC118430857 OS=Branchiostoma floridae OX=7739 GN=LOC118430857 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MCE3_A0A9J7MCE3_BRAFL tr|A0A9J7MCE3|A0A9J7MCE3_BRAFL Uncharacterized protein LOC118431062 OS=Branchiostoma floridae OX=7739 GN=LOC118431062 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MAH0_A0A9J7MAH0_BRAFL tr|A0A9J7MAH0|A0A9J7MAH0_BRAFL Malignant fibrous histiocytoma-amplified sequence 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118430734 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KWW3_A0A9J7KWW3_BRAFL tr|A0A9J7KWW3|A0A9J7KWW3_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118412496 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M7L6_A0A9J7M7L6_BRAFL tr|A0A9J7M7L6|A0A9J7M7L6_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118429117 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N0A9_A0A9J7N0A9_BRAFL tr|A0A9J7N0A9|A0A9J7N0A9_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118422034 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LCY0_A0A9J7LCY0_BRAFL tr|A0A9J7LCY0|A0A9J7LCY0_BRAFL Malignant fibrous histiocytoma-amplified sequence 1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118418143 PE=4 SV=1	Exaiptasia_diaphana_XP_020896793.2 XP_020896793.2 malignant fibrous histiocytoma-amplified sequence 1 [Exaiptasia diaphana]
OG0000064	Branchiostoma_floridae_tr_A0A9J7HVM7_A0A9J7HVM7_BRAFL tr|A0A9J7HVM7|A0A9J7HVM7_BRAFL Fibrillin-2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118409491 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HYE7_A0A9J7HYE7_BRAFL tr|A0A9J7HYE7|A0A9J7HYE7_BRAFL Fibrillin-2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118409491 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HW18_A0A9J7HW18_BRAFL tr|A0A9J7HW18|A0A9J7HW18_BRAFL Fibrillin-2-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118409491 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KJK6_A0A9J7KJK6_BRAFL tr|A0A9J7KJK6|A0A9J7KJK6_BRAFL Fibrillin-2-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118409491 PE=3 SV=1	Porites_asteroides_isotig12005 isotig12005 extracted_CDS GOMatch=D2H7E0 GOTerms=GO_0005201_GO_0005488_GO_0005509_GO_0005578 Gene=Fibrillin-2_ Match_Acc=P35556 gene=isogroup10273 length=577 numContigs=1
OG0000064	Branchiostoma_floridae_tr_A0A9J7HVM7_A0A9J7HVM7_BRAFL tr|A0A9J7HVM7|A0A9J7HVM7_BRAFL Fibrillin-2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118409491 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HYE7_A0A9J7HYE7_BRAFL tr|A0A9J7HYE7|A0A9J7HYE7_BRAFL Fibrillin-2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118409491 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HW18_A0A9J7HW18_BRAFL tr|A0A9J7HW18|A0A9J7HW18_BRAFL Fibrillin-2-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118409491 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KJK6_A0A9J7KJK6_BRAFL tr|A0A9J7KJK6|A0A9J7KJK6_BRAFL Fibrillin-2-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118409491 PE=3 SV=1	Nematostella_vectensis_NV2t022932001.1 NV2t022932001.1
OG0000067	Branchiostoma_floridae_tr_A0A9J7HL36_A0A9J7HL36_BRAFL tr|A0A9J7HL36|A0A9J7HL36_BRAFL Uncharacterized protein LOC118405041 OS=Branchiostoma floridae OX=7739 GN=LOC118405041 PE=4 SV=1	Stylophora_pistillata_Spis4032 Spis4032 SpisGene4032
OG0000070	Branchiostoma_floridae_tr_A0A9J7HJT8_A0A9J7HJT8_BRAFL tr|A0A9J7HJT8|A0A9J7HJT8_BRAFL Myosin light chain kinase_ smooth muscle-like OS=Branchiostoma floridae OX=7739 GN=LOC118405515 PE=4 SV=1	Ephydatia_muelleri_Em0001g689a Em0001g689a
OG0000070	Branchiostoma_floridae_tr_A0A9J7HJT8_A0A9J7HJT8_BRAFL tr|A0A9J7HJT8|A0A9J7HJT8_BRAFL Myosin light chain kinase_ smooth muscle-like OS=Branchiostoma floridae OX=7739 GN=LOC118405515 PE=4 SV=1	Pleurobrachia_bachei_sb_2659272_ sb_2659272_
OG0000070	Branchiostoma_floridae_tr_A0A9J7HJT8_A0A9J7HJT8_BRAFL tr|A0A9J7HJT8|A0A9J7HJT8_BRAFL Myosin light chain kinase_ smooth muscle-like OS=Branchiostoma floridae OX=7739 GN=LOC118405515 PE=4 SV=1	Mnemiopsis_leidyi_ML02361a ML02361a
OG0000070	Branchiostoma_floridae_tr_A0A9J7HJT8_A0A9J7HJT8_BRAFL tr|A0A9J7HJT8|A0A9J7HJT8_BRAFL Myosin light chain kinase_ smooth muscle-like OS=Branchiostoma floridae OX=7739 GN=LOC118405515 PE=4 SV=1	Acropora_digitifera_adi_v1.06768 adi_v1.06768
OG0000070	Branchiostoma_floridae_tr_A0A9J7HJT8_A0A9J7HJT8_BRAFL tr|A0A9J7HJT8|A0A9J7HJT8_BRAFL Myosin light chain kinase_ smooth muscle-like OS=Branchiostoma floridae OX=7739 GN=LOC118405515 PE=4 SV=1	Stylophora_pistillata_Spis6123 Spis6123 SpisGene6123
OG0000070	Branchiostoma_floridae_tr_A0A9J7HJT8_A0A9J7HJT8_BRAFL tr|A0A9J7HJT8|A0A9J7HJT8_BRAFL Myosin light chain kinase_ smooth muscle-like OS=Branchiostoma floridae OX=7739 GN=LOC118405515 PE=4 SV=1	Beroe_ovata_Bova1_4.0502.g2.t5 Bova1_4.0502.g2.t5
OG0000088	Branchiostoma_floridae_tr_A0A9J7L4B9_A0A9J7L4B9_BRAFL tr|A0A9J7L4B9|A0A9J7L4B9_BRAFL Spondin-1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414975 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MPW0_A0A9J7MPW0_BRAFL tr|A0A9J7MPW0|A0A9J7MPW0_BRAFL Spondin-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414975 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LAE0_A0A9J7LAE0_BRAFL tr|A0A9J7LAE0|A0A9J7LAE0_BRAFL Uncharacterized protein LOC118416763 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118416763 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L817_A0A9J7L817_BRAFL tr|A0A9J7L817|A0A9J7L817_BRAFL Uncharacterized protein LOC118416763 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118416763 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HTD2_A0A9J7HTD2_BRAFL tr|A0A9J7HTD2|A0A9J7HTD2_BRAFL Spondin-1 OS=Branchiostoma floridae OX=7739 GN=LOC118406830 PE=4 SV=1	Exaiptasia_diaphana_XP_028518403.1 XP_028518403.1 mucin-like protein_ partial [Exaiptasia diaphana]
