Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Cnidaria_Anthozoa_Porites_asteroides
OG0000006	Branchiostoma_floridae_tr_A0A9J7MK18_A0A9J7MK18_BRAFL tr|A0A9J7MK18|A0A9J7MK18_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411740 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MK82_A0A9J7MK82_BRAFL tr|A0A9J7MK82|A0A9J7MK82_BRAFL Delta-like protein C OS=Branchiostoma floridae OX=7739 GN=LOC118411640 PE=4 SV=1	Porites_asteroides_isotig21469 isotig21469 extracted_CDS GOMatch=C5HIF2 GOTerms=GO_0005198_GO_0005509_GO_0005576_GO_0007155 Gene=Thrombospondin-1b_ Match_Acc=C5HIF2 gene=isogroup19737 length=379 numContigs=1
OG0000006	Branchiostoma_floridae_tr_A0A9J7M5G9_A0A9J7M5G9_BRAFL tr|A0A9J7M5G9|A0A9J7M5G9_BRAFL Neurogenic locus notch homolog protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428398 PE=4 SV=1	Porites_asteroides_GCKDGN102E0803 GCKDGN102E0803 extracted_CDS GOMatch=Q29530 GOTerms=GO_0004872 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=Q4LDE5 length=505 region=2 run=R_2010_02_19_08_49_25_ xy=1947_1637
OG0000006	Branchiostoma_floridae_tr_A0A9J7L0X0_A0A9J7L0X0_BRAFL tr|A0A9J7L0X0|A0A9J7L0X0_BRAFL Fibropellin-1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118414025 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HJ29_A0A9J7HJ29_BRAFL tr|A0A9J7HJ29|A0A9J7HJ29_BRAFL Uncharacterized protein LOC118403518 OS=Branchiostoma floridae OX=7739 GN=LOC118403518 PE=4 SV=1	Porites_asteroides_isotig20852 isotig20852 extracted_CDS GOMatch=A7SQ46 GOTerms=GO_0005509 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=Q4LDE5 gene=isogroup19120 length=386 numContigs=1
OG0000007	Branchiostoma_floridae_tr_A0A9J7MUW5_A0A9J7MUW5_BRAFL tr|A0A9J7MUW5|A0A9J7MUW5_BRAFL Fibulin-5-like OS=Branchiostoma floridae OX=7739 GN=LOC118418109 PE=4 SV=1	Porites_asteroides_isotig07687 isotig07687 extracted_CDS GOMatch=A7RVN4 GOTerms=GO_0005509 Gene=Fbln1_protein_ Match_Acc=B3DH18 gene=isogroup05955 length=796 numContigs=1
OG0000007	Branchiostoma_floridae_tr_A0A9J7LV78_A0A9J7LV78_BRAFL tr|A0A9J7LV78|A0A9J7LV78_BRAFL Fibrillin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118425020 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LWV1_A0A9J7LWV1_BRAFL tr|A0A9J7LWV1|A0A9J7LWV1_BRAFL Protocadherin Fat 4-like OS=Branchiostoma floridae OX=7739 GN=LOC118425022 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7ND14_A0A9J7ND14_BRAFL tr|A0A9J7ND14|A0A9J7ND14_BRAFL Uncharacterized protein LOC118432152 OS=Branchiostoma floridae OX=7739 GN=LOC118432152 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LPL5_A0A9J7LPL5_BRAFL tr|A0A9J7LPL5|A0A9J7LPL5_BRAFL Mucin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118423045 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LWB7_A0A9J7LWB7_BRAFL tr|A0A9J7LWB7|A0A9J7LWB7_BRAFL Uncharacterized protein LOC118425001 OS=Branchiostoma floridae OX=7739 GN=LOC118425001 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KIA1_A0A9J7KIA1_BRAFL tr|A0A9J7KIA1|A0A9J7KIA1_BRAFL Uncharacterized protein LOC118405005 OS=Branchiostoma floridae OX=7739 GN=LOC118405005 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LX00_A0A9J7LX00_BRAFL tr|A0A9J7LX00|A0A9J7LX00_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118425021 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M4K8_A0A9J7M4K8_BRAFL tr|A0A9J7M4K8|A0A9J7M4K8_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118428511 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KRN7_A0A9J7KRN7_BRAFL tr|A0A9J7KRN7|A0A9J7KRN7_BRAFL Uncharacterized protein LOC118411056 OS=Branchiostoma floridae OX=7739 GN=LOC118411056 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KRJ9_A0A9J7KRJ9_BRAFL tr|A0A9J7KRJ9|A0A9J7KRJ9_BRAFL Uncharacterized protein LOC118411162 OS=Branchiostoma floridae OX=7739 GN=LOC118411162 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M584_A0A9J7M584_BRAFL tr|A0A9J7M584|A0A9J7M584_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118428513 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8F0_A0A9J7M8F0_BRAFL tr|A0A9J7M8F0|A0A9J7M8F0_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118428514 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LAY8_A0A9J7LAY8_BRAFL tr|A0A9J7LAY8|A0A9J7LAY8_BRAFL Uncharacterized protein LOC118417709 OS=Branchiostoma floridae OX=7739 GN=LOC118417709 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MG51_A0A9J7MG51_BRAFL tr|A0A9J7MG51|A0A9J7MG51_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118409674 PE=3 SV=1	Porites_asteroides_isotig20779 isotig20779 extracted_CDS GOMatch=C3ZNN3 GOTerms=GO_0005509 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup19047 length=386 numContigs=1
OG0000007	Branchiostoma_floridae_tr_A0A9J7LU88_A0A9J7LU88_BRAFL tr|A0A9J7LU88|A0A9J7LU88_BRAFL Fibulin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118424270 PE=4 SV=1	Porites_asteroides_isotig02328 isotig02328 extracted_CDS GOMatch=C3YCB7 GOTerms=GO_0004867_GO_0005201_GO_0005488_GO_0005509_GO_0005578 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup00997 length=626 numContigs=2, Porites_asteroides_GCKDGN103GRWXY GCKDGN103GRWXY extracted_CDS GOMatch=A7SSL3 GOTerms=GO_0005509 Gene=cDNA_FLJ14438_fis__clone_HEMBB1000317__weakly_similar_to_FIBULIN-1__ISOFORM_D_ Match_Acc=Q96K89 length=419 region=3 run=R_2010_02_19_08_49_25_ xy=2661_0756, Porites_asteroides_isotig01804 isotig01804 extracted_CDS GOMatch=A7RSD3 GOTerms=GO_0005509 Gene=Calcium_binding_EGF_domain_containing_protein_ Match_Acc=A8PQW6 gene=isogroup00735 length=1225 numContigs=2, Porites_asteroides_GCKDGN101B8517 GCKDGN101B8517 extracted_CDS GOMatch=C3YFE4 GOTerms=GO_0005509_GO_0016020 Gene=Matrilin-like_protein_ Match_Acc=C7SB45 length=395 region=1 run=R_2010_02_19_08_49_25_ xy=0807_1629, Porites_asteroides_GCKDGN102DPUBC GCKDGN102DPUBC extracted_CDS GOMatch=C3ZXG8 GOTerms=GO_0005509_GO_0016020 Gene=Matn2-prov_protein_ Match_Acc=Q7ZX63 length=435 region=2 run=R_2010_02_19_08_49_25_ xy=1407_1574, Porites_asteroides_isotig20832 isotig20832 extracted_CDS GOMatch=B3SE10 GOTerms=GO_0005509 Gene=EGF-like_domain-containing_protein_ Match_Acc=Q54YP0 gene=isogroup19100 length=387 numContigs=1
OG0000007	Branchiostoma_floridae_tr_A0A9J7HWA3_A0A9J7HWA3_BRAFL tr|A0A9J7HWA3|A0A9J7HWA3_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118409093 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HHN5_A0A9J7HHN5_BRAFL tr|A0A9J7HHN5|A0A9J7HHN5_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118403833 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N1W5_A0A9J7N1W5_BRAFL tr|A0A9J7N1W5|A0A9J7N1W5_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118425150 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LWJ4_A0A9J7LWJ4_BRAFL tr|A0A9J7LWJ4|A0A9J7LWJ4_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118425150 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N1X6_A0A9J7N1X6_BRAFL tr|A0A9J7N1X6|A0A9J7N1X6_BRAFL Echinoidin-like OS=Branchiostoma floridae OX=7739 GN=LOC118424279 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N3V3_A0A9J7N3V3_BRAFL tr|A0A9J7N3V3|A0A9J7N3V3_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118424278 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HIV1_A0A9J7HIV1_BRAFL tr|A0A9J7HIV1|A0A9J7HIV1_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118404944 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HL29_A0A9J7HL29_BRAFL tr|A0A9J7HL29|A0A9J7HL29_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118404944 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KI66_A0A9J7KI66_BRAFL tr|A0A9J7KI66|A0A9J7KI66_BRAFL Uncharacterized protein LOC118404875 OS=Branchiostoma floridae OX=7739 GN=LOC118404875 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LJG5_A0A9J7LJG5_BRAFL tr|A0A9J7LJG5|A0A9J7LJG5_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118420937 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LGN3_A0A9J7LGN3_BRAFL tr|A0A9J7LGN3|A0A9J7LGN3_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118419370 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HIG0_A0A9J7HIG0_BRAFL tr|A0A9J7HIG0|A0A9J7HIG0_BRAFL Sushi_ nidogen and EGF-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118404951 PE=4 SV=1	Porites_asteroides_isotig22939 isotig22939 extracted_CDS GOMatch=C3YL45 GOTerms=GO_0005488_GO_0007160 Gene=Alpha-tectorin-like_protein_ Match_Acc=B2XBP1 gene=isogroup21207 length=358 numContigs=1
OG0000007	Branchiostoma_floridae_tr_A0A9J7M247_A0A9J7M247_BRAFL tr|A0A9J7M247|A0A9J7M247_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118427057 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MYZ9_A0A9J7MYZ9_BRAFL tr|A0A9J7MYZ9|A0A9J7MYZ9_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118422927 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LPW0_A0A9J7LPW0_BRAFL tr|A0A9J7LPW0|A0A9J7LPW0_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118422937 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L5A8_A0A9J7L5A8_BRAFL tr|A0A9J7L5A8|A0A9J7L5A8_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118415618 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZ35_A0A9J7MZ35_BRAFL tr|A0A9J7MZ35|A0A9J7MZ35_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118423033 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTE7_A0A9J7LTE7_BRAFL tr|A0A9J7LTE7|A0A9J7LTE7_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118424271 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LJG1_A0A9J7LJG1_BRAFL tr|A0A9J7LJG1|A0A9J7LJG1_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118420227 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LPZ7_A0A9J7LPZ7_BRAFL tr|A0A9J7LPZ7|A0A9J7LPZ7_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118423030 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KBK0_A0A9J7KBK0_BRAFL tr|A0A9J7KBK0|A0A9J7KBK0_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118407795 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MG93_A0A9J7MG93_BRAFL tr|A0A9J7MG93|A0A9J7MG93_BRAFL Uncharacterized protein LOC118409686 isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118409686 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MG75_A0A9J7MG75_BRAFL tr|A0A9J7MG75|A0A9J7MG75_BRAFL Uncharacterized protein LOC118409686 isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118409686 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KMK8_A0A9J7KMK8_BRAFL tr|A0A9J7KMK8|A0A9J7KMK8_BRAFL Uncharacterized protein LOC118409686 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118409686 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KMX2_A0A9J7KMX2_BRAFL tr|A0A9J7KMX2|A0A9J7KMX2_BRAFL Uncharacterized protein LOC118409686 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118409686 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KMK9_A0A9J7KMK9_BRAFL tr|A0A9J7KMK9|A0A9J7KMK9_BRAFL Uncharacterized protein LOC118409686 isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118409686 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MG33_A0A9J7MG33_BRAFL tr|A0A9J7MG33|A0A9J7MG33_BRAFL Uncharacterized protein LOC118409686 isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118409686 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MUJ6_A0A9J7MUJ6_BRAFL tr|A0A9J7MUJ6|A0A9J7MUJ6_BRAFL Mucin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118417833 PE=4 SV=1	Porites_asteroides_isotig03396 isotig03396 extracted_CDS GOMatch=C3ZXG8 GOTerms=GO_0005509_GO_0016020 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup01664 length=1937 numContigs=1
OG0000007	Branchiostoma_floridae_tr_A0A9J7HPD0_A0A9J7HPD0_BRAFL tr|A0A9J7HPD0|A0A9J7HPD0_BRAFL Neurogenic locus notch homolog protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118407047 PE=4 SV=1	Porites_asteroides_isotig20493 isotig20493 extracted_CDS GOMatch=A7RGE4 GOTerms=GO_0005509 Gene=Latent-transforming_growth_factor_beta-binding_protein_1_ Match_Acc=Q8CG19 gene=isogroup18761 length=391 numContigs=1
OG0000007	Branchiostoma_floridae_tr_A0A9J7N7W1_A0A9J7N7W1_BRAFL tr|A0A9J7N7W1|A0A9J7N7W1_BRAFL Mucin-5AC-like OS=Branchiostoma floridae OX=7739 GN=LOC118428510 PE=4 SV=1	Porites_asteroides_isotig23436 isotig23436 extracted_CDS GOMatch=A7SIA1 GOTerms=GO_0005509 gene=isogroup21704 length=350 numContigs=1
OG0000007	Branchiostoma_floridae_tr_A0A9J7KQB7_A0A9J7KQB7_BRAFL tr|A0A9J7KQB7|A0A9J7KQB7_BRAFL Fibrillin-1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118410505 PE=4 SV=1	Porites_asteroides_isotig19735 isotig19735 extracted_CDS GOMatch=B3RQ07 GOTerms=GO_0005201_GO_0005509_GO_0005578_GO_0007160_GO_0016020 Gene=Epidermal_growth_factor_domain-containing_protein_ Match_Acc=Q2I6M7 gene=isogroup18003 length=400 numContigs=1
OG0000007	Branchiostoma_floridae_tr_A0A9J7MLE0_A0A9J7MLE0_BRAFL tr|A0A9J7MLE0|A0A9J7MLE0_BRAFL Fibrillin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118412506 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M4U6_A0A9J7M4U6_BRAFL tr|A0A9J7M4U6|A0A9J7M4U6_BRAFL Mucin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118428516 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKK5_A0A9J7MKK5_BRAFL tr|A0A9J7MKK5|A0A9J7MKK5_BRAFL Mucin-2-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118411959 PE=4 SV=1	Porites_asteroides_GCKDGN103G0EM6 GCKDGN103G0EM6 extracted_CDS GOMatch=C3ZCX6 GOTerms=GO_0005488_GO_0005509 Gene=Epidermal_growth_factor_domain-containing_protein_ Match_Acc=Q2I6M7 length=432 region=3 run=R_2010_02_19_08_49_25_ xy=2757_3728
OG0000008	Branchiostoma_floridae_tr_A0A9J7N4Z4_A0A9J7N4Z4_BRAFL tr|A0A9J7N4Z4|A0A9J7N4Z4_BRAFL Uncharacterized protein LOC118424994 OS=Branchiostoma floridae OX=7739 GN=LOC118424994 PE=4 SV=1	Porites_asteroides_isotig02918 isotig02918 extracted_CDS GOMatch=Q25059 GOTerms=GO_0005509 Gene=Fibropellin_III__Fragment__ Match_Acc=Q25059 gene=isogroup01292 length=449 numContigs=3, Porites_asteroides_isotig02919 isotig02919 extracted_CDS GOMatch=C3ZKA1 GOTerms=GO_0005488_GO_0005509 Gene=Fibropellin_III__Fragment__ Match_Acc=Q25059 gene=isogroup01292 length=334 numContigs=2
OG0000008	Branchiostoma_floridae_tr_A0A9J7M8C4_A0A9J7M8C4_BRAFL tr|A0A9J7M8C4|A0A9J7M8C4_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118429419 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKB8_A0A9J7MKB8_BRAFL tr|A0A9J7MKB8|A0A9J7MKB8_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411741 PE=4 SV=1	Porites_asteroides_isotig15424 isotig15424 extracted_CDS GOMatch=A7SPC4 GOTerms=GO_0005509 Gene=Fibropellin_III__Fragment__ Match_Acc=Q25059 gene=isogroup13692 length=471 numContigs=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7HIY9_A0A9J7HIY9_BRAFL tr|A0A9J7HIY9|A0A9J7HIY9_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118405011 PE=4 SV=1	Porites_asteroides_isotig12121 isotig12121 extracted_CDS GOMatch=A7S431 GOTerms=GO_0005509 Gene=Delta_ Match_Acc=A0ZVQ7 gene=isogroup10389 length=568 numContigs=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7HTB3_A0A9J7HTB3_BRAFL tr|A0A9J7HTB3|A0A9J7HTB3_BRAFL Fibropellin-1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118408347 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KC55_A0A9J7KC55_BRAFL tr|A0A9J7KC55|A0A9J7KC55_BRAFL Fibropellin-1-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118408347 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KLI2_A0A9J7KLI2_BRAFL tr|A0A9J7KLI2|A0A9J7KLI2_BRAFL Fibropellin-1-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118408347 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KIG5_A0A9J7KIG5_BRAFL tr|A0A9J7KIG5|A0A9J7KIG5_BRAFL Fibropellin-1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118408347 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HWE3_A0A9J7HWE3_BRAFL tr|A0A9J7HWE3|A0A9J7HWE3_BRAFL Fibropellin-1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118408347 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HV18_A0A9J7HV18_BRAFL tr|A0A9J7HV18|A0A9J7HV18_BRAFL Fibropellin-1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118408347 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HV13_A0A9J7HV13_BRAFL tr|A0A9J7HV13|A0A9J7HV13_BRAFL Fibropellin-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118408347 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HSW1_A0A9J7HSW1_BRAFL tr|A0A9J7HSW1|A0A9J7HSW1_BRAFL Fibropellin-1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118408347 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KIN3_A0A9J7KIN3_BRAFL tr|A0A9J7KIN3|A0A9J7KIN3_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118405445 PE=4 SV=1	Porites_asteroides_isotig17057 isotig17057 extracted_CDS GOMatch=C3Y4W8 GOTerms=GO_0005509 Gene=Notch_1_protein_ Match_Acc=Q8K428 gene=isogroup15325 length=438 numContigs=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7M8N3_A0A9J7M8N3_BRAFL tr|A0A9J7M8N3|A0A9J7M8N3_BRAFL Uncharacterized protein LOC118430219 OS=Branchiostoma floridae OX=7739 GN=LOC118430219 PE=4 SV=1	Porites_asteroides_GCKDGN101BACPE GCKDGN101BACPE extracted_CDS GOMatch=A7SR73 GOTerms=GO_0005509 Gene=Notch_homolog__Fragment__ Match_Acc=Q7KPY6 length=213 region=1 run=R_2010_02_19_08_49_25_ xy=0410_3392
OG0000008	Branchiostoma_floridae_tr_A0A9J7MYW5_A0A9J7MYW5_BRAFL tr|A0A9J7MYW5|A0A9J7MYW5_BRAFL Protein crumbs-like OS=Branchiostoma floridae OX=7739 GN=LOC118421797 PE=4 SV=1	Porites_asteroides_isotig28147 isotig28147 extracted_CDS GOMatch=A7T6R5 GOTerms=GO_0005509 Gene=Neurogenic_locus_notch__putative_ Match_Acc=B7Q438 gene=isogroup26415 length=276 numContigs=1, Porites_asteroides_isotig10868 isotig10868 extracted_CDS GOMatch=A7SNQ1 GOTerms=GO_0005509 Gene=Delta_ Match_Acc=B4QTE8 gene=isogroup09136 length=627 numContigs=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7M533_A0A9J7M533_BRAFL tr|A0A9J7M533|A0A9J7M533_BRAFL Neurogenic locus notch homolog protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118428620 PE=4 SV=1	Porites_asteroides_isotig05377 isotig05377 extracted_CDS GOMatch=C3YPC1 GOTerms=GO_0005509 Gene=Notch_protein_ Match_Acc=A0MK40 gene=isogroup03645 length=1066 numContigs=1
OG0000008	Branchiostoma_floridae_tr_A0A9J7HIN8_A0A9J7HIN8_BRAFL tr|A0A9J7HIN8|A0A9J7HIN8_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118404892 PE=4 SV=1	Porites_asteroides_isotig17839 isotig17839 extracted_CDS GOMatch=A7RQW9 GOTerms=GO_0005509 Gene=Fibropellin-3_ Match_Acc=P49013 gene=isogroup16107 length=423 numContigs=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7HMB2_A0A9J7HMB2_BRAFL tr|A0A9J7HMB2|A0A9J7HMB2_BRAFL Metalloendopeptidase OS=Branchiostoma floridae OX=7739 GN=LOC118405444 PE=4 SV=1	Porites_asteroides_GCKDGN101BOWO9 GCKDGN101BOWO9 extracted_CDS GOMatch=Q27W05 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid__Fragment__ Match_Acc=Q27W05 length=387 region=1 run=R_2010_02_19_08_49_25_ xy=0576_2555
OG0000009	Branchiostoma_floridae_tr_A0A9J7KVC9_A0A9J7KVC9_BRAFL tr|A0A9J7KVC9|A0A9J7KVC9_BRAFL Membrane frizzled-related protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118412145 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKR0_A0A9J7MKR0_BRAFL tr|A0A9J7MKR0|A0A9J7MKR0_BRAFL Bone morphogenetic protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118412130 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKK8_A0A9J7MKK8_BRAFL tr|A0A9J7MKK8|A0A9J7MKK8_BRAFL Bone morphogenetic protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118412130 PE=4 SV=1	Porites_asteroides_isotig22198 isotig22198 extracted_CDS GOMatch=Q4T392 GOTerms=GO_0005509 Gene=Subfamily_M12A_unassigned_peptidase__M12_family__ Match_Acc=C4Q3C1 gene=isogroup20466 length=369 numContigs=1, Porites_asteroides_isotig28996 isotig28996 extracted_CDS GOMatch=Q4SHD4 GOTerms=GO_0003824_GO_0004252_GO_0006508 Gene=Neuropilin-2a1_receptor_ Match_Acc=Q8UVR0 gene=isogroup27264 length=257 numContigs=1
OG0000009	Branchiostoma_floridae_tr_A0A9J7KTP5_A0A9J7KTP5_BRAFL tr|A0A9J7KTP5|A0A9J7KTP5_BRAFL Cubilin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411738 PE=4 SV=1	Porites_asteroides_GCKDGN101BSS20 GCKDGN101BSS20 extracted_CDS Gene=Bone_morphogenetic_protein_1_ xy=0621_0170 region=1 Match_Acc=A9JR45 run=R_2010_02_19_08_49_25_ length=220
OG0000009	Branchiostoma_floridae_tr_A0A9J7HI82_A0A9J7HI82_BRAFL tr|A0A9J7HI82|A0A9J7HI82_BRAFL GPI-anchored protein pfl2 OS=Branchiostoma floridae OX=7739 GN=LOC118404856 PE=4 SV=1	Porites_asteroides_GCKDGN103GC75M GCKDGN103GC75M extracted_CDS length=337 region=3 run=R_2010_02_19_08_49_25_ xy=2493_3576
